sites,arm,seed,hash,occupancy,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
24site,contest-off,107,1198426850152524962,0.902084,48,false,false,141,105,23,267,18,0.500000,0.729726,0.229726,0.500000,0.342461,-0.157539,0.500000,0.583646,0.083646,0.500000,0.325337,-0.174663,0.500000,0.559786,0.059786,0.500000,0.620449,0.120449,0.500000,0.694949,0.194949,0.500000,0.353296,-0.146704,0.500000,0.451952,-0.048048,0.500000,0.437005,-0.062995,0.500000,0.572884,0.072884
24site,contest-off,108,1525099866963002709,0.926736,48,false,false,159,123,24,254,20,0.500000,0.633643,0.133643,0.500000,0.355991,-0.144009,0.500000,0.305393,-0.194607,0.500000,0.429980,-0.070020,0.500000,0.567849,0.067849,0.500000,0.719237,0.219237,0.500000,0.636586,0.136586,0.500000,0.359825,-0.140175,0.500000,0.484575,-0.015425,0.500000,0.541423,0.041423,0.500000,0.495151,-0.004849
24site,contest-off,109,9281152589644446478,0.918750,48,false,false,159,123,21,208,14,0.500000,0.557880,0.057880,0.500000,0.763952,0.263952,0.500000,0.528796,0.028796,0.500000,0.312007,-0.187993,0.500000,0.503574,0.003574,0.500000,0.510468,0.010468,0.500000,0.574699,0.074699,0.500000,0.612311,0.112311,0.500000,0.470746,-0.029254,0.500000,0.304150,-0.195850,0.500000,0.480528,-0.019472
24site,contest-off,110,1283245070384851019,0.915278,48,false,false,145,109,21,228,19,0.500000,0.678862,0.178862,0.500000,0.559507,0.059507,0.500000,0.286749,-0.213251,0.500000,0.439277,-0.060723,0.500000,0.544621,0.044621,0.500000,0.642353,0.142353,0.500000,0.498428,-0.001572,0.500000,0.640352,0.140352,0.500000,0.458489,-0.041511,0.500000,0.472157,-0.027843,0.500000,0.378820,-0.121180
24site,contest-off,111,12377244659465414892,0.916667,48,false,false,149,113,20,235,19,0.500000,0.629875,0.129875,0.500000,0.611331,0.111331,0.500000,0.382852,-0.117148,0.500000,0.388713,-0.111287,0.500000,0.461271,-0.038729,0.500000,0.589757,0.089757,0.500000,0.592677,0.092677,0.500000,0.441607,-0.058393,0.500000,0.331223,-0.168777,0.500000,0.469359,-0.030641,0.500000,0.548665,0.048665
24site,contest-off,112,6643008866338313197,0.915625,48,false,false,151,115,23,208,16,0.500000,0.568365,0.068365,0.500000,0.616453,0.116453,0.500000,0.672048,0.172048,0.500000,0.423567,-0.076433,0.500000,0.376991,-0.123009,0.500000,0.546031,0.046031,0.500000,0.468881,-0.031119,0.500000,0.595383,0.095383,0.500000,0.708280,0.208280,0.500000,0.344698,-0.155302,0.500000,0.384855,-0.115145
24site,contest-off,113,792814110717153247,0.916320,48,false,false,151,115,23,227,15,0.500000,0.530679,0.030679,0.500000,0.748137,0.248137,0.500000,0.309625,-0.190375,0.500000,0.269915,-0.230085,0.500000,0.360793,-0.139207,0.500000,0.665888,0.165888,0.500000,0.686388,0.186388,0.500000,0.594430,0.094430,0.500000,0.204217,-0.295783,0.500000,0.329155,-0.170845,0.500000,0.398143,-0.101857
24site,contest-off,114,3465163959572610448,0.920139,48,false,false,172,136,24,235,18,0.500000,0.572984,0.072983,0.500000,0.725551,0.225551,0.500000,0.455955,-0.044045,0.500000,0.508641,0.008641,0.500000,0.495328,-0.004672,0.500000,0.784093,0.284093,0.500000,0.426260,-0.073740,0.500000,0.619989,0.119989,0.500000,0.091054,-0.408946,0.500000,0.320658,-0.179342,0.500000,0.482778,-0.017222
24site,contest-off,115,17011356608730964209,0.927778,48,false,false,152,116,22,249,17,0.500000,0.734108,0.234108,0.500000,0.380731,-0.119269,0.500000,0.403977,-0.096023,0.500000,0.556491,0.056491,0.500000,0.455169,-0.044831,0.500000,0.636520,0.136520,0.500000,0.586328,0.086328,0.500000,0.366661,-0.133339,0.500000,0.383255,-0.116745,0.500000,0.404647,-0.095353,0.500000,0.535583,0.035583
24site,contest-off,116,15540983632035421442,0.925000,48,false,false,159,123,21,213,15,0.500000,0.547607,0.047607,0.500000,0.633215,0.133215,0.500000,0.515812,0.015812,0.500000,0.347484,-0.152516,0.500000,0.365337,-0.134663,0.500000,0.557622,0.057622,0.500000,0.526930,0.026930,0.500000,0.691774,0.191774,0.500000,0.472937,-0.027063,0.500000,0.275228,-0.224772,0.500000,0.468959,-0.031041
24site,contest-off,117,10140850823193747822,0.912847,48,false,false,157,121,24,228,14,0.500000,0.546091,0.046091,0.500000,0.561924,0.061924,0.500000,0.381582,-0.118418,0.500000,0.320574,-0.179426,0.500000,0.357982,-0.142018,0.500000,0.560981,0.060981,0.500000,0.559653,0.059653,0.500000,0.736960,0.236960,0.500000,0.528569,0.028569,0.500000,0.525919,0.025919,0.500000,0.523282,0.023282
24site,contest-off,118,12181119609462314876,0.923611,48,false,false,135,99,22,231,13,0.500000,0.474302,-0.025698,0.500000,0.557006,0.057006,0.500000,0.519561,0.019561,0.500000,0.509394,0.009394,0.500000,0.381069,-0.118931,0.500000,0.563199,0.063199,0.500000,0.497995,-0.002005,0.500000,0.507554,0.007554,0.500000,0.570066,0.070066,0.500000,0.426411,-0.073589,0.500000,0.383331,-0.116669
24site,contest-off,119,5950182220843635380,0.916319,48,false,false,156,120,22,229,18,0.500000,0.669095,0.169095,0.500000,0.613186,0.113186,0.500000,0.430994,-0.069006,0.500000,0.429426,-0.070574,0.500000,0.449586,-0.050414,0.500000,0.552724,0.052724,0.500000,0.591187,0.091187,0.500000,0.718292,0.218292,0.500000,0.341912,-0.158088,0.500000,0.358868,-0.141132,0.500000,0.417651,-0.082349
24site,contest-off,120,12357094178108282687,0.900694,48,false,false,153,117,23,194,13,0.500000,0.440926,-0.059074,0.500000,0.565686,0.065686,0.500000,0.739260,0.239260,0.500000,0.406775,-0.093225,0.500000,0.474696,-0.025304,0.500000,0.473729,-0.026271,0.500000,0.545610,0.045610,0.500000,0.714035,0.214035,0.500000,0.845037,0.345037,0.500000,0.371520,-0.128480,0.500000,0.366614,-0.133386
24site,contest-off,121,2843831643777042507,0.909028,48,false,false,139,103,23,238,18,0.500000,0.659587,0.159587,0.500000,0.460762,-0.039238,0.500000,0.318369,-0.181631,0.500000,0.387789,-0.112211,0.500000,0.506502,0.006502,0.500000,0.647191,0.147191,0.500000,0.742722,0.242722,0.500000,0.458182,-0.041818,0.500000,0.353626,-0.146374,0.500000,0.458207,-0.041793,0.500000,0.696904,0.196904
24site,contest-off,122,16459344606730752802,0.909028,48,false,false,154,118,23,220,18,0.500000,0.661179,0.161179,0.500000,0.621338,0.121338,0.500000,0.410076,-0.089924,0.500000,0.588323,0.088323,0.500000,0.565505,0.065505,0.500000,0.579942,0.079942,0.500000,0.579643,0.079643,0.500000,0.648291,0.148291,0.500000,0.453376,-0.046624,0.500000,0.414047,-0.085953,0.500000,0.413246,-0.086754
24site,contest-off,123,14045022608254373523,0.920486,48,false,false,163,127,23,209,17,0.500000,0.644441,0.144441,0.500000,0.783881,0.283881,0.500000,0.385814,-0.114186,0.500000,0.456131,-0.043869,0.500000,0.405832,-0.094168,0.500000,0.590055,0.090055,0.500000,0.547082,0.047082,0.500000,0.666184,0.166184,0.500000,0.296845,-0.203155,0.500000,0.372666,-0.127334,0.500000,0.370915,-0.129085
24site,contest-off,124,16541175880426574179,0.902084,47,false,false,143,108,24,244,15,0.500000,0.663829,0.163829,0.500000,0.528142,0.028142,0.500000,0.489304,-0.010696,0.500000,0.378979,-0.121021,0.500000,0.490512,-0.009488,0.500000,0.505438,0.005438,0.500000,0.496045,-0.003955,0.500000,0.642354,0.142354,0.500000,0.491194,-0.008806,0.500000,0.394299,-0.105702,0.500000,0.473450,-0.026550
24site,contest-off,125,1335627945911160595,0.912500,48,false,false,133,97,24,234,13,0.500000,0.413802,-0.086198,0.500000,0.444247,-0.055753,0.500000,0.371231,-0.128769,0.500000,0.411875,-0.088125,0.500000,0.645083,0.145083,0.500000,0.695101,0.195101,0.500000,0.413737,-0.086263,0.500000,0.417436,-0.082564,0.500000,0.429853,-0.070147,0.500000,0.567501,0.067501,0.500000,0.527498,0.027498
24site,contest-off,126,6970099977907321903,0.924306,48,false,false,135,99,23,255,16,0.500000,0.689747,0.189747,0.500000,0.416267,-0.083733,0.500000,0.438579,-0.061421,0.500000,0.399593,-0.100407,0.500000,0.434363,-0.065637,0.500000,0.716011,0.216011,0.500000,0.602764,0.102764,0.500000,0.428365,-0.071635,0.500000,0.432172,-0.067828,0.500000,0.410013,-0.089987,0.500000,0.611413,0.111413
24site,contest-off,127,17463781853583179750,0.918403,48,false,false,138,102,23,250,15,0.500000,0.702159,0.202159,0.500000,0.432655,-0.067345,0.500000,0.391724,-0.108276,0.500000,0.378264,-0.121736,0.500000,0.460033,-0.039967,0.500000,0.699615,0.199615,0.500000,0.647064,0.147064,0.500000,0.418722,-0.081278,0.500000,0.481700,-0.018300,0.500000,0.501087,0.001087,0.500000,0.519703,0.019703
24site,contest-off,128,7417549821231109949,0.905903,48,false,false,152,116,24,213,22,0.500000,0.465907,-0.034093,0.500000,0.519321,0.019321,0.500000,0.435090,-0.064910,0.500000,0.508440,0.008440,0.500000,0.346467,-0.153533,0.500000,0.655384,0.155384,0.500000,0.463951,-0.036049,0.500000,0.546270,0.046270,0.500000,0.568087,0.068087,0.500000,0.335899,-0.164101,0.500000,0.468398,-0.031602
24site,contest-off,129,5942647077309960295,0.920486,48,false,false,139,103,22,256,16,0.500000,0.670712,0.170712,0.500000,0.691831,0.191831,0.500000,0.319612,-0.180388,0.500000,0.414187,-0.085813,0.500000,0.437443,-0.062557,0.500000,0.620527,0.120527,0.500000,0.602091,0.102091,0.500000,0.687550,0.187550,0.500000,0.286195,-0.213805,0.500000,0.368925,-0.131075,0.500000,0.473742,-0.026258
24site,contest-off,130,2624646102392699165,0.922222,48,false,false,133,97,24,231,14,0.500000,0.543167,0.043167,0.500000,0.607597,0.107597,0.500000,0.303767,-0.196233,0.500000,0.447752,-0.052248,0.500000,0.519865,0.019865,0.500000,0.677424,0.177424,0.500000,0.436549,-0.063451,0.500000,0.645982,0.145982,0.500000,0.418087,-0.081913,0.500000,0.464416,-0.035584,0.500000,0.503135,0.003135
24site,contest-off,131,12803952528872338449,0.910764,48,false,false,149,113,24,235,15,0.500000,0.618141,0.118141,0.500000,0.469067,-0.030933,0.500000,0.449756,-0.050244,0.500000,0.378846,-0.121154,0.500000,0.539108,0.039108,0.500000,0.651935,0.151935,0.500000,0.710428,0.210428,0.500000,0.140831,-0.359169,0.500000,0.263793,-0.236207,0.500000,0.418574,-0.081426,0.500000,0.451893,-0.048107
24site,contest-off,132,13606225091397509706,0.919792,48,false,false,133,97,24,230,14,0.500000,0.644051,0.144051,0.500000,0.747571,0.247571,0.500000,0.324672,-0.175328,0.500000,0.326312,-0.173688,0.500000,0.458494,-0.041506,0.500000,0.587570,0.087570,0.500000,0.541053,0.041053,0.500000,0.688280,0.188280,0.500000,0.286511,-0.213489,0.500000,0.427275,-0.072725,0.500000,0.549134,0.049134
24site,contest-off,133,15455842537256757222,0.908334,48,false,false,161,125,21,209,15,0.500000,0.683630,0.183630,0.500000,0.384085,-0.115915,0.500000,0.444366,-0.055634,0.500000,0.405279,-0.094721,0.500000,0.407872,-0.092128,0.500000,0.638110,0.138110,0.500000,0.682918,0.182918,0.500000,0.409028,-0.090972,0.500000,0.438362,-0.061638,0.500000,0.421704,-0.078296,0.500000,0.529349,0.029349
24site,contest-off,134,15071835570903051490,0.918403,48,false,false,142,106,24,249,15,0.500000,0.594291,0.094291,0.500000,0.466735,-0.033265,0.500000,0.533927,0.033927,0.500000,0.358277,-0.141723,0.500000,0.514722,0.014722,0.500000,0.620011,0.120011,0.500000,0.738378,0.238378,0.500000,0.387920,-0.112080,0.500000,0.392763,-0.107237,0.500000,0.411780,-0.088220,0.500000,0.522223,0.022223
24site,contest-off,135,8791466186311668579,0.914236,48,false,false,140,104,23,253,15,0.500000,0.450157,-0.049843,0.500000,0.349342,-0.150658,0.500000,0.423486,-0.076514,0.500000,0.514248,0.014248,0.500000,0.607547,0.107547,0.500000,0.671661,0.171661,0.500000,0.495916,-0.004084,0.500000,0.435147,-0.064853,0.500000,0.567888,0.067888,0.500000,0.482229,-0.017771,0.500000,0.578013,0.078013
24site,contest-off,136,3049530464714801082,0.902083,48,false,false,146,110,23,209,16,0.500000,0.517272,0.017272,0.500000,0.638267,0.138267,0.500000,0.647065,0.147065,0.500000,0.324141,-0.175859,0.500000,0.371759,-0.128241,0.500000,0.451241,-0.048759,0.500000,0.461519,-0.038481,0.500000,0.549273,0.049273,0.500000,0.717887,0.217887,0.500000,0.408586,-0.091414,0.500000,0.416976,-0.083024
24site,contest-off,137,17377659316223835732,0.909722,48,false,false,159,123,23,245,20,0.500000,0.626962,0.126962,0.500000,0.656858,0.156858,0.500000,0.393225,-0.106775,0.500000,0.416930,-0.083070,0.500000,0.460754,-0.039246,0.500000,0.500352,0.000352,0.500000,0.685231,0.185231,0.500000,0.533752,0.033752,0.500000,0.312206,-0.187794,0.500000,0.385034,-0.114966,0.500000,0.607501,0.107501
24site,contest-off,138,12041281861967846511,0.914584,48,false,false,148,112,23,235,18,0.500000,0.527351,0.027351,0.500000,0.555861,0.055861,0.500000,0.633561,0.133561,0.500000,0.343632,-0.156368,0.500000,0.434959,-0.065041,0.500000,0.583911,0.083911,0.500000,0.560902,0.060902,0.500000,0.480012,-0.019988,0.500000,0.589242,0.089242,0.500000,0.298706,-0.201294,0.500000,0.447610,-0.052390
24site,contest-off,139,4561971883742299791,0.913195,48,false,false,149,113,24,246,17,0.500000,0.508382,0.008382,0.500000,0.498668,-0.001332,0.500000,0.261112,-0.238888,0.500000,0.434408,-0.065592,0.500000,0.488330,-0.011670,0.500000,0.667851,0.167851,0.500000,0.627406,0.127406,0.500000,0.390573,-0.109427,0.500000,0.235304,-0.264696,0.500000,0.496427,-0.003573,0.500000,0.671058,0.171058
24site,contest-off,140,7417875067305835956,0.905209,48,false,false,152,116,23,231,17,0.500000,0.630151,0.130151,0.500000,0.590503,0.090503,0.500000,0.665951,0.165951,0.500000,0.229046,-0.270954,0.500000,0.276702,-0.223298,0.500000,0.516956,0.016956,0.500000,0.587722,0.087722,0.500000,0.551158,0.051158,0.500000,0.684872,0.184872,0.500000,0.263275,-0.236725,0.500000,0.402674,-0.097326
24site,contest-off,141,16285214213869452554,0.911806,48,false,false,141,105,20,248,17,0.500000,0.679388,0.179388,0.500000,0.283054,-0.216946,0.500000,0.439434,-0.060566,0.500000,0.527874,0.027874,0.500000,0.573218,0.073218,0.500000,0.610034,0.110034,0.500000,0.562435,0.062435,0.500000,0.369580,-0.130420,0.500000,0.460889,-0.039111,0.500000,0.303209,-0.196791,0.500000,0.565136,0.065136
24site,contest-off,142,16204844536982342700,0.896528,48,false,false,139,103,21,211,14,0.500000,0.479884,-0.020116,0.500000,0.603864,0.103864,0.500000,0.772382,0.272382,0.500000,0.349945,-0.150055,0.500000,0.449178,-0.050822,0.500000,0.412311,-0.087689,0.500000,0.419856,-0.080144,0.500000,0.625618,0.125618,0.500000,0.837478,0.337478,0.500000,0.394718,-0.105282,0.500000,0.279531,-0.220469
24site,contest-off,143,13490476513661299519,0.916667,48,false,false,158,122,23,229,17,0.500000,0.590798,0.090798,0.500000,0.691983,0.191983,0.500000,0.328318,-0.171682,0.500000,0.355313,-0.144687,0.500000,0.517151,0.017151,0.500000,0.691587,0.191587,0.500000,0.708698,0.208698,0.500000,0.667417,0.167417,0.500000,0.283819,-0.216181,0.500000,0.367933,-0.132067,0.500000,0.373682,-0.126318
24site,contest-off,144,544620634511402543,0.913889,48,false,false,147,111,23,216,13,0.500000,0.534067,0.034066,0.500000,0.621177,0.121177,0.500000,0.409131,-0.090869,0.500000,0.442617,-0.057383,0.500000,0.370436,-0.129564,0.500000,0.588190,0.088190,0.500000,0.522876,0.022876,0.500000,0.667815,0.167815,0.500000,0.384084,-0.115916,0.500000,0.455064,-0.044936,0.500000,0.335577,-0.164423
24site,contest-off,145,8936697456785619325,0.907292,48,false,false,135,99,22,227,13,0.500000,0.555561,0.055561,0.500000,0.569282,0.069282,0.500000,0.322169,-0.177831,0.500000,0.631168,0.131168,0.500000,0.387530,-0.112470,0.500000,0.592910,0.092910,0.500000,0.638071,0.138071,0.500000,0.637081,0.137081,0.500000,0.285614,-0.214386,0.500000,0.326509,-0.173491,0.500000,0.462359,-0.037641
24site,contest-off,146,10722363599448162555,0.929861,48,false,false,170,134,24,234,14,0.500000,0.649717,0.149717,0.500000,0.588169,0.088169,0.500000,0.310434,-0.189566,0.500000,0.243845,-0.256155,0.500000,0.537346,0.037346,0.500000,0.574285,0.074285,0.500000,0.644767,0.144767,0.500000,0.679652,0.179652,0.500000,0.378197,-0.121803,0.500000,0.355066,-0.144934,0.500000,0.503204,0.003204
24site,contest-off,147,5259298757829880877,0.902778,47,false,false,169,134,21,250,18,0.500000,0.659406,0.159406,0.500000,0.425463,-0.074537,0.500000,0.456937,-0.043063,0.500000,0.456168,-0.043832,0.500000,0.625632,0.125632,0.500000,0.716221,0.216221,0.500000,0.617755,0.117755,0.500000,0.310158,-0.189842,0.500000,0.500312,0.000312,0.500000,0.396029,-0.103971,0.500000,0.481066,-0.018934
24site,contest-off,148,15203992665206507675,0.912153,48,false,false,135,99,22,215,14,0.500000,0.616806,0.116806,0.500000,0.647605,0.147605,0.500000,0.583949,0.083949,0.500000,0.288832,-0.211168,0.500000,0.487533,-0.012467,0.500000,0.563195,0.063195,0.500000,0.528774,0.028774,0.500000,0.651044,0.151044,0.500000,0.564311,0.064311,0.500000,0.176198,-0.323802,0.500000,0.397999,-0.102001
24site,contest-off,149,4210041083764967246,0.935070,48,false,false,144,108,24,246,14,0.500000,0.402149,-0.097851,0.500000,0.539313,0.039313,0.500000,0.460697,-0.039303,0.500000,0.449045,-0.050955,0.500000,0.653747,0.153747,0.500000,0.642099,0.142099,0.500000,0.329305,-0.170695,0.500000,0.459404,-0.040596,0.500000,0.513851,0.013851,0.500000,0.451179,-0.048821,0.500000,0.591717,0.091717
24site,contest-off,150,18094545861372574256,0.914931,48,false,false,154,118,23,245,15,0.500000,0.494068,-0.005932,0.500000,0.458637,-0.041363,0.500000,0.607810,0.107810,0.500000,0.340337,-0.159663,0.500000,0.478499,-0.021501,0.500000,0.694743,0.194743,0.500000,0.435961,-0.064039,0.500000,0.477084,-0.022916,0.500000,0.537775,0.037775,0.500000,0.444706,-0.055294,0.500000,0.438450,-0.061550
24site,contest-off,151,3685673172667836298,0.912500,48,false,false,165,129,22,222,17,0.500000,0.682624,0.182624,0.500000,0.678521,0.178521,0.500000,0.394930,-0.105070,0.500000,0.338134,-0.161866,0.500000,0.407168,-0.092832,0.500000,0.643057,0.143057,0.500000,0.578885,0.078885,0.500000,0.728474,0.228474,0.500000,0.363839,-0.136161,0.500000,0.321785,-0.178215,0.500000,0.408781,-0.091219
24site,contest-off,152,15094381910747372464,0.918750,48,false,false,169,133,24,236,13,0.500000,0.386086,-0.113914,0.500000,0.478679,-0.021321,0.500000,0.566575,0.066575,0.500000,0.382525,-0.117475,0.500000,0.623583,0.123583,0.500000,0.596796,0.096796,0.500000,0.337858,-0.162142,0.500000,0.428371,-0.071629,0.500000,0.636965,0.136965,0.500000,0.400399,-0.099601,0.500000,0.457242,-0.042758
24site,contest-off,153,4825092971974918023,0.898611,48,false,false,134,98,23,216,18,0.500000,0.616239,0.116239,0.500000,0.613844,0.113844,0.500000,0.530317,0.030317,0.500000,0.398437,-0.101563,0.500000,0.382843,-0.117157,0.500000,0.587316,0.087316,0.500000,0.608303,0.108303,0.500000,0.553469,0.053469,0.500000,0.382304,-0.117696,0.500000,0.418069,-0.081931,0.500000,0.529291,0.029291
24site,contest-off,154,10926983080689079475,0.917708,48,false,false,147,111,23,224,17,0.500000,0.497889,-0.002111,0.500000,0.775749,0.275749,0.500000,0.183189,-0.316811,0.500000,0.317214,-0.182786,0.500000,0.470991,-0.029009,0.500000,0.525695,0.025695,0.500000,0.653824,0.153824,0.500000,0.708400,0.208400,0.500000,0.340297,-0.159703,0.500000,0.470806,-0.029194,0.500000,0.400031,-0.099969
24site,contest-off,155,12671972182529209653,0.913195,48,false,false,137,101,23,202,14,0.500000,0.510343,0.010343,0.500000,0.695674,0.195674,0.500000,0.485557,-0.014443,0.500000,0.376859,-0.123141,0.500000,0.465617,-0.034383,0.500000,0.583822,0.083822,0.500000,0.564981,0.064981,0.500000,0.580280,0.080280,0.500000,0.499550,-0.000450,0.500000,0.346225,-0.153775,0.500000,0.324552,-0.175448
24site,contest-off,156,14527547301250196585,0.921181,48,false,false,133,97,23,243,18,0.500000,0.576491,0.076491,0.500000,0.593952,0.093952,0.500000,0.294129,-0.205871,0.500000,0.420425,-0.079575,0.500000,0.355383,-0.144617,0.500000,0.664934,0.164934,0.500000,0.706690,0.206690,0.500000,0.515925,0.015925,0.500000,0.285504,-0.214496,0.500000,0.499511,-0.000489,0.500000,0.668044,0.168044
