arm,seed,population,plantPatches,plantGenerations,plantBirths,founderGrowth,finalGrowth,founderSeedInvestment,finalSeedInvestment,founderWaterEfficiency,finalWaterEfficiency,founderNutrition,finalNutrition,founderDefense,finalDefense,founderDispersal,finalDispersal,founderMoistureTolerance,finalMoistureTolerance,founderTemperatureTolerance,finalTemperatureTolerance,founderNutrientUptake,finalNutrientUptake,founderSeedlingResilience,finalSeedlingResilience
contest,66,48,24,13,198,0.47361,0.47134,0.55167,0.45267,0.51247,0.50751,0.60523,0.63857,0.25606,0.19625,0.53909,0.77445,0.54604,0.50329,0.49337,0.51478,0.48856,0.42903,0.50515,0.55208
contest,67,48,24,15,192,0.60867,0.55066,0.48898,0.62667,0.49997,0.51707,0.65644,0.67490,0.31575,0.33656,0.45503,0.56112,0.43502,0.31255,0.56858,0.43809,0.52241,0.38206,0.47657,0.49719
contest,68,48,23,16,200,0.53413,0.52002,0.55233,0.48118,0.61887,0.64147,0.70337,0.60979,0.30252,0.30470,0.52765,0.64692,0.42215,0.33546,0.55784,0.50777,0.48591,0.48645,0.41897,0.49224
contest,69,48,24,13,189,0.58395,0.52686,0.45405,0.51456,0.56435,0.63994,0.65499,0.76587,0.24945,0.14084,0.47150,0.55428,0.56899,0.62599,0.48842,0.47626,0.54159,0.43115,0.47268,0.68814
contest,70,48,23,17,210,0.61917,0.65548,0.53303,0.51343,0.47232,0.44482,0.64700,0.48944,0.36123,0.46508,0.52762,0.63161,0.46836,0.57320,0.47665,0.41852,0.53402,0.52254,0.55347,0.52595
contest,71,48,24,14,192,0.49784,0.48846,0.47844,0.45905,0.51717,0.56614,0.63536,0.62742,0.31637,0.40792,0.45474,0.56988,0.48286,0.51235,0.50773,0.63396,0.56230,0.46350,0.54541,0.52090
contest,72,48,22,18,210,0.56880,0.67814,0.46942,0.52911,0.50449,0.60264,0.65004,0.64481,0.19589,0.12501,0.46220,0.63812,0.47064,0.37454,0.54368,0.48646,0.46437,0.56209,0.43598,0.40215
contest,73,48,23,14,198,0.55928,0.58645,0.52802,0.61228,0.57125,0.58137,0.67834,0.67056,0.29607,0.23460,0.52439,0.74665,0.56046,0.54904,0.52529,0.59964,0.53534,0.51016,0.49179,0.68488
contest,74,48,23,18,202,0.57414,0.72282,0.46020,0.43304,0.50874,0.51744,0.70106,0.60039,0.32593,0.22722,0.54751,0.69008,0.51591,0.40380,0.53624,0.52238,0.47221,0.44390,0.53325,0.64955
contest,75,48,23,17,184,0.52658,0.60293,0.47665,0.58416,0.53264,0.39626,0.70781,0.71156,0.33165,0.23715,0.48301,0.59839,0.50958,0.53383,0.53347,0.50454,0.44122,0.49911,0.51883,0.48992
contest,76,48,24,19,191,0.51756,0.45695,0.53078,0.56077,0.51405,0.58180,0.67566,0.69066,0.32493,0.31230,0.50172,0.60747,0.51733,0.59814,0.47405,0.35710,0.43344,0.52422,0.51098,0.68562
contest,77,48,24,14,189,0.55310,0.56666,0.49787,0.54784,0.40909,0.37347,0.57231,0.62414,0.32498,0.31445,0.44753,0.62685,0.47363,0.56106,0.54870,0.52145,0.42792,0.29972,0.50937,0.48494
contest,78,48,24,14,181,0.50349,0.50423,0.47114,0.56564,0.51234,0.52282,0.61892,0.67064,0.33718,0.41606,0.54717,0.67301,0.53989,0.58545,0.39809,0.46834,0.49617,0.53539,0.55326,0.68684
contest,79,48,21,20,209,0.55105,0.57661,0.47101,0.61399,0.49097,0.46610,0.72741,0.75919,0.35835,0.35711,0.55549,0.74001,0.53482,0.49786,0.54684,0.44322,0.55977,0.63569,0.50304,0.54384
contest,80,48,23,16,186,0.45749,0.59034,0.46229,0.58751,0.52505,0.56155,0.65348,0.72008,0.29942,0.25512,0.53706,0.54205,0.53539,0.45859,0.50690,0.37387,0.53846,0.57988,0.52138,0.52418
contest,81,48,22,17,192,0.54125,0.56599,0.47486,0.41955,0.57267,0.52024,0.72363,0.73920,0.35006,0.36459,0.41610,0.55413,0.52425,0.49104,0.56974,0.48479,0.52210,0.68413,0.42643,0.44874
contest,82,48,24,14,191,0.55373,0.53068,0.52022,0.48273,0.55831,0.61564,0.64713,0.73117,0.22150,0.17683,0.48938,0.65097,0.49547,0.51041,0.50880,0.56960,0.57999,0.58332,0.51706,0.70649
contest,83,48,24,18,193,0.58435,0.58240,0.54109,0.57213,0.46513,0.52114,0.70964,0.74507,0.31543,0.53891,0.50273,0.66223,0.49019,0.54831,0.49717,0.52451,0.57203,0.77854,0.44867,0.39030
contest,84,48,24,15,205,0.52731,0.54826,0.54386,0.56648,0.51477,0.56458,0.69426,0.59382,0.29913,0.29443,0.52987,0.68084,0.52220,0.47549,0.49999,0.54306,0.54366,0.58891,0.48242,0.60868
contest,85,48,22,17,211,0.54465,0.65603,0.51398,0.60814,0.54092,0.60951,0.61901,0.63310,0.24020,0.32121,0.51529,0.70587,0.41207,0.39329,0.49283,0.61309,0.52657,0.44827,0.49763,0.46987
contest,86,48,23,13,185,0.57084,0.59538,0.46880,0.47454,0.51281,0.57997,0.69297,0.61735,0.27742,0.24360,0.44526,0.47945,0.53646,0.60621,0.44388,0.50415,0.43580,0.47184,0.47334,0.54648
contest,87,48,24,14,183,0.54884,0.59060,0.54591,0.54588,0.49152,0.52827,0.69119,0.70664,0.26060,0.25895,0.49340,0.48910,0.49918,0.48525,0.56765,0.47751,0.47174,0.43467,0.48302,0.53676
contest,88,48,21,17,194,0.57032,0.55915,0.49023,0.71472,0.43256,0.39317,0.72754,0.74250,0.25685,0.30415,0.55726,0.53512,0.50595,0.39333,0.42019,0.36736,0.40245,0.43619,0.46006,0.53057
contest,89,48,22,17,196,0.51436,0.63415,0.51150,0.45138,0.51891,0.67476,0.65276,0.50990,0.30881,0.26971,0.50287,0.58219,0.46065,0.32934,0.45411,0.53343,0.45402,0.49737,0.51938,0.65357
contest,90,48,24,16,204,0.61058,0.62317,0.46992,0.32099,0.52044,0.64803,0.64060,0.64242,0.34335,0.31287,0.49421,0.70097,0.46357,0.52720,0.39117,0.48942,0.49081,0.53632,0.53858,0.77675
contest,91,48,23,15,184,0.50607,0.44467,0.48448,0.57433,0.43367,0.45951,0.66849,0.69060,0.32183,0.23379,0.49189,0.67785,0.52370,0.58213,0.45165,0.21191,0.55859,0.53589,0.53614,0.74271
contest,92,48,23,13,183,0.50965,0.40251,0.55844,0.49695,0.48764,0.29592,0.58956,0.75923,0.37691,0.23456,0.45901,0.65132,0.56476,0.52583,0.51100,0.57299,0.56386,0.47385,0.49162,0.63205
contest,93,48,23,16,192,0.55257,0.61615,0.52657,0.52436,0.49710,0.63101,0.69029,0.69446,0.24753,0.26202,0.52885,0.65638,0.47579,0.45333,0.57641,0.49637,0.52088,0.46187,0.44132,0.55448
contest,94,48,23,14,217,0.54972,0.49900,0.50310,0.43468,0.48029,0.45156,0.69790,0.68364,0.28634,0.17366,0.56283,0.59063,0.50702,0.50126,0.46967,0.32994,0.45812,0.34026,0.44479,0.40401
contest,95,48,23,14,186,0.52811,0.57968,0.48966,0.54931,0.51581,0.42058,0.63476,0.71277,0.21292,0.22831,0.47343,0.62800,0.49465,0.56265,0.48102,0.41016,0.43583,0.49454,0.40515,0.54266
contest,96,48,24,16,192,0.55353,0.69250,0.54745,0.59517,0.53359,0.49764,0.74292,0.70883,0.29163,0.20467,0.48748,0.54292,0.46527,0.48349,0.51924,0.56308,0.41802,0.34183,0.58216,0.56873
contest,97,48,22,14,181,0.48664,0.42670,0.45511,0.45198,0.52309,0.48200,0.71380,0.67437,0.31380,0.27484,0.47709,0.60856,0.42036,0.42374,0.52355,0.53522,0.51892,0.49526,0.53431,0.44673
contest,98,48,24,15,169,0.54136,0.47523,0.54231,0.54776,0.47051,0.61216,0.55866,0.56534,0.27527,0.23667,0.43084,0.53751,0.46134,0.37877,0.42881,0.36945,0.52403,0.62226,0.43472,0.39664
contest,99,48,23,15,169,0.51721,0.54697,0.46210,0.54657,0.56823,0.64811,0.70475,0.67741,0.26308,0.23706,0.46944,0.56027,0.54425,0.54212,0.54421,0.57073,0.46157,0.51763,0.52910,0.66000
contest,100,48,24,16,191,0.55936,0.35591,0.47397,0.58303,0.45409,0.41981,0.64114,0.61260,0.25066,0.33337,0.53684,0.60487,0.45587,0.60319,0.54342,0.57641,0.43075,0.34802,0.55091,0.64602
contest,101,48,24,17,206,0.63466,0.73131,0.53963,0.64569,0.52921,0.45878,0.65970,0.55348,0.26628,0.39280,0.49546,0.72253,0.43769,0.39455,0.37919,0.37392,0.48906,0.31137,0.47456,0.39338
contest,102,48,24,17,187,0.58341,0.54000,0.53109,0.53423,0.54709,0.61057,0.71454,0.67492,0.31310,0.34925,0.47983,0.56445,0.48333,0.58476,0.50609,0.52737,0.55511,0.58816,0.54544,0.57572
contest,103,48,23,13,195,0.55739,0.53278,0.50675,0.47136,0.54298,0.66216,0.60944,0.63942,0.29431,0.21618,0.48893,0.60077,0.50391,0.57021,0.46340,0.55840,0.47078,0.56876,0.45828,0.53611
contest,104,48,24,14,210,0.58602,0.56658,0.57475,0.57921,0.46700,0.38933,0.66601,0.74315,0.22954,0.23378,0.53713,0.62720,0.47209,0.32568,0.51916,0.47838,0.43390,0.33878,0.35289,0.39119
contest,105,48,24,15,176,0.52718,0.62227,0.55136,0.65047,0.51872,0.56038,0.67141,0.75139,0.27416,0.18225,0.43870,0.49630,0.46821,0.47241,0.56284,0.57379,0.50677,0.60920,0.54135,0.47227
contest,106,48,24,13,221,0.56865,0.56132,0.52495,0.66989,0.63060,0.74800,0.72259,0.78348,0.39903,0.35133,0.56670,0.75258,0.48331,0.36910,0.58772,0.49817,0.55597,0.56623,0.43287,0.47695
contest,107,48,24,15,198,0.53016,0.40204,0.53653,0.52385,0.58783,0.67080,0.66741,0.69959,0.29829,0.42873,0.51532,0.63953,0.54689,0.51141,0.43594,0.38438,0.50783,0.51112,0.52456,0.58833
contest,108,48,24,14,202,0.58408,0.57456,0.55141,0.51960,0.47981,0.50768,0.65434,0.57412,0.29587,0.44002,0.50993,0.51756,0.44793,0.40483,0.46902,0.36720,0.42452,0.43466,0.55071,0.60199
contest,109,48,23,16,196,0.45488,0.33566,0.50973,0.68286,0.58209,0.70617,0.64778,0.77424,0.26402,0.28208,0.49184,0.60934,0.50151,0.40447,0.48721,0.43110,0.55903,0.64464,0.52392,0.50894
contest,110,48,22,15,180,0.56811,0.50486,0.53071,0.47584,0.47346,0.47255,0.66208,0.67927,0.25333,0.22372,0.52479,0.47820,0.45350,0.32081,0.45835,0.41556,0.47311,0.45547,0.49017,0.55370
contest,111,48,23,15,172,0.57535,0.52407,0.54153,0.58367,0.48055,0.58358,0.63357,0.64972,0.27526,0.32834,0.43115,0.61198,0.53568,0.54302,0.44791,0.43906,0.43026,0.49018,0.50576,0.46346
contest,112,48,23,14,194,0.53051,0.58185,0.52750,0.48306,0.50070,0.53076,0.72573,0.74710,0.40802,0.40727,0.46664,0.57385,0.56144,0.56262,0.53457,0.59482,0.46531,0.41764,0.45029,0.43635
contest,113,48,24,16,200,0.57407,0.54454,0.53700,0.46654,0.49881,0.47559,0.71576,0.76531,0.21443,0.17339,0.48870,0.65442,0.51844,0.40510,0.53956,0.61122,0.51134,0.35235,0.45132,0.65314
contest,114,48,23,13,191,0.51387,0.43500,0.47733,0.46578,0.45546,0.48150,0.67513,0.78368,0.28878,0.28038,0.50127,0.50740,0.46358,0.44574,0.48888,0.34461,0.54116,0.48135,0.48263,0.53988
contest,115,48,24,15,205,0.58030,0.58006,0.53748,0.56089,0.51290,0.53941,0.61528,0.50462,0.33831,0.15962,0.53044,0.63915,0.50597,0.51882,0.53284,0.65014,0.59012,0.49522,0.42591,0.39064
contest,116,48,24,16,177,0.55799,0.52875,0.49181,0.53413,0.55185,0.46197,0.66768,0.64613,0.23018,0.17330,0.44871,0.51717,0.53998,0.51215,0.41214,0.49176,0.46320,0.44797,0.46718,0.57708
contest,117,48,23,15,189,0.57871,0.62164,0.48995,0.41147,0.48965,0.53964,0.71359,0.63968,0.28660,0.32617,0.51218,0.55337,0.46375,0.50734,0.59247,0.62341,0.43114,0.44763,0.57099,0.60342
contest,118,48,23,15,193,0.57419,0.41586,0.47878,0.55141,0.51193,0.42537,0.64759,0.61652,0.22414,0.23243,0.55685,0.58655,0.53490,0.50143,0.50893,0.57844,0.55677,0.54415,0.48989,0.32215
contest,119,48,23,14,177,0.49094,0.43884,0.49460,0.48564,0.48315,0.48009,0.64521,0.72801,0.31652,0.33859,0.48602,0.51003,0.44672,0.34266,0.60718,0.61550,0.56347,0.53191,0.51429,0.52884
contest,120,48,22,16,192,0.57657,0.48028,0.54207,0.50865,0.45472,0.48132,0.70011,0.73978,0.29606,0.32309,0.53929,0.61625,0.44563,0.38156,0.45545,0.41590,0.49562,0.60921,0.48342,0.49434
contest,121,48,22,14,179,0.47525,0.49576,0.58250,0.49927,0.55598,0.55880,0.66249,0.69553,0.31285,0.35749,0.46621,0.63510,0.46815,0.43401,0.44185,0.50583,0.46601,0.42842,0.48550,0.58579
contest,122,48,21,15,186,0.58241,0.46838,0.47544,0.74184,0.49767,0.58888,0.70797,0.66405,0.30376,0.16391,0.51643,0.60911,0.43098,0.36146,0.43239,0.45743,0.49340,0.47941,0.53334,0.55219
contest,123,48,24,15,199,0.60782,0.58953,0.50257,0.58692,0.50363,0.53250,0.67153,0.64808,0.36943,0.49129,0.54072,0.62348,0.56153,0.53110,0.56187,0.56494,0.57376,0.63089,0.45329,0.45187
contest,124,48,24,15,197,0.55314,0.57932,0.56255,0.60090,0.53989,0.64285,0.64475,0.80353,0.32666,0.52172,0.48007,0.63637,0.44778,0.24616,0.55492,0.47645,0.53742,0.53183,0.43162,0.43798
contest,125,48,23,12,191,0.58798,0.38470,0.53402,0.48331,0.46789,0.31848,0.69760,0.68520,0.29982,0.47794,0.48242,0.62053,0.45143,0.40973,0.55446,0.57472,0.49715,0.51242,0.54463,0.55379
contest,126,48,21,17,199,0.56295,0.60333,0.45466,0.61624,0.45110,0.51558,0.69580,0.63599,0.30013,0.27321,0.55229,0.55939,0.53659,0.49970,0.49301,0.56247,0.45980,0.58099,0.48453,0.39889
contest,127,48,21,17,200,0.58271,0.58363,0.50859,0.55305,0.54531,0.61105,0.55348,0.52890,0.29061,0.39209,0.50394,0.64969,0.53503,0.55736,0.45172,0.41247,0.57063,0.63231,0.50466,0.55182
contest,128,48,24,13,178,0.58299,0.62873,0.50820,0.67001,0.46764,0.28564,0.66210,0.71108,0.36369,0.27753,0.46829,0.59935,0.57560,0.71757,0.45625,0.46233,0.45926,0.53224,0.48387,0.54969
contest,129,48,23,14,198,0.48308,0.42660,0.54298,0.54798,0.49420,0.49232,0.67506,0.63562,0.35157,0.25214,0.48969,0.57929,0.44105,0.50151,0.54821,0.66125,0.46000,0.43292,0.48509,0.48083
contest,130,48,24,14,183,0.45914,0.44423,0.55771,0.55944,0.49589,0.56182,0.58097,0.63523,0.34989,0.25838,0.52599,0.49880,0.51570,0.52135,0.53468,0.56854,0.49435,0.48000,0.47634,0.59996
contest,131,48,23,14,196,0.57625,0.61391,0.55031,0.70149,0.53108,0.63871,0.52967,0.65322,0.27487,0.26391,0.55764,0.62298,0.45687,0.39531,0.52621,0.42710,0.48570,0.31759,0.50057,0.61158
contest,132,48,20,15,186,0.55995,0.58359,0.42733,0.58732,0.49801,0.55153,0.65345,0.63014,0.36452,0.44934,0.48797,0.54552,0.44582,0.37215,0.49208,0.45957,0.51219,0.53519,0.51035,0.59668
contest,133,48,23,12,197,0.58710,0.57781,0.50382,0.74323,0.44418,0.41920,0.57516,0.51664,0.36267,0.39677,0.48898,0.60382,0.49710,0.56313,0.58158,0.65349,0.44227,0.54879,0.46390,0.45931
contest,134,48,23,15,174,0.58585,0.50242,0.46091,0.38453,0.51796,0.47417,0.72285,0.63115,0.34881,0.22392,0.41955,0.52191,0.43681,0.44340,0.48844,0.63577,0.55580,0.57163,0.50048,0.31791
contest,135,48,23,16,196,0.52632,0.54608,0.44494,0.55114,0.46401,0.56678,0.67978,0.61113,0.30056,0.23064,0.52182,0.67456,0.43049,0.32601,0.48827,0.58942,0.57627,0.48428,0.52643,0.56313
contest,136,48,22,14,190,0.53376,0.46184,0.42077,0.55586,0.50014,0.50965,0.57865,0.50551,0.27728,0.33606,0.49462,0.49129,0.50803,0.58591,0.52680,0.56249,0.57432,0.66785,0.45646,0.38299
contest,137,48,23,15,195,0.54910,0.49668,0.51845,0.59585,0.49579,0.51524,0.59776,0.53181,0.37160,0.40433,0.52496,0.55705,0.51105,0.53816,0.48541,0.46238,0.53016,0.43700,0.51315,0.44904
contest,138,48,23,16,192,0.56520,0.55711,0.45257,0.40863,0.54333,0.63615,0.63554,0.64385,0.20019,0.24618,0.46958,0.61002,0.55307,0.52146,0.50661,0.54186,0.46928,0.34339,0.46970,0.47751
contest,139,48,19,20,200,0.61487,0.70740,0.48211,0.49996,0.47584,0.51688,0.64216,0.77687,0.27675,0.11485,0.46944,0.69223,0.51477,0.47181,0.50838,0.59921,0.51584,0.41250,0.49339,0.52734
contest,140,48,23,17,205,0.53705,0.48094,0.47863,0.47318,0.59502,0.67577,0.71064,0.64578,0.32138,0.24754,0.52762,0.59167,0.51997,0.62609,0.50255,0.64976,0.53701,0.54401,0.48225,0.57461
contest,141,48,23,15,183,0.52678,0.49165,0.53599,0.58883,0.54940,0.58192,0.59778,0.61079,0.24596,0.23605,0.54485,0.65737,0.56433,0.59832,0.54665,0.52173,0.42315,0.51505,0.54468,0.60992
contest,142,48,23,15,168,0.52559,0.58065,0.54052,0.57866,0.50644,0.46147,0.60446,0.62122,0.30190,0.40763,0.42273,0.45609,0.54426,0.47588,0.48285,0.48991,0.47142,0.62996,0.53317,0.61086
contest,143,48,21,13,188,0.50247,0.43520,0.51484,0.53775,0.54286,0.53943,0.68499,0.70961,0.26759,0.28420,0.46401,0.54830,0.55311,0.58712,0.53952,0.53704,0.49173,0.51866,0.43319,0.45125
contest,144,48,23,12,175,0.52887,0.48166,0.52234,0.47111,0.52360,0.46734,0.68732,0.78669,0.32149,0.31348,0.48605,0.58035,0.59881,0.61981,0.51726,0.49099,0.56579,0.60866,0.46315,0.61104
contest,145,48,23,15,189,0.51956,0.53716,0.57851,0.40740,0.48170,0.44513,0.60704,0.60624,0.29460,0.13581,0.43896,0.55530,0.51200,0.58524,0.58288,0.63585,0.58237,0.56291,0.43958,0.56536
contest,146,48,23,16,203,0.50618,0.62243,0.54364,0.49388,0.50142,0.49586,0.58514,0.50883,0.29281,0.23664,0.50256,0.62351,0.55628,0.50501,0.53599,0.58858,0.50479,0.49394,0.47263,0.51146
contest,147,48,24,13,192,0.54234,0.42783,0.49525,0.56601,0.41304,0.45827,0.69674,0.66221,0.27672,0.27702,0.54669,0.60194,0.43982,0.39832,0.47929,0.47562,0.55968,0.60439,0.54838,0.55814
contest,148,48,24,16,179,0.58405,0.58950,0.53347,0.51209,0.49027,0.51974,0.62322,0.70338,0.25501,0.22617,0.45036,0.49959,0.51297,0.50556,0.52489,0.42279,0.60826,0.48040,0.54850,0.49651
contest,149,48,24,19,207,0.50853,0.43948,0.45885,0.57884,0.54248,0.45474,0.71730,0.77692,0.36550,0.39945,0.50434,0.65427,0.48562,0.26025,0.48218,0.42241,0.59011,0.69085,0.54809,0.59403
contest,150,48,23,14,201,0.58161,0.47323,0.48844,0.34817,0.46828,0.50251,0.56259,0.52369,0.35221,0.35010,0.47958,0.56096,0.52155,0.51911,0.46766,0.45029,0.49053,0.42889,0.47200,0.54611
contest,151,48,23,15,162,0.47126,0.43189,0.57459,0.54485,0.42904,0.44547,0.67638,0.68048,0.30512,0.23684,0.42752,0.55353,0.52022,0.51020,0.51826,0.49414,0.53705,0.62279,0.56921,0.62522
contest,152,48,22,17,227,0.50558,0.60063,0.43899,0.20251,0.51346,0.41979,0.75182,0.72958,0.32801,0.37373,0.53568,0.67881,0.48898,0.34464,0.41507,0.37824,0.52302,0.44961,0.47672,0.55223
contest,153,48,23,13,188,0.59295,0.49852,0.49684,0.53911,0.45441,0.50502,0.67005,0.72544,0.33131,0.21618,0.50604,0.62752,0.56672,0.56559,0.44857,0.29937,0.48445,0.51982,0.43704,0.47118
contest,154,48,22,14,169,0.54981,0.51150,0.49253,0.49973,0.47300,0.36532,0.66233,0.61727,0.19330,0.18779,0.45842,0.53921,0.53166,0.59500,0.50671,0.56660,0.45195,0.37410,0.52004,0.50254
contest,155,48,24,14,185,0.57104,0.55878,0.47544,0.42694,0.58928,0.71113,0.71765,0.64147,0.25441,0.33677,0.39782,0.55119,0.52956,0.52518,0.55207,0.53726,0.47867,0.41625,0.49007,0.45337
contest,156,48,24,14,200,0.61779,0.56913,0.46606,0.54623,0.57293,0.57202,0.63616,0.64934,0.26918,0.31665,0.47986,0.49406,0.55529,0.55983,0.57946,0.60714,0.46625,0.45670,0.42868,0.47366
contest,157,48,24,17,186,0.61984,0.61878,0.56563,0.71126,0.49537,0.43161,0.69306,0.76006,0.34456,0.19896,0.49268,0.69947,0.58822,0.62672,0.57791,0.60670,0.59474,0.59370,0.49734,0.67244
contest,158,48,23,16,193,0.56085,0.57158,0.51710,0.64146,0.52382,0.57506,0.69033,0.73587,0.27740,0.31416,0.51370,0.67225,0.53946,0.47338,0.55604,0.54863,0.51414,0.65239,0.47749,0.53233
contest,159,48,21,15,195,0.60396,0.66872,0.51667,0.50478,0.47791,0.48750,0.64273,0.63634,0.33416,0.36369,0.41965,0.64000,0.54191,0.50772,0.58376,0.61617,0.50877,0.53266,0.48946,0.55936
contest,160,48,24,17,174,0.49923,0.53407,0.45457,0.56480,0.58355,0.55984,0.70610,0.73050,0.30605,0.25314,0.48672,0.57592,0.40831,0.50773,0.44199,0.49067,0.54443,0.47740,0.47782,0.54614
contest,161,48,24,12,159,0.50196,0.45017,0.46895,0.46505,0.59566,0.52605,0.66193,0.58545,0.28198,0.27241,0.45084,0.46159,0.50999,0.51200,0.42519,0.57555,0.48805,0.49202,0.49765,0.63379
