schema=1
code_revision=5a089f1
scenario_id=p4-defense-calibration-moderate
scenario_layout_fingerprint=7502803383825105874
scenario_resource_count=30
first_seed=42
seed_count=60
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=200
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,neutral_marker
slope-off,417,3450149376866724989,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,419,8301965447573492532,94,0,0.7838,0.4719,0.1504,0.5605,0.5276,0.5389,0.6577,0.4774,0.5609,0.7729,0.7531,0.4741,0.4231,0.4958,0.5016,0.4660
slope-off,420,5126201450707833723,179,0,0.4427,0.0000,0.0000,0.4049,0.5082,0.5471,0.4063,0.4745,0.4184,0.6224,0.4690,0.6138,0.4454,0.4742,0.4579,0.4886
slope-off,434,790521700715517763,4,0,0.0445,16.0680,0.4372,0.6220,0.4418,0.4208,0.6869,0.5772,0.5511,0.7722,0.7609,0.5071,0.4504,0.5071,0.4822,0.5221
slope-off,437,216665933391140739,16,0,0.0069,3.3020,0.4250,0.4267,0.5318,0.3359,0.4886,0.5498,0.6167,0.7940,0.6474,0.6804,0.4459,0.4511,0.5300,0.4627
slope-off,458,9275626021183574375,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,462,2201018663239238130,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,466,371077658323785608,3,0,0.0555,0.3639,0.6184,0.4121,0.6306,0.3053,0.5840,0.4829,0.5632,0.6024,0.6634,0.3226,0.4170,0.4613,0.4038,0.5155
slope-off,468,7017626564113738758,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,469,14934148754797814048,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,475,13499315731631762220,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,42,14557793815758110585,2,0,0.7545,15.7332,1.0915,0.5241,0.6913,0.5107,0.5333,0.4316,0.6487,0.6394,0.5946,0.8721,0.3775,0.5581,0.4581,0.5338
slope-on,52,13249015882808060129,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,53,2063985742475244445,2,0,0.8097,13.4571,0.4222,0.5675,0.5557,0.5869,0.6033,0.5397,0.7554,0.8356,0.0198,0.5564,0.4376,0.5131,0.4991,0.5242
slope-on,55,9982773897787072426,189,0,0.2340,6.4246,0.6882,0.4099,0.4678,0.4323,0.5166,0.4584,0.5537,0.8761,0.6954,0.8855,0.4620,0.5084,0.5550,0.5228
slope-on,58,16034667680161533138,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,69,15802140688640162059,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,74,13536556377861879522,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,80,2091648463609341137,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,98,13902381003203266679,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,101,6221187433610981766,35,0,0.0000,0.0197,0.0131,0.7132,0.5864,0.5190,0.5954,0.5125,0.6172,0.6969,0.7221,0.9205,0.4637,0.5268,0.5045,0.4998
slope-on,107,15760800644690902893,4,0,0.0778,17.5053,0.4694,0.3499,0.5277,0.6449,0.3930,0.5193,0.6334,0.6425,0.3403,0.6978,0.4001,0.4621,0.4743,0.5486
slope-on,114,7159947499005810546,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,118,7699811613901369476,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,120,12762059226323121480,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,128,11416575281492100319,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,135,17308509595791454291,2,0,0.7932,6.0632,0.2365,0.5136,0.5063,0.4503,0.5847,0.3959,0.5748,0.7290,0.4987,0.8696,0.4900,0.4860,0.5222,0.6227
slope-on,147,4295516436718418586,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,148,5975527574988413406,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,150,5258639801212825745,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,152,1644931031029781184,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,153,6986116089192737411,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,167,6303910864147915191,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,176,1538005622664543248,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,187,3435028140643695080,20,0,0.7242,0.7913,0.0462,0.4605,0.4034,0.4454,0.5062,0.4551,0.5383,0.8588,0.7425,0.8930,0.4398,0.4947,0.5641,0.4931
slope-on,193,15856939467110878044,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,221,15052904633935246610,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,228,7196629816796437715,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,229,17232572096909629355,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,238,10374187326418466834,1,0,0.3457,12.1827,0.3625,0.2686,0.6180,0.5101,0.8240,0.4738,0.6808,0.6018,1.0000,0.5503,0.3658,0.5960,0.4160,0.5088
slope-on,243,3583023187782508938,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,262,2008541739411281850,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,283,5256752820180122578,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,284,157040119171772796,1,0,0.0000,0.0000,0.0000,0.4587,0.6219,0.5485,0.4138,0.4341,0.6663,0.9073,1.0000,0.3785,0.4073,0.3814,0.5016,0.5637
slope-on,304,11075244289334220424,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,311,8929555070849587825,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,313,3527474225356347351,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,316,2703761801912420346,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,325,2202010864599153907,1,0,0.1148,3.1444,1.0938,0.6926,0.6471,0.3561,0.4568,0.3471,0.5603,0.9420,0.7299,0.6130,0.3234,0.3975,0.5647,0.4776
slope-on,328,7760406689052898996,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,330,14342261564264087530,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,343,15116366092040987039,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,348,8559808691884661744,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,355,15991192736209722111,2,0,0.0000,0.0000,0.0000,0.6923,0.1456,0.5244,0.6133,0.3625,0.4219,0.7667,0.6026,0.5335,0.4979,0.5484,0.4635,0.4852
slope-on,362,18425341801338440718,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,363,5418271131835918126,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,368,16471579484076285636,7,0,0.0000,0.8806,0.1887,0.5697,0.5307,0.3897,0.5597,0.4969,0.6659,0.7406,0.4708,0.8064,0.4423,0.5698,0.4914,0.5753
slope-on,379,3581341706051033736,1,0,0.3609,0.6404,0.0978,0.5049,0.6423,0.3855,0.6864,0.6211,0.4245,0.8038,0.4121,0.9133,0.5525,0.5327,0.4661,0.3626
slope-on,382,9182933586226144773,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
