arm,seed,mean_site_occupancy,trait_delta,dispersal_delta,final_population,highest_plant_generation,state_hash
defense,48,0.315635,-0.001938,0.094768,48,17,13380853804500320416
defense,49,0.254215,0.032241,0.079664,48,15,17341640884176683583
defense,50,0.314363,0.017160,0.072909,48,14,14234436671327659529
defense,51,0.312287,0.018823,0.121733,48,15,15513542878444990032
defense,52,0.258255,-0.023217,0.016299,48,16,2505623021023600526
defense,53,0.312668,0.039952,0.113155,48,17,13146026938265857022
defense,54,0.271321,-0.029390,0.058460,48,15,12846994017383478266
defense,55,0.292451,0.083553,0.146484,48,14,2362273234508651243
defense,56,0.335587,0.013971,0.096207,48,16,8419477386971554313
defense,57,0.335194,-0.046515,0.204330,48,17,3572608648018034708
defense,58,0.343246,0.050797,0.121263,48,20,6037102994627285570
defense,59,0.310128,0.053837,0.074398,48,15,14550370639229303875
defense,60,0.274100,0.003513,-0.012904,48,14,9586069346899975259
defense,61,0.287821,0.033893,0.065254,48,20,17598463802040670090
defense,62,0.324969,-0.009943,0.127487,48,17,7937021808593885307
defense,63,0.427919,-0.008514,0.196232,48,19,5206113029244837911
defense,64,0.303005,-0.020897,0.082436,48,16,3059201332281859191
defense,65,0.315271,-0.002102,0.082322,48,18,7207839983102169630
