schema=1
code_revision=0ef2e4e
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=false
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=5
ReproductionNeedFraction=0.7
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,maneuverability,fear,neutral_marker
slope-off,42,8153588039992222387,21,0,0.7937,9.9328,1.5641,0.3913,0.5880,0.5342,0.2263,0.6745,0.4083,0.3218,0.7047,0.6351,0.4696,0.5232,0.4775,0.0370,0.0503,0.0849,0.0479,0.0363,0.0288,0.4675
slope-off,52,7508552636653572490,131,0,0.7809,11.1719,0.5352,0.4442,0.4948,0.4742,0.2945,0.5191,0.6262,0.6880,0.5244,0.8877,0.4680,0.4959,0.4970,0.0360,0.1043,0.0254,0.0415,0.0234,0.0356,0.5030
slope-off,53,5219662855210241852,46,0,0.7624,14.3616,0.3954,0.3694,0.5531,0.5047,0.3985,0.5361,0.4505,0.6239,0.7896,0.6287,0.4903,0.4404,0.5074,0.0485,0.0292,0.0395,0.0439,0.0499,0.1007,0.5077
slope-off,55,13691599293092091797,7,0,0.8181,17.4684,0.5663,0.5045,0.2875,0.5788,0.4740,0.3614,0.5860,0.7985,0.1003,0.9562,0.4871,0.5636,0.4827,0.0207,0.0738,0.0364,0.0164,0.0753,0.0229,0.5823
slope-off,58,11658958213854114586,248,0,0.7459,16.1588,0.4183,0.4828,0.4467,0.4869,0.3220,0.5001,0.4905,0.6721,0.7603,0.7795,0.4862,0.5249,0.4871,0.0509,0.0395,0.0433,0.0421,0.0443,0.0421,0.4914
slope-off,69,4357989213155755941,134,0,0.7822,0.7245,0.1683,0.4905,0.4893,0.5530,0.5028,0.4213,0.4603,0.7347,0.6402,0.7296,0.5041,0.4612,0.4736,0.0293,0.0594,0.0299,0.0479,0.0487,0.0545,0.4757
slope-off,74,14671839382472788114,154,0,0.8005,3.3713,0.2413,0.5128,0.5441,0.4718,0.5095,0.4799,0.5783,0.7039,0.7897,0.8910,0.4774,0.5321,0.4573,0.0413,0.0513,0.0366,0.0439,0.0502,0.0303,0.5461
slope-off,80,5637958599107436040,58,0,0.7243,9.7384,0.9246,0.4930,0.4990,0.4163,0.4147,0.4797,0.5210,0.7239,0.6323,0.4802,0.5147,0.5040,0.4893,0.0200,0.0275,0.0465,0.0625,0.0242,0.0429,0.5304
slope-off,98,16051524764950998230,46,0,0.8090,2.5802,0.3038,0.5190,0.5107,0.5026,0.3939,0.5113,0.4685,0.5259,0.6089,0.6838,0.5039,0.5361,0.5466,0.0510,0.0283,0.0452,0.1316,0.0409,0.0387,0.5126
slope-off,101,8149859819124325114,123,0,0.7515,0.3053,0.0713,0.6650,0.4639,0.5455,0.5748,0.4210,0.4526,0.6353,0.7947,0.9345,0.5075,0.4882,0.5196,0.0717,0.0486,0.0430,0.0283,0.0578,0.0426,0.4968
