+arm,seed,mean_occupancy,seedling_resilience_delta,dispersal_delta,final_population,highest_plant_generation,state_hash
invader-168-on,50,0.277287,-0.109687,0.126255,48,18,2692439012531257825
invader-168-on,51,0.297049,0.014428,0.098351,48,16,13138859440892889502
invader-168-on,52,0.251505,0.028055,0.068411,48,16,10069108531409582298
invader-168-on,53,0.326940,0.036594,0.189324,48,16,10844419570211156049
invader-168-on,54,0.255233,-0.014252,0.050735,48,17,17649797611168812514
invader-168-on,55,0.252945,0.020002,0.087164,48,15,8823115585879693808
invader-168-on,56,0.273225,-0.003286,0.096347,48,17,15422538098049563335
invader-168-on,57,0.355432,-0.030473,0.216521,48,18,2728321251588794502
invader-168-on,58,0.242651,-0.050480,0.105551,48,17,16488897898012173434
invader-168-on,59,0.260032,0.126555,0.139507,48,15,11447499871501494977
invader-168-on,60,0.265649,-0.155836,0.106595,48,16,4963333136003163627
invader-168-on,61,0.234340,-0.017011,0.053321,48,17,4200175747115844189
invader-168-on,62,0.242307,-0.044581,0.046584,48,17,1628454321247052807
invader-168-on,63,0.271752,0.042524,0.149005,48,17,10739342833689420675
invader-168-on,64,0.248462,0.007484,0.084378,48,17,375917367803276326
invader-168-on,65,0.318278,-0.049956,0.141038,48,15,15925073953300540893
invader-168-on,66,0.273012,-0.066320,0.078116,48,15,14304771882275893357
invader-168-on,67,0.237712,0.008648,0.080436,48,16,3134855261425974343
invader-168-on,68,0.286632,-0.023967,0.109657,48,16,8745894288588165148
invader-168-on,69,0.237212,0.042891,0.116532,48,14,10151184289323786679
invader-168-on,70,0.233446,-0.044475,0.154180,48,17,3609322661143940753
invader-168-on,71,0.246222,-0.010198,0.104356,48,15,8751304937183009280
invader-168-on,72,0.288095,-0.010789,0.172509,48,18,11950103646305476184
invader-168-on,73,0.318209,-0.038355,0.152982,48,15,15718408887585860961
invader-168-on,74,0.254930,0.051399,0.020130,48,14,7943791927126490397
invader-168-on,75,0.302298,-0.086401,0.230760,48,17,9038824673987881653
invader-168-on,76,0.234450,0.055392,0.027875,48,14,2517037970319486030
invader-168-on,77,0.273510,-0.009232,0.112687,48,15,5234224431698485497
invader-168-on,78,0.288981,-0.011621,0.060301,48,14,5504273674001922937
invader-168-on,79,0.390492,-0.125261,0.191510,48,18,13170153596705818415
invader-168-on,80,0.270199,-0.091504,0.051982,48,16,15870348926154703556
invader-168-on,81,0.318053,-0.064398,0.133298,48,17,13113257600950081825
invader-168-on,82,0.357626,-0.035514,0.206816,48,19,17138383995094742177
invader-168-on,83,0.263801,-0.020316,0.110325,48,17,6172541977507057686
invader-168-on,84,0.292216,0.025939,0.106921,48,14,5745184102362248901
invader-168-on,85,0.267787,-0.077664,0.095428,48,14,1636737016092360013
invader-168-on,86,0.279773,-0.063981,0.218638,48,17,11896862659924747284
invader-168-on,87,0.234730,-0.070071,-0.029639,48,16,12562896123586865796
invader-168-on,88,0.246187,-0.006525,0.154007,48,16,4405300926020644249
invader-168-on,89,0.321639,-0.039850,0.126056,48,15,3958045935699389558
invader-168-on,90,0.241189,-0.042265,0.053934,48,14,13613711419493516255
invader-168-on,91,0.291029,-0.035568,0.109968,48,17,5909163512979339089
invader-168-on,92,0.317415,-0.024078,0.148172,48,16,14571178146745448547
invader-168-on,93,0.287094,-0.056641,0.154885,48,16,10424922590189500175
invader-168-on,94,0.233547,-0.056938,0.057733,48,15,16720628194391889830
invader-168-on,95,0.329500,0.051591,0.220464,48,18,6287412938957708693
invader-168-on,96,0.257415,-0.060270,0.143069,48,15,4933761786535446480
invader-168-on,97,0.295509,-0.082663,0.082327,48,14,16308255975269696353
invader-168-on,98,0.248355,-0.101415,0.081073,48,17,7872979568906323420
invader-168-on,99,0.259689,0.057960,0.035068,48,16,4489517426167157623
invader-168-on,100,0.271325,-0.056887,0.058819,48,14,17202824866067915358
invader-168-on,101,0.274658,-0.020474,0.146315,48,16,4879229578199275409
invader-168-on,102,0.234824,-0.097595,0.049928,48,16,5536024496255387580
invader-168-on,103,0.301543,0.011685,0.222837,48,17,5608034640781981733
invader-168-on,104,0.295222,-0.062255,0.167302,48,17,1137015972940063543
invader-168-on,105,0.255317,-0.012189,0.104471,48,15,8347753449869518663
invader-168-on,106,0.274852,-0.012783,0.046515,48,13,17182377895070014475
invader-168-on,107,0.259175,-0.006239,0.049000,48,14,5761617238158312807
invader-168-on,108,0.222083,-0.021828,0.037707,48,14,10556876531377243882
invader-168-on,109,0.288397,-0.067578,0.090361,48,14,4142241604819672557
invader-168-on,110,0.334975,-0.055386,0.151466,48,17,10044371159870499782
invader-168-on,111,0.307895,-0.038898,0.189408,48,18,10428127049855115994
invader-168-on,112,0.274619,0.078442,0.088203,48,17,7135203710673351836
invader-168-on,113,0.215524,-0.015428,0.035473,48,13,14990015150608580435
invader-168-on,114,0.287834,0.040868,0.092286,48,15,6325616908382608043
invader-168-on,115,0.246855,-0.088662,0.114941,48,16,17948110487250113529
invader-168-on,116,0.238418,0.053460,0.062518,48,18,12635889809201585967
invader-168-on,117,0.246048,0.044858,0.163731,48,16,17370333646818486025
invader-168-on,118,0.325546,-0.092470,0.219756,48,19,9494824405404182126
invader-168-on,119,0.243357,-0.004699,0.046684,48,15,16785630164830951282
invader-168-on,120,0.290583,-0.075484,0.137207,48,17,14649125076262790289
invader-168-on,121,0.298211,0.119999,0.128061,48,17,7955569624469483769
invader-168-on,122,0.249442,-0.043467,0.141078,48,15,5021985235354696661
invader-168-on,123,0.210257,0.014407,0.061511,48,16,842837953837064573
invader-168-on,124,0.283250,-0.054900,0.131349,48,19,14009720978732439327
invader-168-on,125,0.227107,0.048850,0.126117,48,14,16462957830719874269
invader-168-on,126,0.335553,-0.019671,0.181996,48,17,9321643978791195458
invader-168-on,127,0.268106,-0.031202,0.129945,48,15,12437191358487911895
invader-168-on,128,0.256395,-0.029703,0.110142,48,16,146303223427663876
invader-168-on,129,0.256716,0.090730,0.050613,48,15,428639497568277616
invader-168-on,130,0.291737,-0.028057,0.079206,48,16,7107088053651433711
invader-168-on,131,0.229883,0.006434,0.105396,48,14,699371278214057747
invader-168-on,132,0.274303,0.045613,0.092775,48,15,9447646330711880277
invader-168-on,133,0.198131,-0.028827,-0.014267,48,13,7308348859710015004
invader-168-on,134,0.233595,-0.050399,0.110485,48,15,17077940537354839941
invader-168-on,135,0.242962,0.013519,0.110404,48,15,11224652102766856045
invader-168-on,136,0.226832,-0.057252,0.089385,48,15,1309468005575691016
invader-168-on,137,0.229277,-0.112967,0.104385,48,15,12427750946716466766
invader-168-on,138,0.266907,-0.071656,0.143773,48,15,18133325407035557259
invader-168-on,139,0.281029,0.052199,0.126833,48,19,16646034341258873258
invader-168-on,140,0.247180,0.105499,0.074081,48,16,6813914786455651259
invader-168-on,141,0.312972,-0.050587,0.066091,48,18,14083339455477537740
invader-168-on,142,0.288892,0.021437,0.168388,48,16,5415312374285956207
invader-168-on,143,0.333318,-0.002842,0.194215,48,21,4733315488593969056
invader-168-on,144,0.234094,0.015991,0.133741,48,16,3810024003793110504
invader-168-on,145,0.276459,-0.017707,0.069107,48,15,3082072044517581668
invader-168-on,146,0.264195,0.033943,0.029977,48,16,14876673983795361078
invader-168-on,147,0.240680,-0.013306,0.076263,48,15,8663159061184138461
invader-168-on,148,0.292802,0.008817,0.096886,48,15,3312066365343243344
invader-168-on,149,0.275544,-0.084060,0.050248,48,14,9713586556272209081
invader-168-on,150,0.264101,-0.046792,0.133676,48,15,16616858838537909767
invader-168-on,151,0.302482,0.093628,0.099029,48,17,11393981532874152918
invader-168-on,152,0.269418,-0.055867,0.203901,48,16,12487104897813303361
invader-168-on,153,0.282112,-0.057589,0.173233,48,16,12284204315141788822
invader-168-on,154,0.242084,-0.062555,0.042115,48,13,8266582360188559356
invader-168-on,155,0.246984,0.046689,0.106001,48,18,15866702539151980062
invader-168-on,156,0.276045,-0.108673,0.172726,48,17,7517144765961317395
invader-168-on,157,0.227772,-0.034281,0.024862,48,15,15200680481360176512
invader-168-on,158,0.298216,-0.093231,0.140808,48,17,10088227217496345232
invader-168-on,159,0.241139,0.041702,0.027486,48,13,18435188421535725466
invader-168-on,160,0.286655,-0.147659,0.109801,48,16,12524944181870947315
invader-168-on,161,0.253056,0.124633,0.058412,48,17,1035956384677507565

