arm,seed,hash,occupancy,realized_grazing_pressure,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
contest-on,146,385467186968194874,0.16671628,0.0019451973,0,true,false,95,107,58,214,15,0.50000006,0.6482624,0.14826232,0.5,0.52577376,0.025773764,0.5,0.5641993,0.06419933,0.5,0.33439332,-0.16560668,0.49999997,0.52013826,0.020138294,0.5,0.554645,0.054645002,0.50000006,0.5225554,0.022555351,0.5,0.4984884,-0.0015116036,0.5,0.5154805,0.015480518,0.5,0.3866962,-0.11330381,0.49999997,0.42233077,-0.0776692
mortality-off,146,16220908970244618841,0.4485119,0.0018844274,48,false,false,160,124,161,160,12,0.50000006,0.66386324,0.16386318,0.5,0.49307573,-0.0069242716,0.5,0.451113,-0.048887014,0.5,0.39797685,-0.102023154,0.49999997,0.48716465,-0.012835324,0.5,0.5423946,0.04239458,0.50000006,0.5918112,0.09181112,0.5,0.4934474,-0.006552607,0.5,0.4352216,-0.06477839,0.5,0.42208686,-0.077913135,0.49999997,0.48297128,-0.01702869
base,147,14425549251589517016,0.40406746,0.0028000989,48,false,false,156,120,123,531,17,0.50000006,0.46501315,-0.034986913,0.5,0.358557,-0.14144301,0.5,0.4038086,-0.096191406,0.5,0.5001398,0.00013977289,0.49999997,0.62505984,0.12505987,0.5,0.68014556,0.18014556,0.50000006,0.4465886,-0.053411454,0.5,0.36596033,-0.13403967,0.5,0.4224097,-0.07759029,0.5,0.5007638,0.0007637739,0.49999997,0.6198271,0.11982712
seedprod-on,147,18087482256141406919,0.38764882,0.0031685838,48,false,false,151,115,118,500,16,0.50000006,0.44778472,-0.052215338,0.5,0.3910581,-0.10894191,0.5,0.389626,-0.110374,0.5,0.46830606,-0.031693935,0.49999997,0.6229896,0.122989625,0.5,0.6985959,0.19859588,0.50000006,0.45390657,-0.046093494,0.5,0.42839286,-0.07160714,0.5,0.41182777,-0.08817223,0.5,0.4596392,-0.04036081,0.49999997,0.6283912,0.12839124
contest-on,147,14476456070747307595,0.39136904,0.0026509634,48,false,false,161,125,121,497,17,0.50000006,0.627912,0.12791193,0.5,0.5408671,0.04086709,0.5,0.2958468,-0.20415321,0.5,0.40704623,-0.09295377,0.49999997,0.5236006,0.023600608,0.5,0.68811095,0.18811095,0.50000006,0.6897056,0.18970555,0.5,0.5031557,0.0031557083,0.5,0.36946082,-0.13053918,0.5,0.41149747,-0.08850253,0.49999997,0.52419174,0.024191767
mortality-off,147,593278952802845505,0.55,0.0019540626,48,false,false,156,120,163,193,11,0.50000006,0.5320884,0.03208834,0.5,0.34246257,-0.15753743,0.5,0.39304155,-0.10695845,0.5,0.4982691,-0.0017308891,0.49999997,0.549062,0.049062043,0.5,0.64726746,0.14726746,0.50000006,0.5353231,0.035323024,0.5,0.3716693,-0.12833071,0.5,0.41453257,-0.08546743,0.5,0.48718688,-0.012813121,0.49999997,0.6030743,0.10307434
base,148,5178125279816236230,0.41979167,0.0018937899,48,false,false,151,115,126,553,19,0.50000006,0.53003716,0.030037105,0.5,0.3744139,-0.12558609,0.5,0.4846175,-0.0153824985,0.5,0.5079254,0.007925391,0.49999997,0.578613,0.07861301,0.5,0.68285376,0.18285376,0.50000006,0.55682176,0.056821704,0.5,0.32835588,-0.17164412,0.5,0.37673557,-0.12326443,0.5,0.5361278,0.036127806,0.49999997,0.5881,0.088100046
seedprod-on,148,8757052705383703266,0.4377976,0.0020298387,48,false,false,142,106,118,570,19,0.50000006,0.5771203,0.077120245,0.5,0.42023,-0.07977,0.5,0.40666014,-0.09333986,0.5,0.4991157,-0.0008842945,0.49999997,0.52584463,0.025844663,0.5,0.68548304,0.18548304,0.50000006,0.5808905,0.08089042,0.5,0.38101336,-0.11898664,0.5,0.34364387,-0.15635613,0.5,0.45563072,-0.04436928,0.49999997,0.55643255,0.056432575
contest-on,148,8460224175798564145,0.29945436,0.0028792166,48,false,false,153,117,124,372,15,0.50000006,0.36322746,-0.1367726,0.5,0.36955574,-0.13044426,0.5,0.48462582,-0.015374184,0.5,0.5104732,0.010473192,0.49999997,0.5901326,0.090132624,0.5,0.7125574,0.21255738,0.50000006,0.47821486,-0.0217852,0.5,0.34757513,-0.15242487,0.5,0.42903897,-0.07096103,0.5,0.47027388,-0.029726118,0.49999997,0.62829345,0.12829348
mortality-off,148,16200993579446357926,0.6185516,0.001287203,48,false,false,140,104,168,178,13,0.50000006,0.55626005,0.05625999,0.5,0.43778768,-0.06221232,0.5,0.50572103,0.0057210326,0.5,0.496922,-0.0030780137,0.49999997,0.4943019,-0.005698085,0.5,0.58957773,0.089577734,0.50000006,0.55774033,0.05774027,0.5,0.42038718,-0.07961282,0.5,0.46857625,-0.031423748,0.5,0.49840036,-0.0015996397,0.49999997,0.48233515,-0.01766482
base,149,17280937484746593534,0.37777779,0.002182057,47,false,false,154,119,122,489,17,0.50000006,0.5583366,0.058336556,0.5,0.49143678,-0.0085632205,0.5,0.4028699,-0.09713009,0.5,0.48621166,-0.0137883425,0.49999997,0.5037579,0.0037579238,0.5,0.68678886,0.18678886,0.50000006,0.5539146,0.053914547,0.5,0.42946506,-0.070534945,0.5,0.36130878,-0.13869122,0.5,0.4585957,-0.041404307,0.49999997,0.49969935,-0.00030061603
seedprod-on,149,834009279768932802,0.30411705,0.002759357,48,false,false,165,129,118,382,16,0.50000006,0.23690154,-0.26309854,0.5,0.49180526,-0.008194745,0.5,0.30587402,-0.19412598,0.5,0.46686482,-0.033135176,0.49999997,0.6198548,0.11985484,0.5,0.71963775,0.21963775,0.50000006,0.26482427,-0.23517579,0.5,0.32351202,-0.17648798,0.5,0.5154095,0.015409529,0.5,0.41944858,-0.080551416,0.49999997,0.5661399,0.06613991
contest-on,149,18162542541014563961,0.23204365,0.00027425127,0,true,false,29,41,94,298,18,0.50000006,0.59486216,0.0948621,0.5,0.71789813,0.21789813,0.5,0.33980444,-0.16019556,0.5,0.4090789,-0.090921104,0.49999997,0.38982978,-0.110170186,0.5,0.6315128,0.13151282,0.50000006,0.57175076,0.0717507,0.5,0.67255723,0.17255723,0.5,0.31094623,-0.18905377,0.5,0.29945356,-0.20054644,0.49999997,0.46097562,-0.039024353
mortality-off,149,9162521383440255599,0.59161705,0.0011415809,48,false,false,154,118,168,171,12,0.50000006,0.5544774,0.054477334,0.5,0.5170138,0.017013788,0.5,0.42249525,-0.077504754,0.5,0.44840798,-0.051592022,0.49999997,0.48745903,-0.0125409365,0.5,0.5786879,0.078687906,0.50000006,0.5295471,0.029547036,0.5,0.453361,-0.046638995,0.5,0.46392626,-0.036073744,0.5,0.41356426,-0.086435735,0.49999997,0.469757,-0.03024298
base,150,6691954524227140658,0.2969742,0.0040527927,48,false,false,164,128,114,372,18,0.50000006,0.5363986,0.03639853,0.5,0.6227827,0.12278271,0.5,0.4463638,-0.053636193,0.5,0.368235,-0.13176501,0.49999997,0.30006304,-0.19993693,0.5,0.62664217,0.12664217,0.50000006,0.61429304,0.11429298,0.5,0.7413412,0.24134117,0.5,0.55608916,0.056089163,0.5,0.3870067,-0.1129933,0.49999997,0.3995519,-0.10044807
seedprod-on,150,4397039565476987042,0.27862102,0.004154933,48,false,false,165,129,93,349,20,0.50000006,0.5781739,0.078173816,0.5,0.6552507,0.15525073,0.5,0.42838585,-0.071614146,0.5,0.40015867,-0.09984133,0.49999997,0.31104112,-0.18895885,0.5,0.6495471,0.1495471,0.50000006,0.67352355,0.17352349,0.5,0.78970104,0.28970104,0.5,0.48349467,-0.01650533,0.5,0.3777106,-0.12228939,0.49999997,0.3921686,-0.10783136
contest-on,150,13553716924590210454,0.3874504,0.003090367,47,false,false,156,121,113,481,19,0.50000006,0.6120651,0.11206502,0.5,0.52948594,0.029485941,0.5,0.34408203,-0.15591797,0.5,0.36736393,-0.13263607,0.49999997,0.44630873,-0.05369124,0.5,0.6541483,0.15414828,0.50000006,0.6936675,0.19366741,0.5,0.5512905,0.051290512,0.5,0.3474635,-0.15253651,0.5,0.43782216,-0.062177837,0.49999997,0.4698025,-0.030197471
mortality-off,150,1357210726073071952,0.5112599,0.0018005538,48,false,false,155,119,167,177,12,0.50000006,0.54842055,0.04842049,0.5,0.5201763,0.020176291,0.5,0.515648,0.015648007,0.5,0.4057757,-0.094224304,0.49999997,0.45203802,-0.04796195,0.5,0.5470155,0.04701549,0.50000006,0.5747835,0.074783444,0.5,0.49461415,-0.005385846,0.5,0.5185986,0.018598616,0.5,0.45683214,-0.04316786,0.49999997,0.42749608,-0.072503895
base,151,10940460643157169530,0.35163692,0.0026028426,48,false,false,183,147,131,494,17,0.50000006,0.5757827,0.07578266,0.5,0.44434386,-0.055656135,0.5,0.3777744,-0.12222561,0.5,0.513048,0.013047993,0.49999997,0.5229419,0.022941917,0.5,0.65442264,0.15442264,0.50000006,0.5139841,0.0139840245,0.5,0.35295495,-0.14704505,0.5,0.43112412,-0.06887588,0.5,0.38915852,-0.11084148,0.49999997,0.53135544,0.03135547
seedprod-on,151,7638640216316178730,0.331002,0.0032085776,48,false,false,187,151,120,448,20,0.50000006,0.6680215,0.16802144,0.5,0.48644152,-0.013558477,0.5,0.43461367,-0.065386325,0.5,0.3475313,-0.15246871,0.49999997,0.49167407,-0.008325905,0.5,0.6449843,0.1449843,0.50000006,0.5322941,0.032294035,0.5,0.44829005,-0.05170995,0.5,0.47196048,-0.028039515,0.5,0.38581917,-0.11418083,0.49999997,0.51333153,0.013331562
contest-on,151,17681039759536089305,0.32430556,0.0031200491,47,false,false,182,147,112,424,15,0.50000006,0.6888509,0.18885082,0.5,0.45784375,-0.04215625,0.5,0.37339577,-0.12660423,0.5,0.44388995,-0.056110054,0.49999997,0.5314047,0.031404704,0.5,0.6525243,0.15252429,0.50000006,0.5895403,0.08954024,0.5,0.48703805,-0.012961954,0.5,0.3970507,-0.10294929,0.5,0.35830992,-0.14169008,0.49999997,0.4922252,-0.0077747703
mortality-off,151,1084160222238045527,0.54925597,0.001566691,48,false,false,177,141,168,172,15,0.50000006,0.57530826,0.0753082,0.5,0.4381454,-0.0618546,0.5,0.45031112,-0.049688876,0.5,0.43894663,-0.061053365,0.49999997,0.51442534,0.014425367,0.5,0.594526,0.09452599,0.50000006,0.54267585,0.042675793,0.5,0.45101687,-0.048983127,0.5,0.47436002,-0.025639981,0.5,0.39968523,-0.100314766,0.49999997,0.47634134,-0.023658633
base,152,1080600842629497350,0.331002,0.0025877038,48,false,false,162,126,107,455,20,0.50000006,0.6518843,0.15188426,0.5,0.34768853,-0.15231147,0.5,0.36893168,-0.13106832,0.5,0.4460271,-0.0539729,0.49999997,0.5672721,0.06727216,0.5,0.62599194,0.12599194,0.50000006,0.68992114,0.18992108,0.5,0.36410037,-0.13589963,0.5,0.3941361,-0.1058639,0.5,0.39477125,-0.10522875,0.49999997,0.5842484,0.08424845
seedprod-on,152,1152240005897709088,0.23546627,0.0040663993,48,false,false,178,142,98,305,15,0.50000006,0.6064732,0.10647315,0.5,0.38783213,-0.112167865,0.5,0.4082236,-0.0917764,0.5,0.43495598,-0.065044016,0.49999997,0.5640569,0.0640569,0.5,0.59337705,0.093377054,0.50000006,0.687218,0.18721795,0.5,0.3811317,-0.11886829,0.5,0.39113015,-0.10886985,0.5,0.43690652,-0.06309348,0.49999997,0.5773461,0.07734612
contest-on,152,5911235652238849437,0.44156745,0.002225775,48,false,false,164,128,109,564,17,0.50000006,0.64740956,0.1474095,0.5,0.28720978,-0.21279022,0.5,0.3710255,-0.1289745,0.5,0.42837462,-0.07162538,0.49999997,0.5448361,0.044836134,0.5,0.69186306,0.19186306,0.50000006,0.6869488,0.18694872,0.5,0.3885728,-0.11142719,0.5,0.39416468,-0.10583532,0.5,0.45533264,-0.044667363,0.49999997,0.61470795,0.11470798
mortality-off,152,5570469109566193089,0.5543651,0.0014654307,48,false,false,153,117,168,171,16,0.50000006,0.6346976,0.13469756,0.5,0.41472408,-0.08527592,0.5,0.45421,-0.045789987,0.5,0.44604188,-0.053958118,0.49999997,0.5535864,0.053586453,0.5,0.5951567,0.09515673,0.50000006,0.6876659,0.18766582,0.5,0.41949055,-0.080509454,0.5,0.43360686,-0.06639314,0.5,0.4306577,-0.069342285,0.49999997,0.5094496,0.009449631
base,153,2669138819645831908,0.37103176,0.0025702594,48,false,false,135,99,121,468,15,0.50000006,0.44714683,-0.052853227,0.5,0.487823,-0.0121769905,0.5,0.48402488,-0.015975118,0.5,0.48637015,-0.013629854,0.49999997,0.4617179,-0.038282067,0.5,0.6780232,0.17802322,0.50000006,0.48270476,-0.017295301,0.5,0.49728724,-0.0027127564,0.5,0.48780063,-0.012199372,0.5,0.43778455,-0.062215447,0.49999997,0.48531294,-0.0146870315
seedprod-on,153,2306892786219518464,0.34573412,0.002653826,47,false,false,135,100,131,443,20,0.50000006,0.38871557,-0.111284494,0.5,0.4856134,-0.014386594,0.5,0.43564287,-0.06435713,0.5,0.56956017,0.06956017,0.49999997,0.5266001,0.026600152,0.5,0.68770707,0.18770707,0.50000006,0.4249305,-0.07506955,0.5,0.46806684,-0.03193316,0.5,0.3570776,-0.1429224,0.5,0.47626585,-0.023734152,0.49999997,0.54373324,0.04373327
contest-on,153,7769878099837033802,0.20352183,0.0047295517,48,false,false,140,104,80,267,18,0.50000006,0.6620246,0.16202456,0.5,0.54916775,0.049167752,0.5,0.5105751,0.010575116,0.5,0.32606727,-0.17393273,0.49999997,0.42976704,-0.07023293,0.5,0.5874435,0.08744347,0.50000006,0.66133404,0.16133398,0.5,0.59331536,0.09331536,0.5,0.4899563,-0.0100437105,0.5,0.30610448,-0.19389552,0.49999997,0.42697772,-0.07302225
mortality-off,153,3281056616255390828,0.53139883,0.0016139888,48,false,false,134,98,163,179,14,0.50000006,0.5233926,0.023392558,0.5,0.448661,-0.051339,0.5,0.5082233,0.008223295,0.5,0.4616715,-0.0383285,0.49999997,0.50406224,0.004062265,0.5,0.5770001,0.07700008,0.50000006,0.53558916,0.0355891,0.5,0.4773668,-0.022633195,0.5,0.49279785,-0.0072021484,0.5,0.45720112,-0.042798877,0.49999997,0.4999647,-3.5256147E-05
base,154,16297360566976776206,0.32316467,0.0024751776,48,false,false,142,106,110,381,17,0.50000006,0.32069945,-0.1793006,0.5,0.48103043,-0.018969566,0.5,0.41641068,-0.083589315,0.5,0.55682474,0.056824744,0.49999997,0.53258836,0.032588392,0.5,0.6328197,0.13281971,0.50000006,0.34301934,-0.15698072,0.5,0.47508383,-0.024916172,0.5,0.4662645,-0.033735514,0.5,0.43249854,-0.067501456,0.49999997,0.60235935,0.102359384
seedprod-on,154,590770670678223277,0.26845238,0.0029694384,48,false,false,144,108,107,349,16,0.50000006,0.45452377,-0.045476288,0.5,0.39970616,-0.100293845,0.5,0.45152742,-0.048472583,0.5,0.4684236,-0.031576395,0.49999997,0.57029825,0.070298284,0.5,0.61251575,0.11251575,0.50000006,0.47310635,-0.026893705,0.5,0.39024314,-0.10975686,0.5,0.4618328,-0.03816721,0.5,0.47669852,-0.023301482,0.49999997,0.5066511,0.0066511333
contest-on,154,7159808155150932358,0.34037697,0.0024935934,48,false,false,143,107,114,410,17,0.50000006,0.3732982,-0.12670186,0.5,0.4118749,-0.08812511,0.5,0.41370305,-0.086296946,0.5,0.5825277,0.0825277,0.49999997,0.61549145,0.11549148,0.5,0.7034635,0.2034635,0.50000006,0.37429678,-0.12570328,0.5,0.36993718,-0.13006282,0.5,0.42062432,-0.079375684,0.5,0.45548844,-0.044511557,0.49999997,0.5770235,0.077023536
mortality-off,154,18166623787540466095,0.4655754,0.0014961187,48,false,false,149,113,161,165,11,0.50000006,0.5124712,0.012471139,0.5,0.5127897,0.012789726,0.5,0.46676213,-0.033237875,0.5,0.46232438,-0.03767562,0.49999997,0.50927585,0.009275883,0.5,0.53932476,0.03932476,0.50000006,0.522937,0.02293694,0.5,0.503081,0.0030810237,0.5,0.4600451,-0.0399549,0.5,0.4209402,-0.07905981,0.49999997,0.4994911,-0.00050887465
base,155,1553959734678027354,0.2842758,0.0027922117,48,false,false,144,108,109,388,18,0.50000006,0.5818415,0.08184147,0.5,0.32559732,-0.17440268,0.5,0.4259911,-0.07400891,0.5,0.3875768,-0.11242321,0.49999997,0.46299368,-0.03700629,0.5,0.6303598,0.13035983,0.50000006,0.62528837,0.12528831,0.5,0.43960828,-0.060391724,0.5,0.500118,0.0001180172,0.5,0.38787332,-0.11212668,0.49999997,0.4314194,-0.06858057
seedprod-on,155,16779762839503635942,0.22475198,0.004351007,48,false,false,141,105,71,287,22,0.50000006,0.5927193,0.09271926,0.5,0.3404773,-0.15952271,0.5,0.43315443,-0.066845566,0.5,0.45475018,-0.04524982,0.49999997,0.5978898,0.09788981,0.5,0.5948464,0.09484643,0.50000006,0.69695777,0.1969577,0.5,0.4833152,-0.0166848,0.5,0.3652242,-0.13477579,0.5,0.35853037,-0.14146963,0.49999997,0.521038,0.021038026
contest-on,155,17313083714709134601,0.34131944,0.0025114084,48,false,false,141,105,102,456,17,0.50000006,0.664539,0.16453892,0.5,0.40126756,-0.09873244,0.5,0.39708024,-0.10291976,0.5,0.4256884,-0.074311614,0.49999997,0.5785748,0.07857481,0.5,0.68575907,0.18575907,0.50000006,0.65810126,0.1581012,0.5,0.35035312,-0.14964688,0.5,0.3633951,-0.1366049,0.5,0.4819355,-0.018064499,0.49999997,0.50759244,0.0075924695
mortality-off,155,87053440354669891,0.54588294,0.0013727834,48,false,false,139,103,164,169,13,0.50000006,0.6110908,0.11109072,0.5,0.40707713,-0.09292287,0.5,0.48220322,-0.017796785,0.5,0.43723175,-0.06276825,0.49999997,0.56005573,0.060055763,0.5,0.6031505,0.10315049,0.50000006,0.61287355,0.112873495,0.5,0.4086993,-0.091300696,0.5,0.4310283,-0.06897169,0.5,0.43470007,-0.06529993,0.49999997,0.515165,0.015165001
base,156,18097975372273357116,0.3328869,0.0028011643,47,false,false,141,106,136,473,21,0.50000006,0.6471573,0.14715725,0.5,0.43104872,-0.06895128,0.5,0.39839125,-0.10160875,0.5,0.46126503,-0.038734972,0.49999997,0.54869604,0.04869607,0.5,0.7728195,0.27281952,0.50000006,0.6509783,0.15097827,0.5,0.36331668,-0.13668332,0.5,0.46125853,-0.03874147,0.5,0.35401073,-0.14598927,0.49999997,0.5358713,0.035871357
seedprod-on,156,14823621230046842968,0.31428573,0.0026925092,48,false,false,140,104,113,420,19,0.50000006,0.60461843,0.10461837,0.5,0.43491703,-0.06508297,0.5,0.3751247,-0.12487531,0.5,0.48491925,-0.01508075,0.49999997,0.5434236,0.043423623,0.5,0.73273057,0.23273057,0.50000006,0.63952625,0.13952619,0.5,0.3581625,-0.14183751,0.5,0.40335932,-0.096640676,0.5,0.31942475,-0.18057525,0.49999997,0.5485435,0.048543543
contest-on,156,7143840786004720397,0.42162699,0.0024270802,48,false,false,141,105,145,522,19,0.50000006,0.40858963,-0.09141043,0.5,0.3665184,-0.13348159,0.5,0.5178952,0.017895222,0.5,0.5396498,0.039649785,0.49999997,0.6231746,0.12317464,0.5,0.81709844,0.31709844,0.50000006,0.29333472,-0.20666534,0.5,0.37457106,-0.12542894,0.5,0.4393159,-0.060684115,0.5,0.4978915,-0.0021085143,0.49999997,0.6354948,0.13549486
mortality-off,156,13267277883910574939,0.5026786,0.0015529466,48,false,false,140,104,160,176,13,0.50000006,0.596479,0.09647894,0.5,0.48211175,-0.017888248,0.5,0.4755381,-0.024461895,0.5,0.4420876,-0.05791241,0.49999997,0.4894759,-0.010524064,0.5,0.5957333,0.095733285,0.50000006,0.62165946,0.1216594,0.5,0.45201135,-0.047988653,0.5,0.4221406,-0.0778594,0.5,0.4160131,-0.08398691,0.49999997,0.50011635,0.00011637807
base,157,13457000959209797383,0.3392857,0.0026648575,48,false,false,172,136,114,478,20,0.50000006,0.65907633,0.15907627,0.5,0.35797775,-0.14202225,0.5,0.35653132,-0.14346868,0.5,0.41899243,-0.08100757,0.49999997,0.5165423,0.016542345,0.5,0.73818314,0.23818314,0.50000006,0.76169914,0.26169908,0.5,0.3306661,-0.1693339,0.5,0.2582582,-0.2417418,0.5,0.46500152,-0.034998477,0.49999997,0.58355147,0.083551496
seedprod-on,157,4466207185864216127,0.26299602,0.003346986,48,false,false,172,136,93,356,18,0.50000006,0.66985065,0.16985059,0.5,0.39712673,-0.102873266,0.5,0.32297462,-0.17702538,0.5,0.49602076,-0.003979236,0.49999997,0.5258348,0.025834829,0.5,0.6479948,0.14799482,0.50000006,0.72946924,0.22946918,0.5,0.35873294,-0.14126706,0.5,0.26713243,-0.23286757,0.5,0.4520519,-0.047948092,0.49999997,0.56158936,0.06158939
contest-on,157,15969070518336620140,0.24429564,0.003831985,48,false,false,176,140,82,332,17,0.50000006,0.7112868,0.21128672,0.5,0.29599637,-0.20400363,0.5,0.34202424,-0.15797576,0.5,0.43819103,-0.061808974,0.49999997,0.45033577,-0.0496642,0.5,0.6602549,0.1602549,0.50000006,0.69916713,0.19916707,0.5,0.4467579,-0.053242087,0.5,0.2815171,-0.21848291,0.5,0.42523426,-0.07476574,0.49999997,0.57742214,0.07742217
mortality-off,157,2918562319853688210,0.47420636,0.0015698684,48,false,false,173,137,162,165,18,0.50000006,0.57787305,0.07787299,0.5,0.4604247,-0.03957531,0.5,0.44840702,-0.051592976,0.5,0.41935286,-0.08064714,0.49999997,0.46352637,-0.036473602,0.5,0.5679975,0.067997515,0.50000006,0.6555916,0.15559155,0.5,0.43784258,-0.062157422,0.5,0.43877468,-0.061225325,0.5,0.4145155,-0.085484505,0.49999997,0.5012001,0.0012001097
base,158,11292357951726988641,0.393502,0.0019989496,48,false,false,153,117,112,511,20,0.50000006,0.61839443,0.118394375,0.5,0.5305257,0.030525684,0.5,0.4044173,-0.095582694,0.5,0.3814279,-0.118572086,0.49999997,0.48256522,-0.017434746,0.5,0.6544018,0.15440178,0.50000006,0.6078867,0.10788661,0.5,0.45653838,-0.04346162,0.5,0.42500558,-0.074994415,0.5,0.35950878,-0.14049122,0.49999997,0.46702453,-0.032975435
seedprod-on,158,16612246131259617257,0.27088293,0.0028921424,48,false,false,141,105,93,375,19,0.50000006,0.65656316,0.1565631,0.5,0.4705138,-0.02948621,0.5,0.37237737,-0.12762263,0.5,0.4726566,-0.027343392,0.49999997,0.5268686,0.026868612,0.5,0.6500128,0.15001279,0.50000006,0.68191534,0.18191528,0.5,0.39178523,-0.108214766,0.5,0.33702886,-0.16297114,0.5,0.42435655,-0.07564345,0.49999997,0.49788535,-0.0021146238
contest-on,158,9561508474587869272,0.018551588,0.013841093,0,true,true,48,60,0,14,0,0.50000006,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.49999997,0,0,0.5,0,0,0.50000006,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.49999997,0,0
mortality-off,158,4403638413709331296,0.596379,0.0012446931,48,false,false,143,107,168,167,11,0.50000006,0.6329233,0.13292325,0.5,0.5473681,0.04736811,0.5,0.43593144,-0.064068556,0.5,0.38190547,-0.11809453,0.49999997,0.47724888,-0.022751093,0.5,0.5945792,0.09457922,0.50000006,0.57165295,0.07165289,0.5,0.5035738,0.0035737753,0.5,0.47378573,-0.026214272,0.5,0.37963578,-0.12036422,0.49999997,0.48001418,-0.019985795
base,159,8297583270481091838,0.3574901,0.0021070342,48,false,false,147,111,106,485,22,0.50000006,0.7227072,0.22270715,0.5,0.38375542,-0.116244584,0.5,0.41930774,-0.08069226,0.5,0.4862399,-0.01376009,0.49999997,0.51639277,0.016392797,0.5,0.64631134,0.14631134,0.50000006,0.6816305,0.18163043,0.5,0.3752379,-0.12476209,0.5,0.38385624,-0.11614376,0.5,0.5313434,0.0313434,0.49999997,0.58528745,0.08528748
seedprod-on,159,113898685830381195,0.31195438,0.00048323057,0,true,false,40,52,95,417,19,0.50000006,0.71968174,0.21968168,0.5,0.5477131,0.0477131,0.5,0.3144176,-0.1855824,0.5,0.43545592,-0.06454408,0.49999997,0.4383654,-0.06163457,0.5,0.64394337,0.14394337,0.50000006,0.62519693,0.12519687,0.5,0.5143429,0.014342904,0.5,0.4041634,-0.09583661,0.5,0.48948,-0.010520011,0.49999997,0.4256958,-0.07430416
contest-on,159,14081075969923293592,0.31433532,0.002527912,48,false,false,134,98,115,440,16,0.50000006,0.738733,0.23873293,0.5,0.29215083,-0.20784917,0.5,0.45773435,-0.042265654,0.5,0.5407775,0.040777504,0.49999997,0.55917966,0.059179693,0.5,0.72714466,0.22714466,0.50000006,0.73367214,0.23367208,0.5,0.3382973,-0.16170269,0.5,0.39435163,-0.10564837,0.5,0.47061238,-0.029387623,0.49999997,0.41679874,-0.08320123
