terrain,arm,seed,hash,occupancy,population,extinct,frozen,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seedinvestment_founder,seedinvestment_final,seedinvestment_delta,waterefficiency_founder,waterefficiency_final,waterefficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisturetolerance_founder,moisturetolerance_final,moisturetolerance_delta,temperaturetolerance_founder,temperaturetolerance_final,temperaturetolerance_delta,nutrientuptake_founder,nutrientuptake_final,nutrientuptake_delta,seedlingresilience_founder,seedlingresilience_final,seedlingresilience_delta,seedproductionrate_founder,seedproductionrate_final,seedproductionrate_delta
terrain,contest-on,85,17835001398994063585,0.95833,23,0,0,200,14,0.4,0.46222,0.06222,0.44,0.57485,0.13485,0.48,0.56394,0.08394,0.52,0.50292,-0.01708,0.56,0.61988,0.05988,0.6,0.74801,0.14801,0.56667,0.31647,-0.25019,0.53333,0.48267,-0.05066,0.5,0.48969,-0.01031,0.46667,0.45395,-0.01272,0.43333,0.38135,-0.05198
terrain,contest-on,86,16173103302638764367,0.83333,1,0,0,188,11,0.4,0.35358,-0.04642,0.44,0.45363,0.01363,0.48,0.42542,-0.05458,0.52,0.5583,0.0383,0.56,0.60151,0.04151,0.6,0.64308,0.04308,0.56667,0.62271,0.05605,0.53333,0.69111,0.15777,0.5,0.34558,-0.15442,0.46667,0.3719,-0.09476,0.43333,0.47381,0.04048
terrain,contest-on,87,13029581172519577303,0.875,71,0,0,218,14,0.4,0.49335,0.09335,0.44,0.4434,0.0034,0.48,0.46695,-0.01305,0.52,0.49074,-0.02926,0.56,0.62875,0.06875,0.6,0.62892,0.02892,0.56667,0.64088,0.07422,0.53333,0.65246,0.11913,0.5,0.62988,0.12988,0.46667,0.33918,-0.12748,0.43333,0.39281,-0.04053
terrain,contest-on,88,3546721199382347050,0.91667,23,0,0,196,13,0.4,0.44817,0.04817,0.44,0.6003,0.1603,0.48,0.45559,-0.02441,0.52,0.61896,0.09896,0.56,0.60067,0.04067,0.6,0.64982,0.04982,0.56667,0.4305,-0.13617,0.53333,0.42802,-0.10532,0.5,0.48124,-0.01876,0.46667,0.48267,0.016,0.43333,0.40136,-0.03197
terrain,contest-on,89,11473032052183403876,0.5,156,0,0,185,12,0.4,0.50551,0.10551,0.44,0.42157,-0.01843,0.48,0.50342,0.02342,0.52,0.54927,0.02927,0.56,0.62944,0.06944,0.6,0.63063,0.03063,0.56667,0.72556,0.1589,0.53333,0.25201,-0.28132,0.5,0.27523,-0.22477,0.46667,0.43799,-0.02867,0.43333,0.4001,-0.03324
terrain,contest-on,90,12251515711190881021,0.79167,70,0,0,208,17,0.4,0.52868,0.12868,0.44,0.4589,0.0189,0.48,0.58897,0.10897,0.52,0.52448,0.00448,0.56,0.62401,0.06401,0.6,0.70236,0.10236,0.56667,0.40041,-0.16625,0.53333,0.28088,-0.25246,0.5,0.41135,-0.08865,0.46667,0.47436,0.00769,0.43333,0.34961,-0.08372
terrain,contest-on,91,10637171371909664260,0.83333,57,0,0,230,14,0.4,0.52906,0.12906,0.44,0.45536,0.01536,0.48,0.48735,0.00735,0.52,0.46603,-0.05397,0.56,0.63858,0.07858,0.6,0.76584,0.16584,0.56667,0.43948,-0.12718,0.53333,0.44344,-0.08989,0.5,0.43125,-0.06875,0.46667,0.4917,0.02503,0.43333,0.42488,-0.00845
terrain,contest-on,92,8444575403849705186,0.875,38,0,0,200,14,0.4,0.39799,-0.00201,0.44,0.50892,0.06892,0.48,0.61197,0.13197,0.52,0.47582,-0.04418,0.56,0.52479,-0.03521,0.6,0.66199,0.06199,0.56667,0.60599,0.03932,0.53333,0.5799,0.04656,0.5,0.48467,-0.01533,0.46667,0.56958,0.10292,0.43333,0.33576,-0.09758
terrain,contest-on,93,7428672661541014754,0.91667,35,0,0,203,13,0.4,0.43437,0.03437,0.44,0.45018,0.01018,0.48,0.48229,0.00229,0.52,0.60109,0.08109,0.56,0.6107,0.0507,0.6,0.69653,0.09653,0.56667,0.64724,0.08057,0.53333,0.67767,0.14434,0.5,0.4002,-0.0998,0.46667,0.46123,-0.00544,0.43333,0.484,0.05067
terrain,contest-on,94,1639675286983800297,0.875,57,0,0,199,13,0.4,0.45232,0.05232,0.44,0.46917,0.02917,0.48,0.54547,0.06547,0.52,0.5958,0.0758,0.56,0.56486,0.00486,0.6,0.59709,-0.00291,0.56667,0.75522,0.18855,0.53333,0.26718,-0.26615,0.5,0.42998,-0.07002,0.46667,0.36188,-0.10479,0.43333,0.37606,-0.05727
terrain,contest-on,95,9299247897383328264,0.83333,17,0,0,205,15,0.4,0.41133,0.01133,0.44,0.40147,-0.03853,0.48,0.46296,-0.01704,0.52,0.59702,0.07702,0.56,0.48077,-0.07923,0.6,0.6169,0.0169,0.56667,0.60862,0.04195,0.53333,0.49883,-0.03451,0.5,0.64341,0.14341,0.46667,0.65059,0.18393,0.43333,0.45206,0.01872
terrain,contest-on,96,289261870681866070,1,12,0,0,213,15,0.4,0.52771,0.12771,0.44,0.47351,0.03351,0.48,0.45769,-0.02231,0.52,0.5928,0.0728,0.56,0.57921,0.01921,0.6,0.8005,0.2005,0.56667,0.32624,-0.24043,0.53333,0.44898,-0.08435,0.5,0.56572,0.06572,0.46667,0.43343,-0.03324,0.43333,0.60783,0.1745
terrain,contest-on,97,325973789833429090,0.95833,15,0,0,209,15,0.4,0.3191,-0.0809,0.44,0.3962,-0.0438,0.48,0.44473,-0.03527,0.52,0.42056,-0.09944,0.56,0.5063,-0.0537,0.6,0.63971,0.03971,0.56667,0.58286,0.01619,0.53333,0.45944,-0.07389,0.5,0.5984,0.0984,0.46667,0.58119,0.11452,0.43333,0.22514,-0.20819
terrain,contest-on,98,2902962519575995585,1,65,0,0,214,15,0.4,0.54593,0.14593,0.44,0.49885,0.05885,0.48,0.54471,0.06471,0.52,0.53527,0.01527,0.56,0.58488,0.02488,0.6,0.61807,0.01807,0.56667,0.40685,-0.15982,0.53333,0.408,-0.12534,0.5,0.46971,-0.03029,0.46667,0.43311,-0.03355,0.43333,0.50827,0.07494
terrain,contest-on,99,13529702943119660918,1,23,0,0,206,15,0.4,0.55043,0.15043,0.44,0.53969,0.09969,0.48,0.64176,0.16176,0.52,0.6044,0.0844,0.56,0.65537,0.09537,0.6,0.708,0.108,0.56667,0.45066,-0.11601,0.53333,0.49538,-0.03795,0.5,0.41428,-0.08572,0.46667,0.41086,-0.0558,0.43333,0.45725,0.02391
terrain,contest-on,100,5873438880154592139,1,38,0,0,208,15,0.4,0.42496,0.02496,0.44,0.54737,0.10737,0.48,0.67793,0.19793,0.52,0.56614,0.04614,0.56,0.62589,0.06589,0.6,0.74339,0.14339,0.56667,0.43332,-0.13335,0.53333,0.40813,-0.1252,0.5,0.50496,0.00496,0.46667,0.4702,0.00353,0.43333,0.39227,-0.04106
terrain,contest-on,101,7395137238043724371,0.875,250,0,0,203,15,0.4,0.57731,0.17731,0.44,0.55042,0.11042,0.48,0.64684,0.16684,0.52,0.58026,0.06026,0.56,0.58932,0.02932,0.6,0.70078,0.10078,0.56667,0.56391,-0.00275,0.53333,0.22665,-0.30669,0.5,0.29403,-0.20597,0.46667,0.38422,-0.08245,0.43333,0.42429,-0.00904
