arm,seed,sample,sample_count,tick,population,extinct_at_end,at_cap,peak_population,starvation_deaths,dehydration_deaths,age_deaths,health_deaths,predation_deaths,starvation_deaths_interval,total_deaths_interval,plant_patches,seed_eligible_patches,plant_biomass,plant_growth_cumulative,plant_offtake_cumulative,plant_mortality_cumulative,mean_energy_fraction,behavior_hash
graded-seeding,63,12,27,32000,0,1,0,293,202,2,400,2,0,0,0,22,21,1547.442,36515.6523,16352.8086,19049.1816,,895292790105297660
graded-seeding,63,13,27,34666,0,1,0,293,202,2,400,2,0,0,0,24,21,1611.5624,38370.7813,16352.8086,20840.1719,,14673394149245746117
graded-seeding,63,14,27,37333,0,1,0,293,202,2,400,2,0,0,0,22,19,1442.5802,40196.7031,16352.8086,22835.0742,,11655354349598282204
graded-seeding,63,15,27,40000,0,1,0,293,202,2,400,2,0,0,0,24,18,1421.863,42312.1172,16352.8086,24971.1973,,12477328729149665679
graded-seeding,63,16,27,42666,0,1,0,293,202,2,400,2,0,0,0,22,22,1582.3314,44340.3867,16352.8086,26839.0078,,9201679929376836975
graded-seeding,63,17,27,45333,0,1,0,293,202,2,400,2,0,0,0,24,24,1727.9186,46276.6406,16352.8086,28629.6797,,1936403745537729615
graded-seeding,63,18,27,48000,0,1,0,293,202,2,400,2,0,0,0,23,23,1633.9618,48190.8711,16352.8086,30637.8828,,5269941621972260269
graded-seeding,63,19,27,50666,0,1,0,293,202,2,400,2,0,0,0,21,21,1510.5764,50137.8164,16352.8086,32708.1895,,5300484857764309919
graded-seeding,63,20,27,53333,0,1,0,293,202,2,400,2,0,0,0,23,20,1533.9435,52176.9414,16352.8086,34723.9648,,9818944713713665159
graded-seeding,63,21,27,56000,0,1,0,293,202,2,400,2,0,0,0,22,21,1533.1213,54401.6563,16352.8086,36949.4883,,809783303614492626
graded-seeding,63,22,27,58666,0,1,0,293,202,2,400,2,0,0,0,21,19,1378.9614,56400.8867,16352.8086,39102.8789,,16005491187550158571
graded-seeding,63,23,27,61333,0,1,0,293,202,2,400,2,0,0,0,24,21,1575.3884,58540.2188,16352.8086,41045.7773,,7754595387083357915
graded-seeding,63,24,27,64000,0,1,0,293,202,2,400,2,0,0,0,24,24,1727.5016,60401,16352.8086,42754.4336,,6606451719054078702
graded-seeding,63,25,27,66666,0,1,0,293,202,2,400,2,0,0,0,23,20,1509.5266,62338.1797,16352.8086,44909.6055,,20651383018445782
graded-seeding,63,26,27,69333,0,1,0,293,202,2,400,2,0,0,0,24,22,1628.1493,64252.6953,16352.8086,46705.5078,,4893880359216193330
graded-seeding,63,27,27,72000,0,1,0,293,202,2,400,2,0,0,0,24,23,1664.9697,66157.7656,16352.8086,48573.7109,,5381568467234283649
graded-seeding,64,1,27,2666,35,0,0,500,0,0,4,0,0,0,4,18,17,1214.495,2830.323,467.7629,1580.0654,0.7687,16914304794904611535
graded-seeding,64,2,27,5333,53,0,0,500,0,0,31,0,0,0,27,24,24,1714.8214,6087.9634,1515.2123,3289.9221,0.7505,3223487473720559716
graded-seeding,64,3,27,8000,87,0,0,500,0,0,67,0,0,0,36,22,21,1515.6421,9221.3418,2850.6482,5286.9644,0.7992,11101719498614468792
graded-seeding,64,4,27,10666,267,0,0,500,0,0,115,0,0,0,48,22,18,1410.7483,14344.1533,5587.3877,7777.6587,0.8637,5543709606821090725
graded-seeding,64,5,27,13333,494,0,0,500,23,0,229,0,0,23,137,24,0,44.0364,20915.5273,12284.3398,9018.8848,0.4979,14301203551052975762
graded-seeding,64,6,27,16000,134,0,0,500,263,0,416,3,0,240,430,23,23,1649.1021,27124.6328,16601.8516,9304.9229,0.8293,18233503800485135260
graded-seeding,64,7,27,18666,326,0,0,500,263,0,496,3,0,0,80,23,18,1364.532,32898.9648,20531.2051,11436.5195,0.8147,4316025551143566867
graded-seeding,64,8,27,21333,386,0,0,500,337,0,617,3,0,74,195,24,0,2.3991,39653.5195,27519.8105,12563.5684,0.0562,2061491570326177306
graded-seeding,64,9,27,24000,62,0,0,500,622,0,690,6,0,285,361,22,20,1492.985,43619.6563,29204.2852,13354.8477,0.8153,7591270435303229140
graded-seeding,64,10,27,26666,175,0,0,500,622,0,722,6,0,0,32,22,17,1338.4512,47903.8828,31283.0059,15715.4131,0.8034,16120529498640107653
graded-seeding,64,11,27,29333,497,0,0,500,623,0,787,6,0,1,66,23,6,532.7631,54726.4297,37604.2773,17029.4238,0.7208,11415292310798031014
graded-seeding,64,12,27,32000,157,0,0,500,950,0,915,6,0,327,455,24,17,1214.1498,60104,42005.918,17312.3418,0.7509,14410580871975442980
graded-seeding,64,13,27,34666,288,0,0,500,951,0,1033,7,0,1,120,23,21,1545.3599,65819.1797,45476.7852,19234.9766,0.8648,15869230136635111352
graded-seeding,64,14,27,37333,498,0,0,500,951,0,1117,7,0,0,84,23,19,1346.6243,74359.6953,52217.6914,21218.8906,0.8429,14613470791291956387
graded-seeding,64,15,27,40000,500,0,1,500,951,0,1491,7,0,0,374,24,14,1031.1099,84689.1875,61059.9727,23020.9824,0.794,13721848382959426442
graded-seeding,64,16,27,42666,500,0,1,500,951,0,1672,7,0,0,181,22,18,1266.7439,95936.8125,70830,24248.8594,0.8195,4420214978100733987
graded-seeding,64,17,27,45333,498,0,0,500,951,0,2048,7,0,0,376,24,15,1138.3798,107891.8047,80821.7188,26373.5859,0.8239,5219486674880798090
graded-seeding,64,18,27,48000,499,0,0,500,952,0,2234,7,0,1,187,21,11,858.4645,118397.0313,89751.5234,28347.4102,0.7862,896341332930891522
graded-seeding,64,19,27,50666,500,0,1,500,954,0,2563,7,0,2,331,24,19,1381.3718,130281.6953,99522.7344,30035.8359,0.86,3261583314112409848
graded-seeding,64,20,27,53333,497,0,0,500,954,0,2780,7,0,0,217,23,21,1538.9696,140954.7188,107536.8125,32460.0234,0.8571,13052553938314275883
graded-seeding,64,21,27,56000,500,0,1,500,954,0,3078,7,0,0,298,24,22,1578.6725,152860.5,117028.625,34794.5,0.8201,12291903442467856069
graded-seeding,64,22,27,58666,500,0,1,500,984,0,3320,7,0,30,272,23,17,1307.4464,166288.8594,128441.3906,37317.25,0.6956,3553360545812912953
graded-seeding,64,23,27,61333,500,0,1,500,1019,0,3551,7,0,35,266,23,19,1436.7329,179962.0938,138207.1094,39662.5938,0.8454,1002820467836287242
graded-seeding,64,24,27,64000,499,0,0,500,1019,0,3826,7,0,0,275,23,22,1601.6285,192988.5781,146653.125,42399.8008,0.8267,12486889019403060461
graded-seeding,64,25,27,66666,500,0,1,500,1019,0,4068,7,0,0,242,24,21,1582.6626,205739.3906,155417.5,45096.1758,0.8582,8539353116893207806
graded-seeding,64,26,27,69333,497,0,0,500,1019,0,4350,7,0,0,282,22,20,1373.7225,218415.2188,164300,47821.5664,0.8335,13843395625117950949
graded-seeding,64,27,27,72000,500,0,1,500,1019,0,4579,7,0,0,229,24,22,1612.3009,230831.7969,172124.375,50673.418,0.8486,5037287754998939144
graded-seeding,65,1,27,2666,39,0,0,500,0,0,2,0,0,0,2,20,19,1403.483,2852.7175,448.161,1433.074,0.776,1804390818868760352
graded-seeding,65,2,27,5333,44,0,0,500,0,0,35,0,0,0,33,22,21,1525.4929,5879.2124,1342.6603,3442.9888,0.7997,2596042474218894051
graded-seeding,65,3,27,8000,36,0,0,500,0,0,72,1,0,0,38,24,23,1685.6847,8743.9961,2040.8408,5449.4233,0.7721,17120676053099033054
graded-seeding,65,4,27,10666,67,0,0,500,0,0,93,1,0,0,21,22,20,1454.1709,12179.7959,3135.3228,8022.4517,0.7695,1966888989333016475
graded-seeding,65,5,27,13333,137,0,0,500,0,0,133,1,0,0,40,21,20,1423.3599,16451.9238,5298.9854,10162.1328,0.815,1944277270428219902
graded-seeding,65,6,27,16000,331,0,0,500,0,0,191,1,0,0,58,23,15,1111.9554,23548.2656,10629.6982,12240.2617,0.7739,12965379764218170062
graded-seeding,65,7,27,18666,138,0,0,500,194,2,300,5,0,194,309,24,0,18.3092,27212.0801,14852.6543,12776.3115,0.1329,18288558415861551225
graded-seeding,65,8,27,21333,41,0,0,500,246,2,367,9,0,52,123,16,11,821.9143,31177.3555,16511.8926,14279.3076,0.8,6622286690217592296
graded-seeding,65,9,27,24000,126,0,0,500,246,2,387,9,0,0,20,23,19,1343.0966,35125.2969,18093.6113,16123.749,0.791,9425752264474542837
graded-seeding,65,10,27,26666,499,0,0,500,246,2,435,9,0,0,48,22,5,449.1959,42121.2891,24509.7891,17584.3457,0.6844,13931497374051850728
graded-seeding,65,11,27,29333,128,0,0,500,578,6,526,14,0,332,432,24,17,1323.71,47548.4688,29057.2012,17586.2363,0.7967,9476260564482577589
graded-seeding,65,12,27,32000,166,0,0,500,578,6,625,14,0,0,99,24,20,1487.9961,52209.6133,31723.7715,19422.1719,0.8645,13384175314965872903
graded-seeding,65,13,27,34666,500,0,1,500,580,6,680,15,0,2,58,24,12,880.647,60282.8047,38925.0742,20897.5371,0.6723,2123457734135187188
graded-seeding,65,14,27,37333,414,0,0,500,648,6,890,18,0,68,281,23,17,1318.5737,71399.8984,48892.9258,21667.0781,0.669,4968495908573489166
graded-seeding,65,15,27,40000,500,0,1,500,674,8,1164,19,0,26,303,23,19,1434.3348,84268.0391,59475.3047,23833.9746,0.8273,12457830297513551853
graded-seeding,65,16,27,42666,496,0,0,500,681,8,1402,19,0,7,245,24,16,1393.1731,96704,69814.9844,26309.9004,0.7943,16061263458952897236
graded-seeding,65,17,27,45333,497,0,0,500,687,8,1689,20,0,6,294,24,19,1466.2114,108905.2578,80546.5,28227.8457,0.6861,10285275064266811571
graded-seeding,65,18,27,48000,498,0,0,500,750,9,1953,21,0,63,329,19,14,1126.2882,122280.4844,91946.0156,30686.2129,0.7633,8392502531914534696
graded-seeding,65,19,27,50666,497,0,0,500,758,10,2191,22,0,8,248,24,20,1560.7104,135587.6563,102374.8125,32849.1406,0.7651,9380424898347890090
graded-seeding,65,20,27,53333,499,0,0,500,790,10,2486,24,0,32,329,21,17,1345.8301,149309.3125,113286.6875,35403.1523,0.7928,12676822908886024731
graded-seeding,65,21,27,56000,499,0,0,500,804,10,2712,25,0,14,241,23,18,1358.7764,162029.6406,123217.75,37639.1641,0.7512,5683295238497812243
graded-seeding,65,22,27,58666,479,0,0,500,852,11,2995,25,0,48,332,22,15,1330.4316,175013.9063,133770.6563,39825.5781,0.5144,483644427663999527
graded-seeding,65,23,27,61333,432,0,0,500,985,15,3160,25,0,133,302,23,17,1382.4136,188114.3906,145084.3594,41771.8945,0.6434,16053547144349218645
graded-seeding,65,24,27,64000,500,0,1,500,1057,16,3358,26,0,72,272,23,19,1477.1671,201090.0625,155660.8281,43952.9453,0.758,12784290626345841705
graded-seeding,65,25,27,66666,498,0,0,500,1057,16,3570,26,0,0,212,22,16,1356.4021,212910.2813,164760.5781,46319.3203,0.8322,16409268668220274625
graded-seeding,65,26,27,69333,500,0,1,500,1060,16,3875,26,0,3,308,24,20,1504.4877,224529.3594,174453.1563,48517.6133,0.8257,14065253670719531379
graded-seeding,65,27,27,72000,497,0,0,500,1064,17,4089,26,0,4,219,23,20,1520.7012,236298.3438,185077.7188,50823.9102,0.8148,17548426829004651764
