arm,seed,mean_site_occupancy,seed_production_rate_delta,dispersal_delta,final_population,highest_plant_generation,state_hash
abundant-on,68,0.345852,0.114456,0.184406,48,17,18116508092582157037
abundant-on,69,0.351089,0.059695,0.142242,48,15,8968579761975295452
abundant-on,70,0.364013,-0.017158,0.095135,48,15,1323483708324459022
abundant-on,71,0.314996,0.017692,0.163823,48,18,16174538252329368173
abundant-on,72,0.408765,0.054671,0.100165,48,16,8403334570666419721
abundant-on,73,0.424859,-0.015264,0.221719,48,20,17270265504227996588
abundant-on,74,0.314362,0.103679,0.135851,48,15,10225896683309996673
abundant-on,75,0.313153,-0.031376,0.167572,48,16,16460607468856306085
abundant-on,76,0.262751,0.058173,0.074490,48,14,8511225797575273594
abundant-on,77,0.374774,0.038372,0.131441,48,18,18070662759916555949
abundant-on,78,0.237097,0.000073,0.055445,48,16,661088480052941491
abundant-on,79,0.283229,0.040167,0.116714,48,20,17628965174317717330
abundant-on,80,0.269462,0.107737,0.127723,48,20,13843678313261732427
abundant-on,81,0.360795,0.039344,0.204110,48,20,10865449872729612804
abundant-on,82,0.403007,0.093922,0.192740,48,15,5448838806770280470
abundant-on,83,0.330918,0.026662,0.070755,48,17,5592694179834228197
abundant-on,84,0.320836,-0.002503,0.154379,48,18,5588450514607487330
abundant-on,85,0.320305,0.016401,0.120204,48,18,5034758933973934582
abundant-on,86,0.256411,0.102188,0.013013,48,17,9245380747453469714
abundant-on,87,0.307814,-0.009340,0.078608,48,17,12958453493996655557
abundant-on,88,0.329622,-0.000087,0.140811,48,16,15951215546699320119
abundant-on,89,0.313320,0.073064,0.116289,48,17,15110748875017105743
abundant-on,90,0.305888,-0.077465,0.135903,48,17,9923841389555027108
abundant-on,91,0.295546,0.006600,0.133237,48,18,14604948860767629565
abundant-on,92,0.369517,0.138798,0.125032,48,16,15442078557854251658
abundant-on,93,0.391940,-0.001463,0.179588,48,19,5302285621629892922
abundant-on,94,0.280617,0.042074,0.019248,48,13,9881770612370563935
abundant-on,95,0.377730,0.066878,0.179878,48,16,15475840200988178452
abundant-on,96,0.360353,0.047475,0.091948,48,16,15881342739600322646
abundant-on,97,0.302518,-0.095772,0.092534,48,20,16168402893889289438
abundant-on,98,0.333609,-0.035920,0.082068,48,16,14329660338268087789
abundant-on,99,0.329569,-0.005605,0.174022,48,20,1770411863341927254
abundant-on,100,0.325306,-0.117211,0.119199,48,17,18216085470447200630
abundant-on,101,0.390947,-0.020066,0.170465,48,17,13404360274558725167
abundant-on,102,0.261467,0.061421,0.014531,48,16,1864733521399470338
abundant-on,103,0.294103,-0.005752,0.105062,48,15,13876405267243604819
abundant-on,104,0.348160,0.045283,0.112480,48,17,4779612789054481812
abundant-on,105,0.282426,0.062189,0.099756,48,15,8296740194304446207
abundant-on,106,0.335770,0.042301,0.098838,48,16,12359892842488027053
abundant-on,107,0.272028,0.013710,0.055325,48,14,17201396353517446511
abundant-on,108,0.283624,0.051005,0.146553,48,17,14438001483579017523
abundant-on,109,0.307900,0.068478,0.080359,48,17,13469267946174911072
abundant-on,110,0.367322,-0.004294,0.120948,48,15,9833261424494524774
abundant-on,111,0.319318,0.142544,0.116684,48,19,3007744306371054910
abundant-on,112,0.367925,0.008046,0.177107,48,18,18063855909875742851
abundant-on,113,0.318272,0.069191,0.068877,48,17,5486563141170429299
abundant-on,114,0.312078,-0.010375,0.074954,48,15,10646949525428361996
abundant-on,115,0.266860,-0.003448,0.083534,48,18,11935033307006538010
abundant-on,116,0.249167,0.085223,0.118711,48,17,729678787466962739
abundant-on,117,0.389540,0.032091,0.153682,48,16,2194044042902061508
abundant-on,118,0.346500,-0.029477,0.137021,48,17,11588974301820631165
abundant-on,119,0.339615,0.060071,0.124064,48,17,639582568416842552
abundant-on,120,0.281296,-0.026882,0.088038,48,16,10126504657517565614
abundant-on,121,0.311438,-0.012719,0.099717,48,18,15200173470621390174
abundant-on,122,0.323251,0.005056,0.180285,48,16,17825620150919710239
abundant-on,123,0.364192,-0.016130,0.105944,48,18,12880787326695336637
abundant-on,124,0.302388,-0.056633,0.120188,48,16,554776571607117560
abundant-on,125,0.341162,0.009373,0.183055,48,14,12330229621952066578
abundant-on,126,0.341313,0.017458,0.200797,48,22,6232169333669752415
abundant-on,127,0.292359,0.075312,0.101688,48,15,6073929931335441285
abundant-on,128,0.294433,0.000259,0.096359,48,18,883126754012619059
abundant-on,129,0.360681,0.008976,0.101306,48,19,14165561308367920145
abundant-on,130,0.291292,-0.072433,0.123889,48,18,6752499879314552939
abundant-on,131,0.347851,-0.013746,0.108058,48,18,6711771650458634673
abundant-on,132,0.269454,0.057950,0.068680,48,17,6733432360526879261
abundant-on,133,0.270018,0.017089,0.092043,48,16,3592381005085250215
abundant-on,134,0.303589,-0.014468,0.066977,48,15,6363173332250845843
abundant-on,135,0.338422,0.005327,0.135714,48,19,2711328121985428930
abundant-on,136,0.323266,0.078783,0.096756,48,17,12392938194741922856
abundant-on,137,0.261074,0.132626,0.143304,48,18,11150771794992980227
abundant-on,138,0.325411,-0.020528,0.121680,48,17,9538515509361374657
abundant-on,139,0.299202,0.080571,0.097060,48,19,16561886117934270796
abundant-on,140,0.338447,0.018902,0.084859,48,20,3389657918772035108
abundant-on,141,0.288793,-0.000217,0.091787,48,16,987079706336294801
abundant-on,142,0.258492,0.002315,0.067690,48,17,16944610897155967316
abundant-on,143,0.287329,-0.043778,0.114821,48,17,5929814267023098368
abundant-on,144,0.311890,-0.050798,0.084663,48,17,14315199979999059402
abundant-on,145,0.289737,0.007497,0.102991,48,16,6233635689636874681
abundant-on,146,0.357467,0.004573,0.119862,48,16,5443146397601015031
abundant-on,147,0.352446,0.041242,0.174984,48,14,3518219565048939590
abundant-on,148,0.310241,0.015129,0.088255,48,16,4049281233270081571
abundant-on,149,0.286666,-0.041566,0.137766,48,18,1427084708559353047
abundant-on,150,0.353749,0.003974,0.139439,48,16,14290281556559026605
abundant-on,151,0.289939,0.041216,0.113415,48,19,9935645361368459330
abundant-on,152,0.293356,0.080794,0.090629,48,16,473948358504229056
abundant-on,153,0.418757,0.054806,0.195231,48,19,738481777121119796
abundant-on,154,0.369427,0.035566,0.112226,48,16,17283229285695646225
abundant-on,155,0.311096,-0.002774,0.081000,48,18,7669258656313185644
abundant-on,156,0.367018,0.053124,0.147480,48,17,3724286104373417084
abundant-on,157,0.303508,0.133132,0.093841,48,16,18006265791703462533
abundant-on,158,0.417168,0.001452,0.181510,48,21,9344448684154941329
abundant-on,159,0.308189,-0.045749,0.096677,48,17,985401819286729764
abundant-on,160,0.337392,0.038982,0.178669,48,18,3999832193482642187
abundant-on,161,0.326261,-0.049853,0.154814,48,17,4402598655832934346
