seed,id,generation,parentId,birthTick,endTick,endReason,lifeTicks,eligibleTicks,births,meanBiomassFraction,growth,seedInvestment,waterEfficiency,nutrition,defense,dispersal,moistureTolerance,temperatureTolerance,nutrientUptake
46,111,10,96,9000,10820,aged,1820,61,1,0.9068,0.64360,0.41532,0.49176,0.76251,0.31194,0.38277,0.53308,0.59350,0.40931
46,112,7,98,9020,9040,takenOver,20,0,0,0.0560,0.60347,0.41619,0.50879,0.57377,0.26110,0.44715,0.38759,0.38307,0.57912
46,112,11,97,9040,11200,aged,2160,62,2,0.9372,0.37288,0.59520,0.62596,0.68205,0.45512,0.60752,0.54074,0.45610,0.71687
46,113,11,93,9040,11000,aged,1960,49,1,0.9148,0.53793,0.57141,0.56408,0.65566,0.37248,0.55898,0.47466,0.41386,0.69785
46,114,10,95,9060,9100,takenOver,40,0,0,0.0948,0.55850,0.62326,0.66199,0.63201,0.36924,0.62688,0.48807,0.49116,0.66058
46,114,11,94,9100,11100,aged,2000,74,0,0.9441,0.47635,0.45426,0.55976,0.67407,0.38119,0.45135,0.45662,0.43493,0.49479
46,115,8,105,9280,11360,aged,2080,62,2,0.9225,0.45710,0.37637,0.59361,0.53182,0.31419,0.52915,0.39406,0.45098,0.52031
46,117,12,113,9360,11280,aged,1920,67,1,0.9205,0.57206,0.54842,0.56347,0.63480,0.37015,0.60751,0.47847,0.41827,0.67961
46,116,11,99,9360,11220,aged,1860,47,1,0.9328,0.61225,0.50084,0.51792,0.61519,0.36663,0.60976,0.32274,0.39567,0.57594
46,118,11,97,9460,11620,aged,2160,62,2,0.9085,0.38853,0.61387,0.57081,0.67278,0.43678,0.58982,0.50331,0.44515,0.68929
46,119,12,107,9480,11440,aged,1960,19,3,0.9031,0.54254,0.38067,0.58965,0.67635,0.34339,0.43568,0.41719,0.50553,0.52788
46,120,13,119,9820,9840,takenOver,20,0,0,0.0563,0.57226,0.35302,0.55224,0.63361,0.33981,0.41482,0.47320,0.50517,0.52981
46,120,11,111,9840,11700,aged,1860,46,2,0.8896,0.60445,0.46601,0.47358,0.75340,0.32232,0.40415,0.57398,0.62764,0.37012
46,121,12,112,9940,10060,takenOver,120,0,0,0.0094,0.37526,0.59696,0.60948,0.68225,0.46415,0.59722,0.56647,0.47606,0.73186
46,122,12,116,10000,11920,aged,1920,49,1,0.9217,0.57719,0.51726,0.55595,0.66592,0.34860,0.59127,0.29440,0.45836,0.61354
46,123,12,118,10020,10060,takenOver,40,0,0,0.1751,0.28402,0.63707,0.62505,0.73356,0.41642,0.63157,0.44530,0.45508,0.68395
46,121,8,105,10060,10080,takenOver,20,0,0,0.0000,0.56512,0.33065,0.54584,0.51274,0.26519,0.45421,0.38378,0.40381,0.55329
46,123,13,117,10060,12000,aged,1940,53,2,0.9509,0.52568,0.62503,0.64264,0.60105,0.36468,0.60087,0.51389,0.38969,0.70850
46,121,8,103,10080,10400,takenOver,320,0,0,0.0051,0.50488,0.38809,0.48649,0.55605,0.25640,0.46838,0.34300,0.38301,0.61137
46,124,13,110,10140,12000,alive,1860,62,1,0.9015,0.40609,0.39391,0.74320,0.68769,0.38835,0.33612,0.43635,0.47833,0.53652
46,125,13,122,10280,10300,takenOver,20,0,0,0.0708,0.59060,0.48373,0.54564,0.72973,0.36354,0.61566,0.30693,0.49216,0.63485
46,125,9,106,10300,12000,alive,1700,40,2,0.9395,0.49157,0.41846,0.67571,0.50750,0.24773,0.41104,0.31679,0.35233,0.60831
46,121,13,119,10400,10500,takenOver,100,0,0,0.0824,0.56200,0.34112,0.60019,0.63017,0.34849,0.44094,0.37868,0.53016,0.50072
46,126,12,112,10440,12000,alive,1560,29,3,0.9068,0.33254,0.60812,0.64005,0.69185,0.50977,0.58921,0.58029,0.43297,0.74494
46,127,9,115,10440,10500,takenOver,60,0,0,0.0868,0.44966,0.36100,0.59129,0.48513,0.36331,0.50756,0.32719,0.42748,0.57512
46,121,12,107,10500,11940,aged,1440,41,1,0.8022,0.50617,0.42937,0.67689,0.71605,0.37624,0.34689,0.38004,0.49361,0.49126
46,127,8,103,10500,12000,alive,1500,12,2,0.9224,0.55194,0.38138,0.46451,0.54011,0.31599,0.46549,0.35622,0.45623,0.58961
46,128,9,127,10660,12000,alive,1340,57,0,0.8873,0.55291,0.45143,0.40712,0.50318,0.34368,0.45274,0.33270,0.45884,0.60563
46,129,13,126,10720,12000,alive,1280,31,1,0.8009,0.30554,0.61978,0.62488,0.64906,0.52915,0.61317,0.58298,0.39923,0.68593
46,130,13,119,10800,10860,takenOver,60,0,0,0.0765,0.52284,0.37944,0.56807,0.68194,0.36546,0.49664,0.40174,0.49764,0.55655
46,131,10,125,10820,10860,takenOver,40,0,0,0.0741,0.46156,0.43884,0.65097,0.52612,0.26364,0.40540,0.32666,0.38720,0.62978
46,131,14,124,10860,12000,alive,1140,29,1,0.8792,0.32991,0.44113,0.75878,0.66952,0.43751,0.35557,0.48488,0.50697,0.47653
46,130,12,120,10860,12000,alive,1140,13,2,0.8952,0.56047,0.46795,0.48009,0.71762,0.36837,0.39940,0.59759,0.62777,0.38040
46,132,14,129,11060,11100,takenOver,40,0,0,0.1485,0.34764,0.65465,0.66066,0.69658,0.50571,0.61912,0.55383,0.36723,0.67420
46,133,14,123,11100,12000,alive,900,15,0,0.8016,0.42356,0.60986,0.64593,0.62102,0.35847,0.60672,0.53230,0.44061,0.67061
46,132,9,115,11100,12000,alive,900,40,0,0.9261,0.44292,0.39495,0.58450,0.45281,0.34466,0.58001,0.39097,0.47532,0.54764
46,134,13,130,11220,12000,alive,780,12,0,0.8258,0.52352,0.44716,0.50154,0.72706,0.38824,0.39142,0.59081,0.64318,0.36409
46,135,13,121,11240,11320,takenOver,80,0,0,0.0782,0.49982,0.41749,0.68867,0.73848,0.38890,0.35209,0.40874,0.51222,0.53087
46,136,12,120,11260,12000,alive,740,26,0,0.7715,0.65617,0.49332,0.44809,0.72656,0.30640,0.42368,0.51053,0.66210,0.35337
46,135,12,118,11320,12000,alive,680,25,1,0.8686,0.46627,0.54658,0.54651,0.64995,0.42202,0.62046,0.51053,0.43445,0.66897
46,137,13,126,11320,12000,alive,680,23,0,0.7875,0.29223,0.65023,0.64593,0.72128,0.51013,0.58570,0.58587,0.45715,0.74111
46,138,10,125,11340,12000,alive,660,23,0,0.7856,0.48864,0.43756,0.67444,0.47415,0.24273,0.41501,0.39822,0.31158,0.59088
46,139,15,131,11460,12000,alive,540,14,0,0.6359,0.35528,0.44698,0.75525,0.66547,0.44199,0.33364,0.47676,0.51109,0.49530
46,140,14,123,11540,12000,alive,460,5,1,0.6591,0.54002,0.60688,0.62344,0.62909,0.39183,0.59001,0.54007,0.44406,0.68070
46,141,9,127,11540,12000,alive,460,14,0,0.7114,0.57717,0.37423,0.47683,0.49293,0.35039,0.47884,0.38607,0.42930,0.63685
46,142,13,130,11640,12000,alive,360,11,0,0.7397,0.58839,0.44373,0.55946,0.72539,0.37098,0.45412,0.63579,0.66586,0.43236
46,143,15,140,11840,12000,alive,160,0,0,0.2602,0.54077,0.67587,0.65263,0.67638,0.42308,0.59724,0.56169,0.44252,0.74473
46,144,13,135,11960,11980,takenOver,20,0,0,0.0329,0.48493,0.63056,0.53295,0.67747,0.43231,0.61289,0.47334,0.45479,0.63603
46,144,13,126,11980,12000,alive,20,0,0,0.0584,0.31198,0.60385,0.66117,0.66762,0.56291,0.59056,0.55268,0.42232,0.73954
47,1,0,0,0,1960,aged,1960,27,1,0.7114,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,2,0,0,0,1960,aged,1960,60,2,0.9966,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,3,0,0,0,1960,aged,1960,41,3,0.9949,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,4,0,0,0,1960,aged,1960,41,3,0.9938,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,5,0,0,0,1960,aged,1960,60,2,0.9944,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,6,0,0,0,1960,aged,1960,79,1,0.9981,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
47,7,1,2,20,1980,aged,1960,70,1,0.9303,0.53485,0.48782,0.46566,0.63463,0.30078,0.47273,0.46255,0.48294,0.51647
47,8,1,3,20,1940,aged,1920,49,2,0.9250,0.57590,0.51909,0.49718,0.68925,0.30231,0.52971,0.51614,0.45359,0.48287
47,9,1,5,20,2020,aged,2000,71,1,0.9254,0.50860,0.44494,0.47664,0.67075,0.30353,0.46680,0.48971,0.43487,0.50941
47,10,1,6,20,1960,aged,1940,67,1,0.9182,0.55731,0.56298,0.48906,0.71126,0.27868,0.49327,0.53865,0.51371,0.53250
47,11,1,1,40,1920,aged,1880,64,1,0.9113,0.59653,0.52956,0.52381,0.66826,0.31575,0.52163,0.47710,0.50952,0.56384
47,12,1,4,140,2000,aged,1860,64,1,0.9209,0.61611,0.47230,0.49786,0.66795,0.27143,0.45469,0.52105,0.47320,0.54923
47,13,2,9,220,2160,aged,1940,61,2,0.9141,0.56132,0.41834,0.42378,0.64976,0.29963,0.48581,0.50182,0.48289,0.51707
47,14,2,7,260,2220,aged,1960,78,1,0.9314,0.54361,0.48923,0.43774,0.62772,0.30967,0.53369,0.46681,0.47703,0.51749
47,15,2,8,260,2220,aged,1960,57,2,0.9193,0.53492,0.50321,0.49463,0.73112,0.28946,0.54739,0.53451,0.50173,0.43907
47,16,2,12,360,2240,aged,1880,70,0,0.9047,0.60400,0.52015,0.46782,0.60359,0.27367,0.49159,0.58158,0.47598,0.55846
47,17,3,13,460,480,takenOver,20,0,0,0.0540,0.50652,0.39435,0.41760,0.66306,0.31476,0.47219,0.52146,0.52302,0.52522
47,17,1,2,480,2400,aged,1920,70,1,0.9444,0.55313,0.49113,0.46198,0.67103,0.31075,0.45967,0.49260,0.49806,0.46412
47,18,1,3,500,2380,aged,1880,53,2,0.9303,0.59634,0.47234,0.51599,0.67643,0.27724,0.46932,0.49515,0.45878,0.52561
47,19,1,5,500,520,takenOver,20,0,0,0.0700,0.52470,0.52162,0.53776,0.65264,0.34393,0.49953,0.48981,0.53812,0.46499
47,19,3,15,520,540,takenOver,20,0,0,0.1620,0.54679,0.52012,0.53859,0.73726,0.30126,0.53721,0.56009,0.50853,0.45466
47,19,2,11,540,2420,aged,1880,68,1,0.9133,0.56725,0.49361,0.50651,0.63757,0.33094,0.48909,0.43894,0.52104,0.62953
47,20,1,4,620,2560,aged,1940,49,2,0.9186,0.55928,0.53458,0.49286,0.58225,0.30887,0.55934,0.55246,0.55503,0.50323
47,21,2,10,780,800,takenOver,20,0,0,0.0763,0.58913,0.52999,0.51822,0.67775,0.31319,0.48786,0.54714,0.51410,0.54169
47,21,2,8,800,2660,aged,1860,68,1,0.9524,0.59654,0.49697,0.47490,0.71014,0.27824,0.49585,0.50236,0.43768,0.47901
47,22,1,3,900,920,takenOver,20,0,0,0.0700,0.54372,0.52199,0.48658,0.63832,0.32513,0.57724,0.47954,0.51783,0.47191
47,22,2,18,920,2780,aged,1860,57,2,0.9539,0.60367,0.44789,0.51618,0.67348,0.29324,0.47657,0.47610,0.45815,0.51636
47,23,1,4,1160,1180,takenOver,20,0,0,0.0700,0.51535,0.53272,0.44941,0.59517,0.28706,0.49735,0.52031,0.48478,0.48688
47,23,2,20,1180,3020,aged,1840,46,2,0.9410,0.60862,0.54101,0.47151,0.55962,0.32743,0.54815,0.49797,0.58761,0.49666
47,24,3,23,1520,3280,aged,1760,40,2,0.9096,0.68685,0.56021,0.48005,0.60176,0.36893,0.57489,0.46217,0.60424,0.47316
47,26,3,15,1980,2000,takenOver,20,0,0,0.0703,0.54511,0.47929,0.48636,0.72212,0.31265,0.52302,0.57619,0.49423,0.43623
47,25,3,19,1980,3020,takenOver,1040,0,0,0.0001,0.55920,0.45412,0.47676,0.71710,0.32889,0.54598,0.47964,0.42877,0.63024
47,26,3,21,2000,3860,aged,1860,48,2,0.9365,0.60552,0.56650,0.51927,0.69143,0.26395,0.46119,0.48893,0.43138,0.42785
47,27,3,14,2000,2040,takenOver,40,0,0,0.0852,0.55206,0.50149,0.48074,0.63963,0.27622,0.58018,0.41831,0.54356,0.46570
47,28,4,24,2020,2060,takenOver,40,0,0,0.0922,0.67972,0.62460,0.51333,0.62856,0.35920,0.56522,0.50671,0.61580,0.46440
47,27,3,13,2040,3940,aged,1900,51,2,0.9524,0.54961,0.45958,0.44473,0.64251,0.32694,0.45941,0.52315,0.48631,0.47892
47,29,2,17,2040,2120,takenOver,80,0,0,0.1225,0.56162,0.50816,0.44072,0.67968,0.32422,0.44833,0.49924,0.50331,0.45077
47,28,2,20,2060,3940,aged,1880,49,2,0.9492,0.56470,0.60753,0.49628,0.57308,0.29798,0.52050,0.56554,0.58662,0.46951
47,29,2,18,2120,3940,aged,1820,46,2,0.8827,0.57891,0.44839,0.49883,0.73648,0.32633,0.43335,0.52838,0.42139,0.55006
47,30,3,22,2120,4020,aged,1900,29,3,0.8711,0.58266,0.42589,0.49561,0.70435,0.25149,0.43936,0.48791,0.46566,0.48642
47,31,4,26,2240,4020,aged,1780,42,1,0.9094,0.67696,0.52765,0.47026,0.72621,0.30647,0.43990,0.49204,0.40834,0.40701
47,32,4,27,2260,4180,aged,1920,57,2,0.9293,0.56826,0.44055,0.46312,0.64005,0.29260,0.46250,0.56241,0.52402,0.45425
47,33,3,29,2300,4200,aged,1900,61,1,0.9186,0.59073,0.41721,0.48502,0.70750,0.36395,0.37119,0.55958,0.42123,0.53329
47,34,4,30,2440,4320,aged,1880,58,2,0.9257,0.59852,0.39035,0.53695,0.69963,0.24420,0.43220,0.43625,0.45500,0.45445
47,35,5,32,2540,4460,aged,1920,68,1,0.9284,0.56542,0.44826,0.46713,0.63908,0.29335,0.44035,0.50740,0.51906,0.47888
47,37,3,22,2560,4500,aged,1940,50,2,0.9271,0.56084,0.43812,0.52366,0.68852,0.31864,0.46489,0.46277,0.45873,0.53627
47,36,3,28,2560,4480,aged,1920,47,1,0.7329,0.56768,0.66103,0.48643,0.53775,0.32312,0.50917,0.56055,0.61305,0.46631
47,38,3,23,2580,4460,aged,1880,53,2,0.9210,0.59949,0.51654,0.48430,0.56265,0.31281,0.56694,0.49420,0.53741,0.44550
47,39,5,34,2640,4580,aged,1940,52,2,0.7634,0.55327,0.37709,0.52564,0.71200,0.22765,0.45879,0.46809,0.44313,0.46343
47,40,4,26,2740,4620,aged,1880,65,1,0.9223,0.60414,0.53659,0.47760,0.70683,0.23229,0.48344,0.50974,0.44044,0.41281
47,41,4,38,2780,2820,takenOver,40,0,0,0.0720,0.58315,0.50958,0.47641,0.53690,0.31250,0.58794,0.48686,0.56251,0.38199
47,41,4,27,2820,4680,aged,1860,67,1,0.9516,0.59124,0.45610,0.43764,0.69947,0.34335,0.47644,0.48453,0.50462,0.47469
47,42,4,37,2820,2880,takenOver,60,0,0,0.0938,0.55933,0.47404,0.57091,0.69749,0.30787,0.42355,0.43313,0.43265,0.51495
47,43,4,24,2820,4540,aged,1720,35,3,0.8912,0.71546,0.51041,0.47217,0.59814,0.40704,0.58575,0.46804,0.60992,0.47504
47,42,3,29,2880,4680,aged,1800,66,2,0.9491,0.62099,0.43542,0.45506,0.66049,0.33887,0.50882,0.55479,0.44418,0.56745
47,44,4,30,2980,4860,aged,1880,46,2,0.9122,0.60357,0.42920,0.48849,0.73874,0.20868,0.41201,0.48993,0.50856,0.51216
47,25,5,40,3020,3060,takenOver,40,0,0,0.0500,0.65103,0.58572,0.53821,0.73522,0.22336,0.50308,0.53186,0.39491,0.38490
47,25,5,43,3060,3100,takenOver,40,0,0,0.1162,0.67935,0.46881,0.45961,0.59375,0.40899,0.57715,0.47301,0.58799,0.46242
47,25,5,31,3100,3720,aged,620,5,1,0.8427,0.70973,0.53602,0.44633,0.71830,0.34763,0.43261,0.52961,0.34573,0.43628
47,45,3,28,3160,5080,aged,1920,29,3,0.9164,0.56347,0.61299,0.50475,0.57832,0.30750,0.48727,0.50172,0.57212,0.46052
47,46,6,25,3280,5000,aged,1720,76,0,0.9107,0.72512,0.56866,0.43241,0.75302,0.39481,0.46975,0.54643,0.36925,0.46730
47,47,4,30,3420,5300,aged,1880,66,1,0.9244,0.60623,0.47203,0.54398,0.66830,0.21144,0.44446,0.46741,0.50538,0.56915
47,48,4,45,3660,5600,aged,1940,86,0,0.9185,0.55429,0.58959,0.50342,0.56707,0.28129,0.50852,0.50086,0.55269,0.43756
47,49,4,36,3780,3940,takenOver,160,0,0,0.0755,0.51416,0.65319,0.48445,0.52013,0.29507,0.52817,0.55525,0.57239,0.51497
47,50,5,44,3880,5700,aged,1820,42,1,0.8893,0.63825,0.43551,0.49704,0.70898,0.19601,0.42373,0.51885,0.45661,0.46917
47,49,5,43,3940,5460,aged,1520,32,2,0.9176,0.74908,0.50432,0.49305,0.60555,0.43600,0.59864,0.45876,0.60958,0.50218
47,51,5,32,3960,4020,takenOver,60,0,0,0.0983,0.55950,0.46156,0.44423,0.62440,0.34387,0.49895,0.58242,0.48561,0.45959
47,52,4,42,3960,4060,takenOver,100,0,0,0.0279,0.63737,0.44670,0.44197,0.71582,0.34521,0.51796,0.55428,0.40833,0.60156
47,51,6,35,4020,5960,aged,1940,72,1,0.9579,0.50625,0.48033,0.47246,0.69674,0.29793,0.42213,0.49297,0.57171,0.54701
47,52,6,39,4060,4100,takenOver,40,0,0,0.0427,0.52539,0.41290,0.54243,0.74037,0.26470,0.42662,0.49213,0.47126,0.40458
47,53,4,37,4060,4200,takenOver,140,0,0,0.0483,0.57837,0.46831,0.48398,0.71698,0.32270,0.45091,0.43659,0.51063,0.52103
47,52,4,33,4100,4180,takenOver,80,0,0,0.1214,0.57260,0.37954,0.47923,0.71776,0.31737,0.41776,0.56874,0.42163,0.49957
47,54,5,34,4140,4180,takenOver,40,0,0,0.1394,0.60379,0.40450,0.46806,0.68482,0.24410,0.42405,0.40579,0.44598,0.40551
47,55,4,45,4160,6100,aged,1940,68,0,0.9204,0.55725,0.59505,0.49752,0.59438,0.35315,0.48211,0.48627,0.58140,0.44159
47,52,5,41,4180,5860,aged,1680,58,1,0.8628,0.57789,0.44212,0.40554,0.75106,0.29233,0.50831,0.48065,0.56720,0.43378
47,54,6,49,4180,5840,aged,1660,21,2,0.9592,0.73282,0.50733,0.46422,0.61966,0.37484,0.62521,0.48118,0.60415,0.50972
47,53,5,47,4200,5960,aged,1760,38,1,0.8437,0.58969,0.51276,0.56278,0.68657,0.19451,0.47226,0.39654,0.49450,0.56587
47,56,4,38,4220,6120,aged,1900,66,1,0.9160,0.58647,0.48073,0.48224,0.56223,0.32895,0.56912,0.51072,0.56763,0.42560
47,57,7,51,4240,6280,aged,2040,61,2,0.9250,0.48608,0.47099,0.47618,0.72248,0.29033,0.45101,0.53391,0.62006,0.59392
47,58,7,54,4400,4460,takenOver,60,0,0,0.1110,0.75497,0.53184,0.45792,0.66756,0.43140,0.61942,0.47108,0.58968,0.47867
47,58,5,44,4460,6320,aged,1860,54,2,0.9580,0.56974,0.45303,0.48023,0.76112,0.24501,0.40023,0.52203,0.51843,0.49558
47,59,5,43,4520,6260,aged,1740,33,3,0.9355,0.70350,0.48663,0.48398,0.63231,0.41362,0.56395,0.43056,0.57348,0.44724
47,60,8,57,4520,6540,aged,2020,91,0,0.9255,0.49511,0.48773,0.48103,0.76149,0.27616,0.42557,0.56353,0.64778,0.57838
47,61,6,39,4580,6580,aged,2000,56,2,0.9094,0.51564,0.37873,0.54148,0.71716,0.21051,0.49354,0.45955,0.44635,0.46606
47,62,4,45,4660,6540,aged,1880,65,1,0.9243,0.60378,0.64590,0.51135,0.61772,0.34673,0.55642,0.48339,0.61085,0.44659
47,63,4,42,4680,6540,aged,1860,45,3,0.9417,0.61510,0.45174,0.45231,0.66763,0.35438,0.48858,0.55394,0.40123,0.53175
47,64,6,52,4720,4800,takenOver,80,0,0,0.1115,0.59321,0.44099,0.44294,0.70553,0.25924,0.55022,0.47890,0.59540,0.47768
47,65,5,56,4720,6620,aged,1900,67,2,0.9241,0.58556,0.49996,0.46537,0.60518,0.34748,0.58469,0.49322,0.57294,0.44246
47,64,6,59,4800,6540,aged,1740,63,1,0.9509,0.65123,0.54458,0.40308,0.60220,0.40671,0.57938,0.46746,0.51345,0.42146
47,66,6,58,4840,4900,takenOver,60,0,0,0.0764,0.58681,0.40624,0.46081,0.80956,0.24316,0.39752,0.47824,0.56302,0.55515
47,66,6,49,4900,6460,aged,1560,59,1,0.9538,0.78630,0.49040,0.48203,0.56836,0.38588,0.62493,0.51229,0.56369,0.46792
47,67,6,50,4900,6700,aged,1800,61,1,0.9160,0.66333,0.43757,0.43548,0.68272,0.17596,0.39134,0.49861,0.47769,0.49788
47,68,7,61,5020,7020,aged,2000,87,0,0.9029,0.51619,0.34275,0.49789,0.70222,0.24541,0.46329,0.44366,0.43591,0.48747
47,69,5,62,5120,6960,aged,1840,32,3,0.9205,0.62850,0.60374,0.53310,0.55232,0.34053,0.58215,0.50944,0.60077,0.41718
47,70,6,53,5240,5300,takenOver,60,0,0,0.1017,0.57846,0.51680,0.54240,0.69434,0.22033,0.46031,0.42493,0.47394,0.54829
47,70,7,54,5300,6840,aged,1540,35,2,0.9566,0.80239,0.50583,0.49862,0.57606,0.32875,0.68270,0.44798,0.56451,0.49748
47,71,5,63,5340,7160,aged,1820,64,1,0.9147,0.64678,0.40344,0.47376,0.69268,0.39378,0.46832,0.60158,0.44330,0.52474
47,72,6,59,5500,7260,aged,1760,30,3,0.8819,0.69340,0.49001,0.47618,0.67128,0.39840,0.54838,0.43425,0.57413,0.48136
47,73,6,69,5660,7520,aged,1860,63,1,0.9163,0.61519,0.55893,0.52194,0.57793,0.36958,0.60661,0.45426,0.54747,0.44286
47,74,8,70,5840,5900,takenOver,60,0,0,0.1069,0.82348,0.54113,0.49788,0.55888,0.31425,0.67740,0.43069,0.56118,0.47194
47,74,7,67,5900,7660,aged,1760,83,0,0.9407,0.64371,0.44094,0.43487,0.65955,0.13611,0.38314,0.53463,0.49287,0.47740
47,75,6,65,5960,6020,takenOver,60,0,0,0.0367,0.62721,0.48913,0.52380,0.63424,0.31695,0.60726,0.47049,0.55154,0.44966
47,76,5,63,5980,6300,takenOver,320,0,0,0.0067,0.60219,0.40576,0.43700,0.66945,0.35995,0.48884,0.57867,0.38671,0.52644
47,77,7,64,5980,6040,takenOver,60,0,0,0.1131,0.62942,0.57583,0.43445,0.57516,0.39071,0.59340,0.42209,0.46723,0.46341
47,75,6,58,6020,6080,takenOver,60,0,0,0.1390,0.56870,0.50592,0.51596,0.76314,0.24349,0.40544,0.52900,0.51024,0.51364
47,77,8,57,6040,8080,aged,2040,74,2,0.9476,0.44280,0.46605,0.44706,0.74274,0.27351,0.46447,0.51126,0.64135,0.60577
47,78,7,72,6040,7820,aged,1780,56,2,0.9218,0.68094,0.48173,0.48688,0.65229,0.35331,0.53402,0.43855,0.52460,0.47087
47,75,6,59,6080,7660,aged,1580,36,2,0.8976,0.73254,0.45359,0.49823,0.68107,0.43775,0.59031,0.47621,0.54823,0.42661
47,79,7,66,6180,7800,aged,1620,54,1,0.9244,0.79903,0.49355,0.43904,0.53434,0.37649,0.66989,0.53008,0.53801,0.45127
47,76,8,70,6300,7540,aged,1240,35,1,0.7815,0.83944,0.50519,0.51346,0.60081,0.34770,0.69698,0.42547,0.58741,0.47934
47,80,6,69,6300,6360,takenOver,60,0,0,0.1183,0.66500,0.59218,0.51999,0.55896,0.29157,0.56754,0.47027,0.63751,0.37580
47,81,7,75,6300,6320,takenOver,20,0,0,0.0631,0.72448,0.41647,0.40764,0.66456,0.42349,0.56063,0.48716,0.58071,0.47741
47,81,7,61,6320,8300,aged,1980,72,1,0.9388,0.51162,0.37208,0.50880,0.72237,0.20863,0.49509,0.48495,0.47283,0.50564
47,80,7,73,6360,8120,aged,1760,45,2,0.9584,0.64068,0.62650,0.52618,0.54728,0.29351,0.56789,0.41469,0.57788,0.47252
47,82,8,79,6380,7960,aged,1580,53,1,0.9330,0.82477,0.49999,0.44021,0.56558,0.37577,0.69893,0.55330,0.54851,0.46922
47,83,5,63,6480,8360,aged,1880,66,1,0.9173,0.60650,0.42639,0.45798,0.67382,0.41555,0.50057,0.56424,0.37536,0.52616
47,84,8,81,6520,6620,takenOver,100,0,0,0.1038,0.48484,0.37024,0.54696,0.73606,0.15313,0.43376,0.52374,0.49769,0.54397
47,85,6,71,6600,8380,aged,1780,61,0,0.9194,0.66873,0.46495,0.47259,0.70549,0.42724,0.43096,0.58865,0.47752,0.51395
47,87,9,77,6620,8640,aged,2020,72,1,0.9249,0.49310,0.44711,0.45874,0.74383,0.25620,0.45075,0.54497,0.62404,0.59995
47,84,7,72,6620,8260,aged,1640,58,1,0.9556,0.70065,0.55516,0.47662,0.74576,0.34722,0.52717,0.44362,0.52924,0.51292
47,86,6,65,6620,8540,aged,1920,49,2,0.9108,0.57018,0.55525,0.48250,0.57376,0.38285,0.59391,0.50595,0.57538,0.40715
47,88,8,80,6640,6700,takenOver,60,0,0,0.1219,0.63511,0.64950,0.55260,0.54356,0.30758,0.58661,0.45783,0.64597,0.44139
47,89,9,82,6680,8300,aged,1620,54,1,0.9285,0.79805,0.48706,0.46054,0.53617,0.37991,0.66505,0.56221,0.56696,0.50891
47,88,6,69,6700,8440,aged,1740,44,2,0.9610,0.65392,0.63300,0.47595,0.50357,0.27819,0.55281,0.43984,0.58114,0.41354
47,90,7,75,6720,8480,aged,1760,78,0,0.9157,0.68290,0.45258,0.52061,0.63579,0.41883,0.58061,0.48346,0.49753,0.41885
47,91,8,78,6880,8680,aged,1800,43,2,0.9179,0.66000,0.43659,0.45744,0.68881,0.35908,0.55875,0.44058,0.51865,0.50659
47,92,7,88,6980,8760,aged,1780,68,1,0.9241,0.67708,0.58832,0.46362,0.50372,0.27617,0.58003,0.39883,0.59961,0.39743
47,93,7,72,7060,8800,aged,1740,77,0,0.9126,0.71075,0.50036,0.50923,0.66767,0.32140,0.54821,0.38504,0.54854,0.45715
47,94,9,76,7260,8800,aged,1540,35,2,0.9199,0.84852,0.53435,0.47716,0.61634,0.43283,0.67524,0.48729,0.57486,0.46778
47,95,8,84,7360,9080,aged,1720,34,3,0.8990,0.71790,0.58145,0.49221,0.75731,0.26292,0.50175,0.47583,0.53998,0.52484
47,96,9,91,7400,9220,aged,1820,75,1,0.9149,0.64066,0.45427,0.47352,0.67657,0.35453,0.53416,0.43244,0.54705,0.52177
47,97,8,80,7640,9480,aged,1840,63,1,0.9175,0.63024,0.62042,0.50955,0.54243,0.31731,0.56078,0.46384,0.61782,0.48716
47,98,6,83,7700,7840,takenOver,140,0,0,0.0978,0.63504,0.42894,0.51141,0.61715,0.41898,0.46840,0.48733,0.42193,0.57148
47,99,10,89,7700,7720,takenOver,20,0,0,0.0687,0.82294,0.51639,0.41085,0.55376,0.34358,0.64614,0.53784,0.58130,0.46384
47,99,7,86,7720,9640,aged,1920,50,2,0.8452,0.55535,0.57908,0.50210,0.60165,0.43388,0.64743,0.50399,0.57468,0.40848
47,100,8,78,7720,7800,takenOver,80,0,0,0.0969,0.66070,0.44784,0.52692,0.64380,0.36972,0.50342,0.42481,0.48376,0.51283
47,100,9,91,7800,9540,aged,1740,55,2,0.9172,0.64808,0.47697,0.45104,0.68433,0.37631,0.55265,0.45459,0.50871,0.51394
47,98,10,94,7840,9240,aged,1400,47,0,0.9082,0.85876,0.53746,0.47553,0.59243,0.41264,0.69239,0.44999,0.62855,0.50238
