seed,id,generation,parentId,birthTick,endTick,endReason,lifeTicks,eligibleTicks,births,meanBiomassFraction,growth,seedInvestment,waterEfficiency,nutrition,defense,dispersal,moistureTolerance,temperatureTolerance,nutrientUptake
54,70,6,58,5420,7240,aged,1820,61,1,0.9082,0.64823,0.57706,0.50121,0.73970,0.42971,0.48021,0.44315,0.51456,0.51960
54,71,7,57,5540,7500,aged,1960,89,0,0.9311,0.54365,0.45100,0.54172,0.72260,0.24834,0.45003,0.41709,0.57345,0.49732
54,50,6,69,5560,5640,takenOver,80,0,0,0.0126,0.51110,0.47258,0.60692,0.66883,0.32128,0.49433,0.48073,0.37869,0.42799
54,50,6,61,5640,5920,takenOver,280,0,0,0.0094,0.49359,0.54291,0.64379,0.67669,0.34620,0.49680,0.45536,0.36561,0.46465
54,72,6,60,5680,5780,takenOver,100,0,0,0.1001,0.45991,0.36579,0.48474,0.65274,0.11743,0.50279,0.51883,0.52153,0.55846
54,72,7,66,5780,7780,aged,2000,54,2,0.9469,0.44256,0.33688,0.51194,0.65003,0.21783,0.46836,0.46673,0.42775,0.51734
54,50,7,53,5920,6040,aged,120,0,0,0.0308,0.46794,0.34361,0.69640,0.62266,0.22158,0.39336,0.53029,0.58927,0.64765
54,73,6,58,5960,6220,takenOver,260,0,0,0.0078,0.60107,0.54382,0.50996,0.71264,0.43603,0.46838,0.52511,0.53881,0.55128
54,74,7,70,6060,6120,takenOver,60,0,0,0.0310,0.67338,0.54954,0.52626,0.73216,0.45517,0.48733,0.50825,0.52864,0.52046
54,74,6,61,6120,6160,takenOver,40,0,0,0.0458,0.48973,0.50949,0.58698,0.63927,0.31547,0.48579,0.42630,0.40052,0.42121
54,74,7,65,6160,7960,aged,1800,34,2,0.7915,0.58664,0.65428,0.54291,0.73711,0.44764,0.46465,0.52750,0.57771,0.48861
54,75,6,59,6160,8180,aged,2020,41,3,0.8867,0.49882,0.57739,0.49759,0.76556,0.37207,0.55400,0.62106,0.47902,0.48971
54,76,5,56,6160,6220,takenOver,60,0,0,0.0689,0.49891,0.48727,0.64319,0.60142,0.28634,0.51741,0.50728,0.39233,0.53669
54,77,6,64,6200,8320,aged,2120,69,2,0.9242,0.41492,0.38696,0.64072,0.65754,0.23521,0.44196,0.43516,0.45753,0.52778
54,73,8,62,6220,7940,aged,1720,51,1,0.8045,0.52936,0.45464,0.53922,0.78994,0.24043,0.48388,0.35342,0.50368,0.51148
54,76,7,63,6220,8100,aged,1880,68,1,0.9396,0.56011,0.56948,0.48991,0.79337,0.37376,0.64860,0.56377,0.55301,0.43150
54,78,7,67,6240,6260,takenOver,20,0,0,0.0771,0.61729,0.58516,0.55931,0.65510,0.31580,0.54844,0.50763,0.39532,0.47695
54,78,7,68,6260,8240,aged,1980,54,2,0.9505,0.50823,0.42929,0.60675,0.79140,0.25670,0.37354,0.43195,0.61301,0.57184
54,79,6,69,6300,8300,aged,2000,70,1,0.9043,0.50577,0.52488,0.65336,0.64695,0.34136,0.53836,0.45545,0.36241,0.40914
54,80,6,60,6380,6400,takenOver,20,0,0,0.0535,0.41556,0.34441,0.51316,0.68354,0.17973,0.41453,0.47231,0.43530,0.50537
54,80,8,72,6400,8480,aged,2080,52,2,0.8846,0.43851,0.31599,0.47882,0.67929,0.19096,0.48398,0.47003,0.42045,0.52737
54,81,7,66,6480,6540,takenOver,60,0,0,0.0801,0.46585,0.39960,0.52633,0.68591,0.13887,0.45121,0.55200,0.42233,0.49801
54,81,7,75,6540,8500,aged,1960,55,1,0.9436,0.48913,0.61055,0.53438,0.79249,0.37005,0.57439,0.58971,0.49206,0.53780
54,82,9,73,6620,8480,aged,1860,47,2,0.9201,0.60813,0.46843,0.50007,0.82050,0.23224,0.49605,0.36065,0.57001,0.52998
54,83,8,62,6660,6700,takenOver,40,0,0,0.0795,0.54500,0.44393,0.53120,0.76704,0.17467,0.44335,0.35257,0.54910,0.52789
54,83,7,67,6700,8560,aged,1860,49,1,0.9530,0.58725,0.57159,0.68178,0.68836,0.33082,0.60562,0.54404,0.38475,0.39843
54,84,10,82,6780,8640,aged,1860,59,2,0.9068,0.61156,0.41934,0.53258,0.82727,0.25581,0.54796,0.39415,0.58224,0.58059
54,85,8,76,6780,8760,aged,1980,80,1,0.9216,0.53084,0.54166,0.46140,0.76649,0.42032,0.65019,0.56692,0.58075,0.48095
54,86,8,74,6820,6840,takenOver,20,0,0,0.0813,0.55320,0.61950,0.54012,0.74214,0.42071,0.43523,0.51568,0.53798,0.47042
54,86,9,80,6840,8980,aged,2140,60,2,0.9315,0.38984,0.30026,0.45159,0.62589,0.20180,0.49042,0.48614,0.36396,0.53343
54,87,7,79,6860,8860,aged,2000,76,1,0.9276,0.50862,0.54454,0.65342,0.65316,0.35554,0.51844,0.43721,0.36124,0.40255
54,88,8,83,6880,6940,takenOver,60,0,0,0.1091,0.55341,0.61846,0.66343,0.71591,0.33834,0.59330,0.55375,0.40578,0.42416
54,88,8,78,6940,8960,aged,2020,93,1,0.9590,0.44591,0.40221,0.63604,0.84154,0.27574,0.34914,0.47440,0.64436,0.56266
54,89,7,77,7000,9100,aged,2100,57,2,0.9237,0.43558,0.44646,0.68523,0.60059,0.27528,0.43600,0.43011,0.43851,0.57297
54,90,8,81,7080,9160,aged,2080,73,1,0.9125,0.45365,0.62496,0.57569,0.79117,0.42303,0.61368,0.58018,0.50405,0.54200
54,91,8,72,7080,9140,aged,2060,72,1,0.9073,0.46437,0.31681,0.48644,0.64935,0.16406,0.40682,0.48512,0.44860,0.50021
54,92,7,75,7120,9160,aged,2040,53,3,0.9239,0.47989,0.59658,0.49165,0.81429,0.33357,0.52595,0.62014,0.47796,0.52451
54,93,8,74,7380,9300,aged,1920,67,1,0.9186,0.56642,0.63736,0.54372,0.76727,0.40750,0.50330,0.55662,0.62114,0.50718
54,94,8,78,7640,7680,takenOver,40,0,0,0.0774,0.51631,0.43452,0.56842,0.80376,0.21526,0.35112,0.42430,0.60252,0.62056
54,95,10,86,7660,7740,takenOver,80,0,0,0.0757,0.36555,0.24902,0.48548,0.63269,0.25847,0.48449,0.43614,0.36186,0.53703
54,94,8,92,7680,9640,aged,1960,73,1,0.9560,0.51382,0.63650,0.50276,0.81982,0.32424,0.54014,0.64073,0.47723,0.54395
54,95,10,82,7740,9500,aged,1760,61,1,0.9389,0.62932,0.47628,0.49193,0.85606,0.24539,0.47436,0.33612,0.58176,0.51835
54,96,9,80,7860,9980,aged,2120,54,2,0.8945,0.42280,0.33685,0.50892,0.67376,0.16307,0.45766,0.43281,0.43498,0.52439
54,97,7,75,8000,8060,takenOver,60,0,0,0.0560,0.50081,0.60348,0.52043,0.78900,0.40821,0.57293,0.64843,0.48170,0.43705
54,98,11,95,8040,9840,aged,1800,46,2,0.8870,0.66044,0.48718,0.49093,0.87113,0.18989,0.48066,0.30189,0.61920,0.53648
54,97,11,84,8060,9860,aged,1800,43,2,0.8893,0.61722,0.38740,0.46569,0.80262,0.22802,0.60503,0.42090,0.60518,0.58969
54,99,8,89,8120,8160,takenOver,40,0,0,0.0695,0.44253,0.46112,0.72918,0.59629,0.29823,0.40899,0.40984,0.43035,0.54464
54,99,7,77,8160,10200,aged,2040,58,2,0.9242,0.44464,0.39167,0.66078,0.69823,0.18267,0.46758,0.38185,0.52970,0.49375
54,100,12,97,8260,8280,takenOver,20,0,0,0.0506,0.65137,0.34918,0.45923,0.81162,0.21260,0.59251,0.40294,0.54455,0.55190
54,101,9,94,8260,8300,takenOver,40,0,0,0.0996,0.48623,0.61415,0.48952,0.89741,0.34857,0.54139,0.57841,0.49611,0.51521
54,100,8,99,8280,10340,aged,2060,42,3,0.9225,0.44582,0.34382,0.68535,0.73445,0.24159,0.49806,0.38422,0.51795,0.47679
54,101,8,92,8300,10280,aged,1980,55,2,0.9558,0.49724,0.61373,0.48838,0.80382,0.31745,0.55299,0.63874,0.46132,0.52097
54,102,9,93,8380,10240,aged,1860,46,2,0.9184,0.60829,0.60484,0.53412,0.78165,0.42200,0.42898,0.53873,0.61290,0.52168
54,103,9,91,8520,8540,takenOver,20,0,0,0.0517,0.50815,0.33550,0.46695,0.61477,0.16551,0.38547,0.45658,0.47838,0.52346
54,103,10,96,8540,10660,aged,2120,57,2,0.9019,0.41354,0.34261,0.49263,0.68615,0.19837,0.46632,0.42385,0.45419,0.51701
54,104,11,84,8560,8580,takenOver,20,0,0,0.0619,0.58226,0.40485,0.53976,0.86274,0.26861,0.50378,0.38491,0.58537,0.57035
54,104,9,85,8580,8600,takenOver,20,0,0,0.1627,0.55529,0.57904,0.44938,0.74339,0.37519,0.57200,0.57363,0.64183,0.50458
54,105,8,87,8580,10600,aged,2020,67,1,0.9259,0.49285,0.54683,0.72923,0.67713,0.34310,0.45220,0.42580,0.32537,0.40311
54,104,9,90,8600,10720,aged,2120,43,3,0.9473,0.38760,0.60862,0.59580,0.81154,0.46263,0.62063,0.58573,0.50919,0.51900
54,106,10,86,8620,8660,takenOver,40,0,0,0.0589,0.39058,0.30505,0.44228,0.64713,0.17935,0.48454,0.48397,0.35042,0.56255
54,106,12,97,8660,10500,aged,1840,46,2,0.9284,0.59690,0.38094,0.45755,0.81445,0.21148,0.64141,0.42041,0.61039,0.60730
54,107,8,89,8700,10820,aged,2120,96,0,0.9226,0.42251,0.46778,0.67416,0.65421,0.22084,0.44167,0.43751,0.45754,0.56756
54,108,11,103,8780,10960,aged,2180,61,2,0.8942,0.37898,0.35908,0.47754,0.66408,0.22417,0.41331,0.39799,0.42692,0.51451
54,109,9,100,8800,8820,takenOver,20,0,0,0.0539,0.48271,0.34078,0.65716,0.72047,0.22376,0.55107,0.38232,0.47424,0.45351
54,109,8,99,8820,8860,takenOver,40,0,0,0.1604,0.48200,0.39622,0.67989,0.68152,0.14316,0.47300,0.39058,0.51921,0.52433
54,109,10,104,8860,11020,aged,2160,31,4,0.9431,0.34440,0.67883,0.61545,0.85251,0.48332,0.62395,0.58115,0.55433,0.52366
54,110,9,105,8920,8940,takenOver,20,0,0,0.0741,0.44315,0.53271,0.73071,0.68430,0.28691,0.45617,0.44293,0.30004,0.37596
54,110,9,88,8940,8960,takenOver,20,0,0,0.1641,0.48510,0.36178,0.62833,0.85813,0.25650,0.32937,0.46118,0.63496,0.57223
54,110,10,102,8960,10780,aged,1820,85,1,0.9641,0.60934,0.60565,0.57500,0.83154,0.40488,0.41246,0.53732,0.59441,0.55881
54,111,12,98,9060,9080,takenOver,20,0,0,0.0631,0.66120,0.49835,0.49514,0.88542,0.15260,0.45463,0.31488,0.62228,0.50973
54,111,12,108,9080,9100,takenOver,20,0,0,0.1186,0.36366,0.36113,0.46171,0.69307,0.23598,0.42278,0.40799,0.37981,0.49171
54,111,13,106,9100,10960,aged,1860,86,0,0.9461,0.57882,0.34421,0.49435,0.80316,0.22725,0.53668,0.38746,0.56424,0.61768
54,112,8,92,9140,11240,aged,2100,44,1,0.9147,0.43443,0.58390,0.50894,0.84749,0.37603,0.52744,0.65653,0.48279,0.46523
54,113,9,100,9200,9220,takenOver,20,0,0,0.0543,0.47355,0.28649,0.70815,0.76417,0.23260,0.48022,0.36246,0.56497,0.47651
54,113,9,101,9220,11100,aged,1880,49,2,0.9477,0.58533,0.61866,0.45660,0.77160,0.32277,0.54473,0.66878,0.43714,0.55125
54,114,11,109,9340,11500,aged,2160,63,2,0.9173,0.39950,0.65555,0.60327,0.86786,0.52841,0.61274,0.56048,0.52897,0.49916
54,115,11,103,9400,9480,takenOver,80,0,0,0.0859,0.40612,0.28293,0.52009,0.67783,0.22043,0.50454,0.44952,0.45245,0.53434
54,115,10,96,9480,11540,aged,2060,76,1,0.9468,0.40891,0.34903,0.49539,0.61139,0.17697,0.51905,0.42321,0.46740,0.51783
54,116,12,98,9520,9540,takenOver,20,0,0,0.0673,0.65578,0.50598,0.48936,0.83663,0.20665,0.45553,0.29608,0.55824,0.45540
54,116,13,106,9540,11380,aged,1840,48,2,0.9278,0.61737,0.36835,0.45383,0.81964,0.17702,0.61387,0.43352,0.60190,0.59247
54,117,10,102,9580,11460,aged,1880,46,2,0.9171,0.59558,0.62406,0.53786,0.77492,0.44455,0.45340,0.50112,0.57387,0.57837
54,118,9,101,9660,11600,aged,1940,73,1,0.9330,0.55857,0.64462,0.49946,0.82097,0.30961,0.55156,0.64289,0.49924,0.53274
54,119,11,115,9700,9740,takenOver,40,0,0,0.0529,0.37260,0.45268,0.52218,0.55934,0.18625,0.56308,0.40296,0.45325,0.51827
54,119,11,109,9740,9780,takenOver,40,0,0,0.1841,0.34631,0.64827,0.58745,0.83900,0.46345,0.61010,0.54678,0.56932,0.53609
54,119,10,104,9780,11840,aged,2060,74,2,0.9450,0.41207,0.60491,0.56020,0.82692,0.48230,0.62606,0.62078,0.49715,0.48527
54,120,14,116,9980,10000,takenOver,20,0,0,0.0539,0.63475,0.44775,0.49347,0.82562,0.21443,0.56184,0.37244,0.61098,0.61356
54,120,11,117,10000,11820,aged,1820,44,2,0.8915,0.63087,0.58490,0.55335,0.77206,0.43431,0.44563,0.44237,0.51897,0.54981
54,121,10,113,10040,10060,takenOver,20,0,0,0.0819,0.56626,0.65805,0.39231,0.78377,0.31055,0.50998,0.66889,0.47554,0.53168
54,122,11,119,10040,12000,alive,1960,57,2,0.8908,0.41171,0.58435,0.53008,0.76773,0.47887,0.66647,0.66238,0.48107,0.48944
54,121,9,100,10060,12000,alive,1940,52,2,0.8875,0.47684,0.39311,0.67567,0.76193,0.25899,0.52593,0.37660,0.52072,0.51336
54,123,12,114,10240,10260,takenOver,20,0,0,0.0856,0.43044,0.68314,0.61400,0.87143,0.54069,0.59786,0.54453,0.55242,0.47942
54,123,11,109,10260,12000,alive,1740,37,2,0.8473,0.28273,0.72160,0.61905,0.82399,0.48379,0.63423,0.59474,0.52510,0.48359
54,124,10,104,10360,12000,alive,1640,51,1,0.8770,0.44323,0.62292,0.61096,0.80713,0.49280,0.62686,0.56522,0.49584,0.50661
54,125,9,112,10480,10500,takenOver,20,0,0,0.0784,0.37920,0.54600,0.53660,0.83684,0.42409,0.52996,0.66824,0.48527,0.45132
54,125,11,117,10500,12000,alive,1500,39,2,0.9386,0.55635,0.64742,0.52608,0.79654,0.40121,0.45688,0.50237,0.54938,0.55285
54,126,10,121,10600,10660,takenOver,60,0,0,0.0786,0.45539,0.41619,0.66140,0.79425,0.27508,0.54467,0.36566,0.56262,0.47521
54,127,10,113,10660,12000,alive,1340,40,1,0.9091,0.61461,0.63628,0.49167,0.73338,0.32070,0.58427,0.64777,0.39011,0.53168
54,126,12,108,10660,12000,alive,1340,34,2,0.8933,0.35776,0.33242,0.42242,0.70557,0.23009,0.36899,0.36143,0.42349,0.53685
54,128,12,122,10700,12000,alive,1300,40,1,0.7482,0.38624,0.55200,0.56667,0.72623,0.48921,0.67474,0.66946,0.48878,0.48899
54,129,11,109,10760,10840,takenOver,80,0,0,0.1282,0.33685,0.71016,0.66034,0.86144,0.46417,0.65445,0.54259,0.53586,0.55480
54,130,11,110,10760,10780,takenOver,20,0,0,0.0806,0.59452,0.61462,0.54609,0.78167,0.41152,0.43582,0.54136,0.66884,0.55252
54,130,12,125,10780,12000,alive,1220,35,1,0.9231,0.58572,0.59280,0.54524,0.80398,0.44996,0.48280,0.50671,0.56192,0.60027
54,129,12,123,10840,12000,alive,1160,31,1,0.9011,0.28359,0.69836,0.67879,0.82280,0.45850,0.64148,0.62003,0.50587,0.49538
54,131,13,130,11000,12000,alive,1000,23,1,0.8937,0.55904,0.57464,0.54109,0.77879,0.42963,0.50241,0.54907,0.54700,0.57029
54,132,13,126,11000,11020,takenOver,20,0,0,0.0520,0.34722,0.32819,0.44170,0.69281,0.26990,0.37832,0.33152,0.39829,0.53920
54,133,12,120,11020,11060,takenOver,40,0,0,0.0916,0.61236,0.56437,0.55430,0.77679,0.46467,0.43620,0.46675,0.51658,0.50964
54,132,10,121,11020,11060,takenOver,40,0,0,0.1457,0.46796,0.38745,0.68104,0.71702,0.27479,0.46409,0.32989,0.50685,0.54320
54,133,14,116,11060,12000,alive,940,40,0,0.8970,0.60174,0.36497,0.42403,0.84603,0.10720,0.62447,0.39366,0.59366,0.58475
54,132,13,129,11060,12000,alive,940,19,1,0.8752,0.28391,0.66903,0.67317,0.82555,0.43801,0.62696,0.56373,0.52906,0.45721
54,134,11,124,11100,12000,alive,900,15,1,0.8100,0.43353,0.61421,0.68590,0.81789,0.51450,0.63620,0.56170,0.51802,0.52143
54,135,12,114,11220,11280,takenOver,60,0,0,0.1162,0.41127,0.69603,0.60950,0.93829,0.52083,0.52064,0.53530,0.50637,0.48515
54,135,12,123,11280,12000,alive,720,27,0,0.8504,0.26075,0.69217,0.58291,0.84487,0.51004,0.64313,0.61440,0.55564,0.49000
54,136,10,118,11300,12000,alive,700,27,0,0.8255,0.58796,0.64383,0.54716,0.82515,0.26366,0.50713,0.65471,0.50056,0.48345
54,137,14,131,11300,12000,alive,700,26,0,0.8071,0.58931,0.55583,0.57289,0.74344,0.42899,0.49144,0.55254,0.56537,0.57112
54,138,12,120,11440,11520,takenOver,80,0,0,0.1237,0.59889,0.59608,0.51847,0.77883,0.44754,0.43897,0.44811,0.47731,0.51627
54,138,14,132,11520,12000,alive,480,15,0,0.7790,0.30998,0.66057,0.67303,0.86445,0.43871,0.64057,0.55231,0.56710,0.48002
54,139,12,134,11600,12000,alive,400,7,0,0.5396,0.33422,0.65785,0.64218,0.81770,0.54742,0.66534,0.56824,0.51961,0.57027
54,140,11,127,11620,12000,alive,380,11,0,0.7006,0.62397,0.61060,0.48160,0.72180,0.37779,0.52047,0.64483,0.39120,0.53957
54,141,11,119,11780,11840,takenOver,60,0,0,0.1026,0.42163,0.55395,0.52799,0.78836,0.47612,0.64866,0.61029,0.47861,0.51425
54,142,12,125,11780,12000,alive,220,0,0,0.3639,0.54041,0.59193,0.51275,0.77796,0.41429,0.44490,0.54498,0.57285,0.54602
54,141,12,122,11840,12000,alive,160,0,0,0.4462,0.39075,0.60684,0.54505,0.74035,0.42674,0.65019,0.68645,0.48568,0.51701
54,143,13,128,11880,12000,alive,120,0,0,0.1515,0.40367,0.55187,0.57450,0.68153,0.50035,0.68092,0.68119,0.46018,0.47770
54,144,13,126,11900,12000,alive,100,0,0,0.0894,0.37845,0.31836,0.39280,0.70504,0.24651,0.37723,0.36028,0.41866,0.52744
55,1,0,0,0,1960,aged,1960,24,2,0.7687,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,2,0,0,0,1960,aged,1960,60,2,0.9966,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,3,0,0,0,1960,aged,1960,60,2,0.9966,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,4,0,0,0,1960,aged,1960,60,2,0.9959,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,5,0,0,0,1960,aged,1960,60,2,0.9945,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,6,0,0,0,1960,aged,1960,60,2,0.9963,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
55,7,1,4,20,1920,aged,1900,65,1,0.9111,0.58442,0.47910,0.49802,0.64826,0.32003,0.51760,0.53865,0.51697,0.45340
55,8,1,3,40,1960,aged,1920,68,1,0.9325,0.56516,0.52689,0.50886,0.69666,0.25715,0.50396,0.47352,0.51865,0.50817
55,9,1,5,40,1960,aged,1920,66,1,0.9130,0.56401,0.44759,0.50158,0.66459,0.35774,0.48775,0.52824,0.51203,0.47274
55,10,1,6,40,2020,aged,1980,51,2,0.9226,0.52340,0.51572,0.47156,0.64529,0.33490,0.56837,0.48447,0.50766,0.53770
55,11,1,1,60,1960,aged,1900,85,0,0.9123,0.58387,0.51865,0.54138,0.64946,0.20715,0.45823,0.46066,0.60681,0.49519
55,12,1,2,60,2060,aged,2000,50,3,0.9232,0.50506,0.48427,0.48341,0.59081,0.24517,0.47043,0.48859,0.50858,0.48871
55,13,2,10,340,2340,aged,2000,56,2,0.9182,0.51062,0.55491,0.45097,0.63419,0.35858,0.53578,0.47878,0.53777,0.51910
55,14,2,12,400,2420,aged,2020,57,1,0.9205,0.49572,0.51266,0.48391,0.61902,0.24717,0.43343,0.45226,0.52923,0.46460
55,15,1,4,420,500,takenOver,80,0,0,0.1193,0.54229,0.48917,0.55109,0.64760,0.29458,0.51245,0.53341,0.47316,0.55067
55,16,1,5,480,2440,aged,1960,65,2,0.9138,0.54647,0.49428,0.45689,0.62826,0.25142,0.51263,0.51705,0.49508,0.47824
55,15,2,7,500,2280,aged,1780,50,2,0.9587,0.60877,0.43118,0.47427,0.58758,0.33743,0.52054,0.53109,0.49553,0.43292
55,17,1,2,520,2420,aged,1900,68,1,0.9339,0.58426,0.48672,0.48168,0.64799,0.25548,0.44464,0.48538,0.51478,0.46579
55,18,2,8,580,600,takenOver,20,0,0,0.0727,0.51990,0.52208,0.47929,0.71094,0.26205,0.52894,0.41891,0.47137,0.49321
55,19,3,13,580,640,takenOver,60,0,0,0.0941,0.54269,0.58661,0.48803,0.60620,0.37345,0.55821,0.48340,0.54445,0.48505
55,18,1,3,600,2560,aged,1960,53,2,0.9509,0.52314,0.52074,0.45110,0.59406,0.36321,0.51615,0.51414,0.48653,0.51330
55,20,3,15,600,2440,aged,1840,70,1,0.9317,0.62698,0.48290,0.45010,0.52662,0.41185,0.53691,0.56894,0.50196,0.43955
55,19,1,6,640,2560,aged,1920,89,0,0.9450,0.52882,0.46867,0.50613,0.61880,0.27564,0.54076,0.47334,0.47013,0.45829
55,21,2,9,700,760,takenOver,60,0,0,0.0913,0.59728,0.45117,0.57218,0.72564,0.32726,0.44158,0.55023,0.59251,0.45764
55,21,1,1,760,2620,aged,1860,66,1,0.9233,0.56352,0.47636,0.46221,0.65903,0.28299,0.49608,0.47777,0.47802,0.46860
55,22,2,18,760,2740,aged,1980,70,1,0.9208,0.53131,0.51230,0.43445,0.60621,0.38395,0.49888,0.57351,0.48182,0.58253
55,23,2,10,780,2740,aged,1960,54,2,0.9231,0.54756,0.55969,0.47527,0.70170,0.38050,0.55776,0.44159,0.53480,0.49976
55,24,2,17,1040,1060,takenOver,20,0,0,0.0687,0.59486,0.49306,0.42869,0.67047,0.28695,0.42081,0.52031,0.47447,0.52171
55,24,2,12,1060,3000,aged,1940,71,1,0.9532,0.53679,0.47915,0.45484,0.57385,0.27568,0.43760,0.53158,0.50642,0.53762
55,25,3,15,1980,3940,aged,1960,67,1,0.9083,0.54664,0.43172,0.50127,0.60192,0.34781,0.49957,0.55752,0.49546,0.48143
55,26,2,16,1980,2160,takenOver,180,0,0,0.0017,0.53942,0.43724,0.47286,0.61243,0.25612,0.48005,0.49912,0.53045,0.43335
55,28,2,12,2020,2040,takenOver,20,0,0,0.0684,0.50534,0.46187,0.47618,0.59292,0.27987,0.49601,0.49385,0.47939,0.54499
55,27,3,23,2020,2060,takenOver,40,0,0,0.0909,0.53512,0.60441,0.48620,0.69077,0.40348,0.47485,0.40582,0.52863,0.48784
55,28,3,24,2040,4060,aged,2020,56,2,0.9503,0.48748,0.46839,0.44456,0.60283,0.26837,0.40349,0.51990,0.47658,0.57226
55,29,2,18,2060,3980,aged,1920,50,2,0.9320,0.57362,0.54896,0.50624,0.61173,0.35441,0.49812,0.49191,0.51093,0.54605
55,27,3,13,2060,4040,aged,1980,39,3,0.9019,0.49576,0.53830,0.50163,0.69510,0.38260,0.54470,0.48885,0.54927,0.55123
55,30,3,14,2120,2180,takenOver,60,0,0,0.1047,0.52589,0.49559,0.46365,0.61236,0.30118,0.43435,0.46107,0.48235,0.47042
55,26,2,21,2160,2380,takenOver,220,0,0,0.0036,0.59999,0.47084,0.47555,0.68072,0.27297,0.48426,0.46914,0.41578,0.46538
55,30,4,28,2180,4140,aged,1960,73,1,0.9587,0.48905,0.48172,0.46478,0.58979,0.24959,0.36200,0.52722,0.48260,0.57523
55,31,4,20,2180,3940,aged,1760,40,2,0.9144,0.68476,0.50828,0.42672,0.57317,0.38044,0.53156,0.52969,0.53548,0.42746
55,32,3,29,2320,4220,aged,1900,56,1,0.9302,0.58769,0.53059,0.44596,0.63537,0.36757,0.46404,0.47932,0.51055,0.53995
55,33,3,22,2360,4340,aged,1980,45,2,0.8265,0.52627,0.52508,0.40243,0.54138,0.37588,0.51612,0.62812,0.50479,0.59908
55,26,2,16,2380,2960,takenOver,580,0,0,0.0901,0.51733,0.50736,0.49065,0.63279,0.20210,0.48513,0.50519,0.51492,0.49380
55,34,4,27,2380,2440,takenOver,60,0,0,0.1062,0.51749,0.54528,0.50027,0.65377,0.38954,0.50139,0.45969,0.54073,0.54429
55,35,5,31,2440,2460,takenOver,20,0,0,0.0671,0.62947,0.47944,0.42932,0.61606,0.39598,0.48406,0.56491,0.54380,0.42508
55,34,3,23,2440,4340,aged,1900,70,1,0.9598,0.53803,0.53696,0.48615,0.70825,0.38843,0.53150,0.40651,0.53111,0.48217
55,35,4,25,2460,4380,aged,1920,69,1,0.9418,0.56127,0.44388,0.49910,0.64168,0.32594,0.48579,0.61877,0.48567,0.45408
55,36,5,30,2520,4580,aged,2060,57,1,0.9136,0.46272,0.44390,0.43936,0.57631,0.27255,0.39583,0.51280,0.48383,0.58442
55,37,4,28,2620,4620,aged,2000,53,2,0.9306,0.51581,0.46440,0.44924,0.62326,0.26762,0.40894,0.50356,0.44868,0.61229
55,38,4,32,2680,4580,aged,1900,47,1,0.9219,0.58082,0.50978,0.41169,0.63812,0.35900,0.46010,0.46470,0.52135,0.55350
55,39,4,33,2700,2840,takenOver,140,0,0,0.1092,0.54572,0.55567,0.39964,0.56928,0.36721,0.53567,0.64965,0.53303,0.60291
55,40,3,29,2780,4740,aged,1960,70,1,0.9290,0.54392,0.53002,0.47530,0.65521,0.34011,0.48423,0.50743,0.50128,0.54889
55,41,4,27,2800,4860,aged,2060,54,2,0.9206,0.47061,0.51704,0.51814,0.67960,0.35620,0.59367,0.48824,0.60137,0.55867
55,42,6,36,2800,2880,takenOver,80,0,0,0.0955,0.42737,0.44336,0.38505,0.57174,0.31692,0.38987,0.50602,0.47027,0.57116
55,39,4,34,2840,4680,aged,1840,20,3,0.8077,0.52079,0.48725,0.49371,0.71366,0.39713,0.55306,0.35944,0.49191,0.46614
55,42,5,31,2880,4580,aged,1700,60,1,0.9546,0.66905,0.46840,0.40614,0.59918,0.44285,0.57524,0.58288,0.54458,0.45858
55,26,5,38,2960,3640,takenOver,680,0,0,0.0185,0.57068,0.51123,0.42616,0.68381,0.32854,0.47170,0.47483,0.52558,0.52885
55,43,5,37,3060,5060,aged,2000,72,1,0.9296,0.50934,0.40867,0.42779,0.62887,0.24509,0.38678,0.52073,0.43718,0.56515
55,44,4,33,3140,5120,aged,1980,70,1,0.8995,0.52161,0.58143,0.42880,0.51903,0.35169,0.53450,0.64556,0.50435,0.57533
55,45,5,39,3140,5000,aged,1860,29,3,0.9074,0.61409,0.48249,0.53583,0.70436,0.38884,0.54084,0.34715,0.43228,0.45837
55,46,5,41,3280,5400,aged,2120,43,3,0.8961,0.42613,0.50528,0.56690,0.66727,0.31817,0.67078,0.48500,0.53618,0.57270
55,47,6,45,3500,5340,aged,1840,35,3,0.9099,0.62926,0.50715,0.54579,0.71417,0.43928,0.50468,0.35528,0.43355,0.50505
55,26,6,46,3640,3660,takenOver,20,0,0,0.0312,0.39793,0.53757,0.56402,0.69708,0.30212,0.71601,0.52552,0.47744,0.58205
55,26,5,39,3660,3740,takenOver,80,0,0,0.0185,0.51029,0.42884,0.52570,0.69976,0.44279,0.59718,0.40837,0.48914,0.50629
