arm,seed,population,plantPatches,plantGenerations,plantBirths,founderGrowth,finalGrowth,founderSeedInvestment,finalSeedInvestment,founderWaterEfficiency,finalWaterEfficiency,founderNutrition,finalNutrition,founderDefense,finalDefense,founderDispersal,finalDispersal,founderMoistureTolerance,finalMoistureTolerance,founderTemperatureTolerance,finalTemperatureTolerance,founderNutrientUptake,finalNutrientUptake,founderSeedlingResilience,finalSeedlingResilience
control,151,48,24,18,206,0.47126,0.51055,0.57459,0.64962,0.42904,0.58976,0.67638,0.63773,0.30512,0.34690,0.42752,0.49412,0.52022,0.53671,0.51826,0.57334,0.53705,0.66177,0.56921,0.60168
control,152,48,23,17,248,0.50558,0.55344,0.43899,0.49138,0.51346,0.30118,0.75182,0.74886,0.32801,0.31859,0.53568,0.63077,0.48898,0.51778,0.41507,0.42227,0.52302,0.48096,0.47672,0.43353
control,153,48,24,21,234,0.59295,0.71978,0.49684,0.46044,0.45441,0.48531,0.67005,0.67472,0.33131,0.34029,0.50604,0.63266,0.56672,0.61883,0.44857,0.38053,0.48445,0.43009,0.43704,0.44788
control,154,48,23,15,224,0.54981,0.65784,0.49253,0.51498,0.47300,0.51227,0.66233,0.73641,0.19330,0.19595,0.45842,0.71455,0.53166,0.38216,0.50671,0.57735,0.45195,0.47168,0.52004,0.40934
control,155,48,23,14,182,0.57104,0.53345,0.47544,0.57246,0.58928,0.68606,0.71765,0.71945,0.25441,0.31275,0.39782,0.39582,0.52956,0.59020,0.55207,0.58704,0.47867,0.47267,0.49007,0.47851
control,156,48,22,13,219,0.61779,0.49530,0.46606,0.56850,0.57293,0.58897,0.63616,0.72308,0.26918,0.17069,0.47986,0.66431,0.55529,0.54772,0.57946,0.55548,0.46625,0.40933,0.42868,0.30941
control,157,48,21,15,192,0.61984,0.53204,0.56563,0.69693,0.49537,0.45986,0.69306,0.76960,0.34456,0.24415,0.49268,0.52406,0.58822,0.58418,0.57791,0.68210,0.59474,0.56142,0.49734,0.56397
control,158,48,24,20,242,0.56085,0.68909,0.51710,0.45840,0.52382,0.43889,0.69033,0.77575,0.27740,0.02703,0.51370,0.67614,0.53946,0.43270,0.55604,0.61142,0.51414,0.47836,0.47749,0.39903
control,159,48,24,21,222,0.60396,0.76027,0.51667,0.50776,0.47791,0.39352,0.64273,0.61470,0.33416,0.38537,0.41965,0.60235,0.54191,0.54734,0.58376,0.64382,0.50877,0.41761,0.48946,0.57518
control,160,48,24,18,226,0.49923,0.51113,0.45457,0.56742,0.58355,0.73006,0.70610,0.62785,0.30605,0.45877,0.48672,0.60540,0.40831,0.38758,0.44199,0.34049,0.54443,0.54948,0.47782,0.31560
control,161,48,23,14,188,0.50196,0.47146,0.46895,0.41810,0.59566,0.55287,0.66193,0.52039,0.28198,0.23979,0.45084,0.36682,0.50999,0.53134,0.42519,0.42027,0.48805,0.52420,0.49765,0.54824
contest,42,48,23,13,179,0.58193,0.59595,0.44741,0.47463,0.50266,0.51536,0.72797,0.71685,0.31490,0.56684,0.49474,0.79310,0.47024,0.42911,0.45573,0.34882,0.49048,0.43053,0.50368,0.55335
contest,43,48,24,17,179,0.58513,0.61262,0.48045,0.69772,0.50661,0.54476,0.62356,0.68708,0.34570,0.32268,0.48445,0.69776,0.46005,0.36496,0.57536,0.38101,0.50839,0.61004,0.52898,0.41044
contest,44,48,24,18,172,0.56185,0.66491,0.49594,0.47352,0.57368,0.66849,0.57621,0.57706,0.22067,0.36578,0.51307,0.74384,0.52618,0.50687,0.46143,0.43521,0.52174,0.46046,0.57704,0.64432
contest,45,48,24,17,205,0.56052,0.58008,0.45715,0.53843,0.50860,0.47017,0.55251,0.53393,0.31881,0.29537,0.56099,0.73495,0.59964,0.64169,0.52860,0.54200,0.51426,0.62237,0.51818,0.36132
contest,46,48,23,16,187,0.56718,0.65318,0.50438,0.48783,0.45156,0.43658,0.60114,0.57744,0.33185,0.47689,0.44651,0.67820,0.45845,0.34087,0.53869,0.56528,0.39127,0.46476,0.46622,0.39185
contest,47,48,22,13,164,0.49407,0.51263,0.48889,0.54038,0.44804,0.50601,0.69594,0.73612,0.33240,0.33135,0.52559,0.65118,0.41175,0.38469,0.47912,0.50042,0.52331,0.44866,0.53083,0.47495
contest,48,48,23,15,165,0.55549,0.45371,0.50251,0.63915,0.44247,0.51964,0.64097,0.71330,0.28743,0.31210,0.56249,0.58262,0.49792,0.47929,0.50538,0.51420,0.50027,0.57950,0.53393,0.46216
contest,49,48,23,15,169,0.56272,0.58103,0.45326,0.51498,0.55592,0.43446,0.65201,0.60042,0.30358,0.43763,0.44467,0.56327,0.46123,0.39924,0.53838,0.65684,0.50867,0.54870,0.39756,0.32572
contest,50,48,24,14,180,0.51071,0.46746,0.52759,0.70387,0.53089,0.51690,0.74842,0.76810,0.23896,0.31394,0.54288,0.66727,0.56362,0.58962,0.51236,0.52683,0.47968,0.45020,0.54196,0.54218
contest,51,48,22,12,173,0.52763,0.54460,0.51197,0.57593,0.46969,0.48192,0.66689,0.74532,0.31691,0.22664,0.55039,0.66649,0.56249,0.62375,0.50191,0.64276,0.54781,0.67741,0.58186,0.54696
contest,52,48,23,19,186,0.57420,0.69201,0.52459,0.54561,0.46111,0.32119,0.71880,0.65896,0.30174,0.37034,0.47099,0.62028,0.48651,0.59187,0.58270,0.68781,0.45110,0.51489,0.44916,0.47927
contest,53,48,20,13,154,0.44605,0.43733,0.45903,0.46518,0.42899,0.31490,0.69627,0.71177,0.31930,0.26540,0.48697,0.69796,0.47012,0.39635,0.50090,0.64856,0.56698,0.58464,0.51130,0.57035
contest,54,48,24,14,165,0.53164,0.51191,0.56011,0.50192,0.49069,0.55393,0.62841,0.64224,0.30597,0.30126,0.52542,0.60627,0.46913,0.39808,0.46637,0.50544,0.48264,0.43320,0.55825,0.52990
contest,55,48,24,14,197,0.61932,0.60884,0.47070,0.43933,0.49829,0.40694,0.60587,0.58393,0.33533,0.34959,0.55316,0.63123,0.53124,0.50383,0.50649,0.39855,0.48239,0.54499,0.51861,0.50940
contest,56,48,21,14,173,0.49925,0.51169,0.45184,0.48320,0.50735,0.45045,0.69694,0.64842,0.29297,0.35823,0.53254,0.68189,0.45188,0.50815,0.47351,0.38388,0.52189,0.44018,0.54013,0.50007
contest,57,48,22,18,169,0.52385,0.63784,0.49191,0.49220,0.49133,0.50066,0.60511,0.75123,0.31846,0.33713,0.48965,0.54085,0.50500,0.57227,0.56479,0.62495,0.54367,0.54084,0.53216,0.47753
contest,58,48,22,14,163,0.57054,0.51537,0.49621,0.48612,0.49325,0.55998,0.73126,0.82951,0.39727,0.39215,0.50216,0.56106,0.54219,0.54499,0.47566,0.47465,0.47419,0.42254,0.48715,0.48376
contest,59,48,21,17,161,0.59902,0.53239,0.48230,0.50250,0.45174,0.46309,0.58643,0.61213,0.27141,0.29055,0.54417,0.62081,0.54843,0.68968,0.51646,0.40890,0.49147,0.50982,0.47227,0.56766
contest,60,48,23,16,167,0.52977,0.49263,0.52002,0.40799,0.54976,0.72446,0.62704,0.67550,0.31342,0.16133,0.54927,0.51894,0.61418,0.57926,0.47620,0.44438,0.50209,0.58289,0.45849,0.29322
contest,61,48,22,12,168,0.53429,0.50293,0.38681,0.45879,0.50775,0.52799,0.59941,0.55588,0.32767,0.31922,0.53582,0.56995,0.46071,0.51991,0.48403,0.48163,0.47497,0.48055,0.52067,0.46976
contest,62,48,23,13,195,0.61373,0.49173,0.57942,0.52126,0.47458,0.38224,0.64195,0.50659,0.31142,0.14531,0.57155,0.62035,0.51333,0.49887,0.51903,0.45610,0.51913,0.52948,0.54033,0.41215
contest,63,48,22,13,176,0.49865,0.40934,0.54551,0.61317,0.54514,0.58493,0.65457,0.77925,0.20171,0.23805,0.59244,0.74760,0.47545,0.51339,0.50128,0.50748,0.55480,0.59604,0.46812,0.45343
contest,64,48,24,14,189,0.60025,0.60124,0.45105,0.46661,0.49464,0.45828,0.59822,0.67623,0.19549,0.32084,0.53395,0.71466,0.46221,0.40102,0.52330,0.66719,0.46913,0.36845,0.54920,0.59027
contest,65,48,22,15,175,0.54044,0.57979,0.48128,0.53355,0.51543,0.50058,0.62431,0.52673,0.37930,0.44869,0.55835,0.61576,0.52451,0.55145,0.46932,0.47774,0.45837,0.43713,0.51711,0.44479
contest,66,48,24,14,182,0.47361,0.46571,0.55167,0.46434,0.51247,0.48158,0.60523,0.59468,0.25606,0.23914,0.53909,0.66644,0.54604,0.45369,0.49337,0.59426,0.48856,0.44947,0.50515,0.58732
contest,67,48,21,18,189,0.60867,0.59132,0.48898,0.48365,0.49997,0.44523,0.65644,0.66180,0.31575,0.23753,0.45503,0.61238,0.43502,0.41772,0.56858,0.60870,0.52241,0.48120,0.47657,0.45070
contest,68,48,23,14,174,0.53413,0.44481,0.55233,0.50789,0.61887,0.73629,0.70337,0.64213,0.30252,0.30451,0.52765,0.70108,0.42215,0.35570,0.55784,0.69066,0.48591,0.52495,0.41897,0.48964
contest,69,48,23,16,172,0.58395,0.51428,0.45405,0.53127,0.56435,0.63135,0.65499,0.59407,0.24945,0.33911,0.47150,0.61633,0.56899,0.58334,0.48842,0.61879,0.54159,0.48955,0.47268,0.47471
contest,70,48,21,14,168,0.61917,0.56257,0.53303,0.53584,0.47232,0.36235,0.64700,0.70929,0.36123,0.40587,0.52762,0.60167,0.46836,0.37675,0.47665,0.28665,0.53402,0.49264,0.55347,0.51304
contest,71,48,21,17,157,0.49784,0.44111,0.47844,0.46194,0.51717,0.40633,0.63536,0.65924,0.31637,0.31173,0.45474,0.52382,0.48286,0.40084,0.50773,0.59975,0.56230,0.55291,0.54541,0.42880
contest,72,48,23,15,171,0.56880,0.49543,0.46942,0.53207,0.50449,0.46073,0.65004,0.62540,0.19589,0.20566,0.46220,0.62122,0.47064,0.47528,0.54368,0.50145,0.46437,0.37923,0.43598,0.46693
contest,73,48,23,13,161,0.55928,0.42831,0.52802,0.64209,0.57125,0.54108,0.67834,0.69822,0.29607,0.23543,0.52439,0.68416,0.56046,0.53177,0.52529,0.55786,0.53534,0.62304,0.49179,0.59519
contest,74,48,23,13,162,0.57414,0.49552,0.46020,0.44858,0.50874,0.42850,0.70106,0.69519,0.32593,0.35363,0.54751,0.55447,0.51591,0.45106,0.53624,0.60355,0.47221,0.39734,0.53325,0.46847
contest,75,48,23,16,201,0.52658,0.56318,0.47665,0.39589,0.53264,0.44288,0.70781,0.73936,0.33165,0.29187,0.48301,0.81294,0.50958,0.53214,0.53347,0.50345,0.44122,0.53650,0.51883,0.54431
contest,76,48,21,13,153,0.51756,0.46409,0.53078,0.41162,0.51405,0.55149,0.67566,0.78462,0.32493,0.36212,0.50172,0.61588,0.51733,0.54544,0.47405,0.34784,0.43344,0.53050,0.51098,0.66447
contest,77,48,24,15,172,0.55310,0.56795,0.49787,0.53205,0.40909,0.48897,0.57231,0.51627,0.32498,0.21545,0.44753,0.64419,0.47363,0.42046,0.54870,0.46321,0.42792,0.37756,0.50937,0.50838
contest,78,48,22,15,152,0.50349,0.58712,0.47114,0.59301,0.51234,0.67259,0.61892,0.58955,0.33718,0.44075,0.54717,0.66715,0.53989,0.64394,0.39809,0.59891,0.49617,0.49890,0.55326,0.70832
contest,79,48,23,15,166,0.55105,0.53918,0.47101,0.70244,0.49097,0.51018,0.72741,0.67273,0.35835,0.44340,0.55549,0.64654,0.53482,0.44599,0.54684,0.53898,0.55977,0.63013,0.50304,0.49162
contest,80,48,22,13,160,0.45749,0.54567,0.46229,0.59089,0.52505,0.55933,0.65348,0.69072,0.29942,0.38433,0.53706,0.57353,0.53539,0.47891,0.50690,0.53960,0.53846,0.62859,0.52138,0.43950
contest,81,48,23,15,159,0.54125,0.61115,0.47486,0.49870,0.57267,0.53894,0.72363,0.72296,0.35006,0.22250,0.41610,0.51757,0.52425,0.57125,0.56974,0.50087,0.52210,0.44382,0.42643,0.32116
contest,82,48,24,13,166,0.55373,0.51201,0.52022,0.54217,0.55831,0.65041,0.64713,0.66021,0.22150,0.22315,0.48938,0.57415,0.49547,0.53441,0.50880,0.46682,0.57999,0.59730,0.51706,0.47078
contest,83,48,22,15,181,0.58435,0.46874,0.54109,0.62787,0.46513,0.33558,0.70964,0.76678,0.31543,0.30106,0.50273,0.62862,0.49019,0.46756,0.49717,0.61838,0.57203,0.55868,0.44867,0.49732
contest,84,48,24,15,182,0.52731,0.30197,0.54386,0.57777,0.51477,0.47214,0.69426,0.66161,0.29913,0.31888,0.52987,0.78297,0.52220,0.61603,0.49999,0.64546,0.54366,0.48146,0.48242,0.56486
contest,85,48,23,15,180,0.54465,0.52810,0.51398,0.56896,0.54092,0.60398,0.61901,0.61535,0.24020,0.32845,0.51529,0.69124,0.41207,0.45739,0.49283,0.56397,0.52657,0.49231,0.49763,0.49063
contest,86,48,22,13,173,0.57084,0.56675,0.46880,0.56098,0.51281,0.57531,0.69297,0.59182,0.27742,0.22558,0.44526,0.53261,0.53646,0.47970,0.44388,0.44415,0.43580,0.36268,0.47334,0.32700
contest,87,48,21,15,152,0.54884,0.55939,0.54591,0.52539,0.49152,0.59840,0.69119,0.58510,0.26060,0.29212,0.49340,0.55825,0.49918,0.45781,0.56765,0.60347,0.47174,0.54341,0.48302,0.50326
contest,88,48,23,17,172,0.57032,0.54824,0.49023,0.58638,0.43256,0.38319,0.72754,0.78385,0.25685,0.19022,0.55726,0.61289,0.50595,0.35815,0.42019,0.43656,0.40245,0.46002,0.46006,0.59931
contest,89,48,23,14,169,0.51436,0.52867,0.51150,0.49831,0.51891,0.58932,0.65276,0.61049,0.30881,0.29774,0.50287,0.68789,0.46065,0.42562,0.45411,0.45352,0.45402,0.36677,0.51938,0.52548
contest,90,48,24,15,156,0.61058,0.59224,0.46992,0.41165,0.52044,0.69147,0.64060,0.61399,0.34335,0.37070,0.49421,0.61520,0.46357,0.59753,0.39117,0.30408,0.49081,0.60634,0.53858,0.69525
contest,91,48,23,16,169,0.50607,0.50831,0.48448,0.53655,0.43367,0.56461,0.66849,0.67298,0.32183,0.18966,0.49189,0.74566,0.52370,0.67841,0.45165,0.50662,0.55859,0.73178,0.53614,0.50197
contest,92,48,21,16,153,0.50965,0.49225,0.55844,0.65560,0.48764,0.42411,0.58956,0.72265,0.37691,0.35158,0.45901,0.62397,0.56476,0.37092,0.51100,0.48132,0.56386,0.62211,0.49162,0.46516
contest,93,48,23,16,175,0.55257,0.45719,0.52657,0.44460,0.49710,0.54233,0.69029,0.65449,0.24753,0.19677,0.52885,0.67597,0.47579,0.52273,0.57641,0.68285,0.52088,0.55274,0.44132,0.52613
contest,94,48,24,14,190,0.54972,0.51865,0.50310,0.59372,0.48029,0.58230,0.69790,0.79331,0.28634,0.18512,0.56283,0.62854,0.50702,0.49674,0.46967,0.32361,0.45812,0.52804,0.44479,0.29171
contest,95,48,22,15,181,0.52811,0.47770,0.48966,0.53575,0.51581,0.51830,0.63476,0.68264,0.21292,0.27025,0.47343,0.61374,0.49465,0.56221,0.48102,0.49183,0.43583,0.47494,0.40515,0.46094
contest,96,48,23,17,148,0.55353,0.60507,0.54745,0.52867,0.53359,0.55641,0.74292,0.84559,0.29163,0.29958,0.48748,0.57540,0.46527,0.50498,0.51924,0.42131,0.41802,0.52562,0.58216,0.60444
contest,97,48,22,18,163,0.48664,0.52561,0.45511,0.48777,0.52309,0.43688,0.71380,0.72166,0.31380,0.12198,0.47709,0.65846,0.42036,0.31405,0.52355,0.42503,0.51892,0.61735,0.53431,0.42865
contest,98,48,22,16,144,0.54136,0.57709,0.54231,0.52674,0.47051,0.38096,0.55866,0.39417,0.27527,0.13009,0.43084,0.51831,0.46134,0.42712,0.42881,0.46938,0.52403,0.65487,0.43472,0.48433
contest,99,48,23,15,157,0.51721,0.52320,0.46210,0.47270,0.56823,0.45449,0.70475,0.77164,0.26308,0.28477,0.46944,0.58268,0.54425,0.71386,0.54421,0.51587,0.46157,0.40334,0.52910,0.39928
contest,100,48,22,15,180,0.55936,0.59950,0.47397,0.39405,0.45409,0.62638,0.64114,0.63745,0.25066,0.35905,0.53684,0.67105,0.45587,0.57677,0.54342,0.65220,0.43075,0.43359,0.55091,0.49756
contest,101,48,22,16,173,0.63466,0.67906,0.53963,0.54762,0.52921,0.54594,0.65970,0.63920,0.26628,0.19502,0.49546,0.62812,0.43769,0.49076,0.37919,0.35249,0.48906,0.39369,0.47456,0.30550
contest,102,48,23,16,155,0.58341,0.50646,0.53109,0.69862,0.54709,0.66092,0.71454,0.75014,0.31310,0.29938,0.47983,0.53446,0.48333,0.53065,0.50609,0.50325,0.55511,0.32214,0.54544,0.48276
contest,103,48,23,17,179,0.55739,0.44792,0.50675,0.60847,0.54298,0.47389,0.60944,0.62023,0.29431,0.29628,0.48893,0.60003,0.50391,0.62991,0.46340,0.43833,0.47078,0.55182,0.45828,0.40316
contest,104,48,24,15,203,0.58602,0.44186,0.57475,0.44296,0.46700,0.42191,0.66601,0.59844,0.22954,0.17395,0.53713,0.75787,0.47209,0.51897,0.51916,0.37077,0.43390,0.39160,0.35289,0.34821
contest,105,48,23,19,152,0.52718,0.76716,0.55136,0.58019,0.51872,0.81303,0.67141,0.76136,0.27416,0.15427,0.43870,0.71730,0.46821,0.61668,0.56284,0.62211,0.50677,0.61936,0.54135,0.45711
contest,106,48,23,16,188,0.56865,0.64271,0.52495,0.65195,0.63060,0.68062,0.72259,0.79757,0.39903,0.34935,0.56670,0.63228,0.48331,0.35738,0.58772,0.63822,0.55597,0.53260,0.43287,0.37200
contest,107,48,24,16,178,0.53016,0.51367,0.53653,0.47013,0.58783,0.53810,0.66741,0.74503,0.29829,0.38717,0.51532,0.68306,0.54689,0.39874,0.43594,0.51217,0.50783,0.33375,0.52456,0.58459
contest,108,48,21,15,151,0.58408,0.58191,0.55141,0.61660,0.47981,0.57513,0.65434,0.62589,0.29587,0.39915,0.50993,0.67056,0.44793,0.46773,0.46902,0.48629,0.42452,0.37332,0.55071,0.62628
contest,109,48,23,13,160,0.45488,0.37739,0.50973,0.62516,0.58209,0.62605,0.64778,0.61262,0.26402,0.23838,0.49184,0.56200,0.50151,0.57343,0.48721,0.36753,0.55903,0.54764,0.52392,0.46900
contest,110,48,23,17,189,0.56811,0.58679,0.53071,0.52336,0.47346,0.43528,0.66208,0.73470,0.25333,0.30197,0.52479,0.61211,0.45350,0.44817,0.45835,0.49037,0.47311,0.44265,0.49017,0.44132
contest,111,48,21,14,141,0.57535,0.44227,0.54153,0.57804,0.48055,0.56543,0.63357,0.66759,0.27526,0.32240,0.43115,0.42292,0.53568,0.52054,0.44791,0.43816,0.43026,0.45181,0.50576,0.42997
contest,112,48,24,13,168,0.53051,0.61783,0.52750,0.53446,0.50070,0.57809,0.72573,0.74449,0.40802,0.45611,0.46664,0.53241,0.56144,0.58014,0.53457,0.57966,0.46531,0.54231,0.45029,0.55639
contest,113,48,23,18,171,0.57407,0.65347,0.53700,0.47179,0.49881,0.46271,0.71576,0.74740,0.21443,0.10806,0.48870,0.61600,0.51844,0.42166,0.53956,0.35933,0.51134,0.37258,0.45132,0.45247
contest,114,48,24,17,173,0.51387,0.48728,0.47733,0.59315,0.45546,0.56586,0.67513,0.68157,0.28878,0.17865,0.50127,0.68625,0.46358,0.51050,0.48888,0.40154,0.54116,0.58077,0.48263,0.50233
contest,115,48,22,14,184,0.58030,0.55584,0.53748,0.56202,0.51290,0.57525,0.61528,0.59958,0.33831,0.45796,0.53044,0.59530,0.50597,0.61762,0.53284,0.55900,0.59012,0.60748,0.42591,0.42537
contest,116,48,22,18,163,0.55799,0.55823,0.49181,0.66134,0.55185,0.60484,0.66768,0.64930,0.23018,0.10573,0.44871,0.51146,0.53998,0.56358,0.41214,0.49105,0.46320,0.47337,0.46718,0.39102
contest,117,48,22,12,173,0.57871,0.43666,0.48995,0.52347,0.48965,0.43018,0.71359,0.72146,0.28660,0.26525,0.51218,0.65373,0.46375,0.46954,0.59247,0.63131,0.43114,0.42303,0.57099,0.47607
contest,118,48,22,14,185,0.57419,0.53472,0.47878,0.58670,0.51193,0.45561,0.64759,0.63995,0.22414,0.27109,0.55685,0.65383,0.53490,0.54787,0.50893,0.55313,0.55677,0.51206,0.48989,0.38594
contest,119,48,24,15,165,0.49094,0.52165,0.49460,0.55792,0.48315,0.46994,0.64521,0.59890,0.31652,0.44740,0.48602,0.58525,0.44672,0.40293,0.60718,0.68968,0.56347,0.52404,0.51429,0.50771
contest,120,48,21,17,184,0.57657,0.54342,0.54207,0.53873,0.45472,0.45445,0.70011,0.77741,0.29606,0.28350,0.53929,0.64482,0.44563,0.37864,0.45545,0.50205,0.49562,0.51629,0.48342,0.47103
contest,121,48,23,13,156,0.47525,0.37850,0.58250,0.42338,0.55598,0.43437,0.66249,0.71370,0.31285,0.37337,0.46621,0.61675,0.46815,0.44576,0.44185,0.43871,0.46601,0.58376,0.48550,0.41982
contest,122,48,24,15,170,0.58241,0.51007,0.47544,0.46351,0.49767,0.53506,0.70797,0.83603,0.30376,0.30179,0.51643,0.60161,0.43098,0.45006,0.43239,0.42349,0.49340,0.51324,0.53334,0.48717
contest,123,48,23,17,175,0.60782,0.59678,0.50257,0.66427,0.50363,0.52075,0.67153,0.62026,0.36943,0.45144,0.54072,0.61514,0.56153,0.50736,0.56187,0.47590,0.57376,0.51735,0.45329,0.48003
contest,124,48,22,15,168,0.55314,0.57467,0.56255,0.41972,0.53989,0.64799,0.64475,0.66288,0.32666,0.28100,0.48007,0.56554,0.44778,0.61425,0.55492,0.63343,0.53742,0.39616,0.43162,0.53127
contest,125,48,24,15,172,0.58798,0.48870,0.53402,0.47662,0.46789,0.43296,0.69760,0.49051,0.29982,0.32975,0.48242,0.69536,0.45143,0.53466,0.55446,0.51821,0.49715,0.44120,0.54463,0.47564
contest,126,48,23,15,178,0.56295,0.62628,0.45466,0.66760,0.45110,0.36158,0.69580,0.73593,0.30013,0.25152,0.55229,0.69823,0.53659,0.49689,0.49301,0.53566,0.45980,0.59435,0.48453,0.62549
contest,127,48,20,14,157,0.58271,0.55918,0.50859,0.49518,0.54531,0.51827,0.55348,0.44461,0.29061,0.40997,0.50394,0.53111,0.53503,0.40199,0.45172,0.35946,0.57063,0.50588,0.50466,0.62564
contest,128,48,24,18,161,0.58299,0.59127,0.50820,0.56325,0.46764,0.31185,0.66210,0.74372,0.36369,0.34018,0.46829,0.58967,0.57560,0.59238,0.45625,0.52059,0.45926,0.53533,0.48387,0.53524
contest,129,48,24,16,165,0.48308,0.47874,0.54298,0.61162,0.49420,0.43556,0.67506,0.55756,0.35157,0.26042,0.48969,0.58478,0.44105,0.43654,0.54821,0.62213,0.46000,0.40441,0.48509,0.54990
contest,130,48,22,14,169,0.45914,0.46072,0.55771,0.62490,0.49589,0.40667,0.58097,0.47075,0.34989,0.41850,0.52599,0.54442,0.51570,0.53736,0.53468,0.61632,0.49435,0.42936,0.47634,0.50988
contest,131,48,24,14,168,0.57625,0.60394,0.55031,0.52021,0.53108,0.62748,0.52967,0.52371,0.27487,0.26951,0.55764,0.58336,0.45687,0.42954,0.52621,0.45165,0.48570,0.23750,0.50057,0.52620
contest,132,48,23,16,176,0.55995,0.70105,0.42733,0.47401,0.49801,0.52273,0.65345,0.70686,0.36452,0.27944,0.48797,0.64048,0.44582,0.44917,0.49208,0.63810,0.51219,0.40959,0.51035,0.55750
contest,133,48,22,15,173,0.58710,0.61564,0.50382,0.48597,0.44418,0.32648,0.57516,0.45310,0.36267,0.30292,0.48898,0.61511,0.49710,0.57219,0.58158,0.64154,0.44227,0.58025,0.46390,0.52589
contest,134,48,20,15,142,0.58585,0.62477,0.46091,0.41875,0.51796,0.52998,0.72285,0.72346,0.34881,0.35061,0.41955,0.45874,0.43681,0.49019,0.48844,0.54313,0.55580,0.59603,0.50048,0.45829
contest,135,48,23,16,169,0.52632,0.51025,0.44494,0.51433,0.46401,0.35695,0.67978,0.69853,0.30056,0.37853,0.52182,0.73347,0.43049,0.46968,0.48827,0.51470,0.57627,0.52896,0.52643,0.47132
contest,136,48,22,15,161,0.53376,0.55999,0.42077,0.45131,0.50014,0.47583,0.57865,0.47035,0.27728,0.26296,0.49462,0.67253,0.50803,0.50914,0.52680,0.60972,0.57432,0.54280,0.45646,0.36090
contest,137,48,21,16,185,0.54910,0.63528,0.51845,0.58618,0.49579,0.52456,0.59776,0.54498,0.37160,0.37965,0.52496,0.64946,0.51105,0.62925,0.48541,0.46567,0.53016,0.32614,0.51315,0.44046
contest,138,48,22,13,170,0.56520,0.53705,0.45257,0.43456,0.54333,0.71834,0.63554,0.62535,0.20019,0.24068,0.46958,0.58725,0.55307,0.51663,0.50661,0.40331,0.46928,0.49133,0.46970,0.44256
contest,139,48,24,16,157,0.61487,0.67417,0.48211,0.58351,0.47584,0.42784,0.64216,0.72662,0.27675,0.25500,0.46944,0.51542,0.51477,0.49264,0.50838,0.31746,0.51584,0.50301,0.49339,0.54440
contest,140,48,23,13,165,0.53705,0.48135,0.47863,0.43879,0.59502,0.57856,0.71064,0.69908,0.32138,0.28314,0.52762,0.59213,0.51997,0.57112,0.50255,0.55467,0.53701,0.55204,0.48225,0.45057
contest,141,48,22,15,165,0.52678,0.44545,0.53599,0.52206,0.54940,0.61658,0.59778,0.61878,0.24596,0.27338,0.54485,0.60323,0.56433,0.49315,0.54665,0.59133,0.42315,0.56049,0.54468,0.60001
contest,142,48,23,14,156,0.52559,0.45164,0.54052,0.48524,0.50644,0.62683,0.60446,0.68769,0.30190,0.23780,0.42273,0.59724,0.54426,0.65194,0.48285,0.45952,0.47142,0.61266,0.53317,0.47937
contest,143,48,21,13,162,0.50247,0.43048,0.51484,0.50466,0.54286,0.54931,0.68499,0.68259,0.26759,0.33132,0.46401,0.53589,0.55311,0.55883,0.53952,0.57012,0.49173,0.43050,0.43319,0.37210
contest,144,48,23,15,192,0.52887,0.48777,0.52234,0.48780,0.52360,0.39800,0.68732,0.78043,0.32149,0.17891,0.48605,0.61119,0.59881,0.56816,0.51726,0.58767,0.56579,0.59167,0.46315,0.48479
contest,145,48,20,14,161,0.51956,0.51352,0.57851,0.51094,0.48170,0.43208,0.60704,0.59886,0.29460,0.22397,0.43896,0.55081,0.51200,0.55342,0.58288,0.59003,0.58237,0.53119,0.43958,0.39626
contest,146,48,23,16,180,0.50618,0.58292,0.54364,0.70541,0.50142,0.63131,0.58514,0.65001,0.29281,0.37381,0.50256,0.66701,0.55628,0.51240,0.53599,0.47302,0.50479,0.36591,0.47263,0.42170
contest,147,48,23,13,184,0.54234,0.43017,0.49525,0.59492,0.41304,0.46269,0.69674,0.62778,0.27672,0.20737,0.54669,0.73170,0.43982,0.51699,0.47929,0.39095,0.55968,0.61997,0.54838,0.38985
contest,148,48,21,16,157,0.58405,0.59865,0.53347,0.52234,0.49027,0.43213,0.62322,0.64504,0.25501,0.18013,0.45036,0.49418,0.51297,0.51669,0.52489,0.47151,0.60826,0.57591,0.54850,0.48529
contest,149,48,22,14,154,0.50853,0.43354,0.45885,0.49295,0.54248,0.52693,0.71730,0.67688,0.36550,0.33118,0.50434,0.52562,0.48562,0.53041,0.48218,0.41536,0.59011,0.60679,0.54809,0.51563
contest,150,48,22,19,168,0.58161,0.69983,0.48844,0.49734,0.46828,0.55969,0.56259,0.65231,0.35221,0.33649,0.47958,0.63708,0.52155,0.50896,0.46766,0.52988,0.49053,0.50448,0.47200,0.47338
contest,151,48,24,16,149,0.47126,0.52944,0.57459,0.48882,0.42904,0.40217,0.67638,0.63320,0.30512,0.27787,0.42752,0.49237,0.52022,0.43418,0.51826,0.54391,0.53705,0.53938,0.56921,0.47965
contest,152,48,22,14,167,0.50558,0.47109,0.43899,0.54121,0.51346,0.52511,0.75182,0.75213,0.32801,0.32125,0.53568,0.50575,0.48898,0.39897,0.41507,0.44967,0.52302,0.43131,0.47672,0.38525
