schema=1
code_revision=0ef2e4e
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=false
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=true
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=4
ReproductionNeedFraction=0.7
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,maneuverability,fear,neutral_marker
slope-off,42,12359655598958975291,162,0,0.7056,5.1298,0.6315,0.4935,0.5703,0.4531,0.4382,0.5207,0.4953,0.4131,0.9397,0.6260,0.4897,0.5104,0.5037,0.0412,0.0373,0.0412,0.0389,0.0609,0.0512,0.4850
slope-off,52,2745640555926014405,329,0,0.5341,11.4290,0.4874,0.5338,0.4936,0.4410,0.4293,0.5269,0.6087,0.8239,0.4461,0.8201,0.4970,0.4934,0.4914,0.0380,0.0646,0.0344,0.0386,0.0280,0.0326,0.4972
slope-off,53,17749220826333713971,79,0,0.6663,13.7616,0.4950,0.5040,0.4338,0.5031,0.3806,0.4610,0.5606,0.5556,0.7954,0.6692,0.4632,0.5113,0.4577,0.0376,0.0588,0.0531,0.0375,0.0398,0.0369,0.5261
slope-off,55,3600199425840384524,55,0,0.7817,9.2480,0.5921,0.5617,0.4097,0.4244,0.5193,0.5319,0.4871,0.3971,0.4063,0.8481,0.4838,0.5338,0.5249,0.0479,0.0565,0.0541,0.1113,0.0301,0.0376,0.5376
slope-off,58,10433766855373659854,500,0,0.6228,14.1445,0.5770,0.4874,0.4557,0.4651,0.4782,0.5036,0.6176,0.6184,0.8066,0.7707,0.4854,0.5303,0.5028,0.0403,0.0591,0.0377,0.0421,0.0521,0.0561,0.4975
slope-off,69,8180873593771185870,261,0,0.7649,1.8052,0.2868,0.5509,0.4939,0.4583,0.4927,0.5611,0.4722,0.6104,0.6688,0.6702,0.4691,0.4794,0.5023,0.0428,0.0393,0.0322,0.0356,0.0484,0.0451,0.5050
slope-off,74,7994265104367374589,500,0,0.6186,2.6238,0.3925,0.4732,0.4332,0.4728,0.5019,0.4571,0.5516,0.6078,0.7372,0.8432,0.4976,0.5000,0.4766,0.0336,0.0418,0.0479,0.0457,0.0480,0.0311,0.5058
slope-off,80,10305893890718674093,270,0,0.7296,13.8581,0.9349,0.6115,0.5261,0.5133,0.4953,0.5438,0.5210,0.5825,0.7072,0.6647,0.4993,0.5484,0.4883,0.0316,0.0461,0.0573,0.0516,0.0336,0.0331,0.5391
slope-off,98,16927195787971079190,142,0,0.7842,3.4446,0.3262,0.5331,0.4618,0.5261,0.4947,0.5180,0.5507,0.5914,0.5538,0.6958,0.4895,0.5609,0.5480,0.0748,0.0493,0.0404,0.0716,0.0634,0.0403,0.5107
slope-off,101,15155276626089194680,500,0,0.7258,0.8795,0.1569,0.6611,0.5631,0.4962,0.5938,0.4807,0.5764,0.6408,0.8276,0.7286,0.5030,0.4952,0.5690,0.0501,0.0681,0.0389,0.0450,0.0549,0.0469,0.4908
slope-off,107,2042132758483627016,120,0,0.7602,13.1207,0.7356,0.4681,0.4310,0.4768,0.4210,0.4830,0.5436,0.5140,0.7004,0.7139,0.4566,0.5276,0.4785,0.0527,0.0468,0.0442,0.0300,0.0446,0.0436,0.5025
slope-off,114,11101458631628257657,161,0,0.7999,23.6056,0.3514,0.6239,0.4798,0.5303,0.5135,0.5196,0.5140,0.8240,0.6958,0.5167,0.4730,0.5674,0.5369,0.0460,0.0399,0.0428,0.0305,0.0367,0.0391,0.5053
slope-off,118,3234028007724225259,452,0,0.3857,6.8685,0.2834,0.5253,0.4493,0.6048,0.4649,0.4784,0.5554,0.6632,0.7880,0.7220,0.4628,0.4756,0.5071,0.0499,0.0523,0.0428,0.0570,0.0765,0.0449,0.5014
slope-off,120,13504659927579624040,254,0,0.7154,6.0270,0.4395,0.4268,0.4711,0.3982,0.5525,0.4168,0.5054,0.5200,0.7717,0.6353,0.4963,0.4736,0.4687,0.0446,0.0399,0.0516,0.0471,0.0409,0.0360,0.5204
slope-off,128,6594704230789465571,280,0,0.7304,15.5118,0.8767,0.4875,0.5039,0.4068,0.5353,0.4108,0.6046,0.4527,0.7907,0.7249,0.5001,0.5039,0.5111,0.0450,0.0474,0.0428,0.0342,0.0417,0.0454,0.4906
slope-off,135,11447765920442761718,400,0,0.6907,5.0492,0.2948,0.4305,0.5447,0.5614,0.5254,0.3997,0.4477,0.6371,0.7646,0.7917,0.5146,0.4918,0.5039,0.0424,0.0477,0.0423,0.0326,0.0390,0.0581,0.5024
slope-off,147,11398201810662270763,251,0,0.7292,11.5884,0.3128,0.5260,0.5741,0.4804,0.5899,0.5194,0.3939,0.6131,0.8612,0.5821,0.5073,0.5052,0.4943,0.0513,0.0429,0.0370,0.0658,0.0557,0.0427,0.4941
slope-off,148,2386685588144109872,293,0,0.4628,9.9417,0.4065,0.5689,0.5898,0.4928,0.4226,0.5691,0.5081,0.6236,0.7815,0.7240,0.4936,0.5220,0.5103,0.0479,0.0391,0.0509,0.0485,0.0383,0.0536,0.5108
slope-off,150,8899204952984164568,205,0,0.6768,4.3882,0.4134,0.4462,0.6628,0.5705,0.4529,0.4696,0.3992,0.4910,0.7673,0.7237,0.5169,0.5477,0.5041,0.0528,0.0500,0.0368,0.0515,0.0370,0.0795,0.4929
slope-off,152,11642761733747668291,171,0,0.7249,0.4585,0.1568,0.4134,0.5168,0.4049,0.5252,0.6268,0.4329,0.4516,0.8401,0.8083,0.4777,0.4711,0.5039,0.0395,0.0353,0.0715,0.0600,0.0342,0.0460,0.5249
slope-off,153,4300828323976027032,497,0,0.7652,0.2151,0.0750,0.5314,0.5454,0.5005,0.5843,0.5565,0.5630,0.6695,0.8529,0.7369,0.4997,0.4933,0.4887,0.0492,0.0606,0.0501,0.0443,0.0379,0.0556,0.4867
slope-off,167,8334951855983731182,500,0,0.6824,5.0017,0.4234,0.4265,0.4986,0.4757,0.5307,0.4637,0.5577,0.7662,0.7804,0.8268,0.5105,0.5622,0.4928,0.0523,0.0561,0.0439,0.0448,0.0496,0.0562,0.5095
slope-off,176,16187975811185348436,320,0,0.0033,10.7746,0.2762,0.5128,0.5528,0.4871,0.5379,0.4217,0.4635,0.8009,0.7940,0.7599,0.4577,0.4951,0.4858,0.0587,0.0507,0.0286,0.0448,0.0489,0.0412,0.4918
slope-off,187,10883016154303510216,102,0,0.7961,2.1572,0.3275,0.4866,0.5235,0.4239,0.4971,0.4264,0.4245,0.6548,0.5037,0.5020,0.5076,0.4904,0.5276,0.0421,0.0632,0.0287,0.0420,0.0505,0.0493,0.4749
slope-off,193,17572783604786237196,127,0,0.7838,10.1236,0.6364,0.5215,0.4579,0.6816,0.4748,0.5589,0.4725,0.6596,0.4587,0.6724,0.3947,0.4650,0.4682,0.0321,0.0396,0.0279,0.0481,0.0634,0.0390,0.5256
slope-off,221,9859578797352462643,193,0,0.6915,7.9570,0.5539,0.5468,0.5532,0.4727,0.4716,0.5284,0.5126,0.5580,0.5573,0.8006,0.5006,0.4834,0.5232,0.0421,0.0351,0.0402,0.0443,0.0479,0.0395,0.5143
slope-off,228,16526676540542049096,326,0,0.7211,21.4855,0.4210,0.4579,0.5102,0.5707,0.3975,0.4838,0.4738,0.6615,0.7922,0.8052,0.4930,0.4946,0.5282,0.0485,0.0629,0.0445,0.0338,0.0454,0.0521,0.5145
slope-off,229,17149685555212344100,338,0,0.7045,16.9865,0.3993,0.5235,0.5002,0.4332,0.5654,0.4353,0.4594,0.6378,0.6869,0.7713,0.5061,0.5029,0.4596,0.0410,0.0386,0.0490,0.0444,0.0522,0.0432,0.5204
slope-off,238,4093585266684954821,212,0,0.7700,4.8269,0.4181,0.4890,0.4338,0.5157,0.5506,0.3768,0.5623,0.5506,0.6607,0.7697,0.4948,0.4819,0.5031,0.0341,0.0440,0.0388,0.0582,0.0536,0.0320,0.5260
slope-off,243,3893245265837070610,237,0,0.6995,20.3099,0.5259,0.4368,0.5028,0.4930,0.4995,0.5000,0.4581,0.5237,0.8667,0.6657,0.4799,0.5039,0.4904,0.0387,0.0500,0.0330,0.0367,0.0528,0.0343,0.5251
slope-on,42,5365983463172968021,386,0,0.7497,6.1437,0.4822,0.3994,0.5382,0.4141,0.3493,0.4687,0.5241,0.6641,0.8544,0.8264,0.4937,0.4882,0.4884,0.0517,0.0589,0.0537,0.0444,0.0450,0.0381,0.4897
slope-on,52,3174706670670112641,191,0,0.3686,3.2995,0.3050,0.6025,0.5336,0.4707,0.4825,0.5271,0.5788,0.7063,0.4882,0.8188,0.4961,0.5098,0.4942,0.0423,0.0619,0.0388,0.0529,0.0336,0.0565,0.4863
slope-on,53,13441314087190283874,154,0,0.7663,12.7770,0.4900,0.5393,0.2914,0.4492,0.3987,0.5226,0.5962,0.5197,0.7899,0.6481,0.4892,0.5023,0.4733,0.0490,0.0454,0.0690,0.0490,0.0447,0.0387,0.5431
slope-on,55,18193259803061263826,105,0,0.6070,7.9311,0.5989,0.5783,0.3351,0.4862,0.6143,0.4808,0.5616,0.3644,0.8599,0.7531,0.4939,0.4924,0.5073,0.0303,0.0597,0.0468,0.0643,0.0462,0.0559,0.5549
slope-on,58,6214153312989586690,365,0,0.4024,15.9806,0.4835,0.4711,0.4327,0.5271,0.4569,0.4975,0.5794,0.5877,0.8732,0.8304,0.4848,0.4918,0.4887,0.0451,0.0494,0.0485,0.0452,0.0405,0.0466,0.5015
slope-on,69,13852161248359884376,267,0,0.1684,3.8140,0.4458,0.5141,0.4854,0.5202,0.5377,0.5273,0.3500,0.7262,0.6254,0.7913,0.4475,0.4739,0.5075,0.0385,0.0483,0.0436,0.0452,0.0358,0.0468,0.4685
slope-on,74,11450263922840823368,463,0,0.6124,0.7653,0.1079,0.4741,0.4929,0.4688,0.5402,0.4437,0.5552,0.6601,0.7097,0.8988,0.4812,0.5190,0.4644,0.0364,0.0398,0.0470,0.0435,0.0468,0.0342,0.5291
slope-on,80,12411762737138479205,252,0,0.7530,11.0252,0.8510,0.6366,0.5272,0.4789,0.5735,0.5059,0.5640,0.6370,0.7993,0.5866,0.5295,0.4632,0.4543,0.0477,0.0431,0.0423,0.0471,0.0338,0.0492,0.5075
slope-on,98,7703976639333365864,76,0,0.7722,2.4165,0.3152,0.5056,0.3904,0.5418,0.5173,0.5344,0.5706,0.6332,0.5198,0.4823,0.4913,0.5357,0.4989,0.0734,0.0464,0.0383,0.1082,0.0534,0.0474,0.5015
slope-on,101,16431280151774103587,500,0,0.6776,1.0079,0.1686,0.5260,0.5271,0.5158,0.4804,0.4619,0.6194,0.5886,0.8368,0.8080,0.4792,0.5055,0.5079,0.0426,0.0450,0.0391,0.0365,0.0628,0.0412,0.5034
slope-on,107,4868232111246326977,188,0,0.7438,14.2394,0.6488,0.5315,0.4926,0.5188,0.4134,0.4939,0.5723,0.5119,0.8113,0.7403,0.4579,0.5219,0.4667,0.0620,0.0596,0.0365,0.0445,0.0431,0.0311,0.5030
slope-on,114,17246088515408434852,229,0,0.7274,24.0873,0.3716,0.4428,0.4775,0.5078,0.4558,0.5866,0.4860,0.7631,0.7543,0.5069,0.4915,0.5307,0.4840,0.0431,0.0412,0.0427,0.0348,0.0340,0.0404,0.5141
slope-on,118,14906211604734219236,331,0,0.6683,7.4862,0.2617,0.5329,0.4523,0.5519,0.4369,0.4628,0.5847,0.6905,0.8424,0.6829,0.4772,0.4442,0.4956,0.0354,0.0408,0.0389,0.0513,0.0684,0.0511,0.5101
slope-on,120,4560695956752166792,238,0,0.5332,4.8188,0.5930,0.3735,0.4546,0.4503,0.5235,0.4380,0.4630,0.5061,0.6973,0.6766,0.5093,0.4687,0.4813,0.0385,0.0418,0.0479,0.0480,0.0342,0.0388,0.5402
slope-on,128,1027703477072939865,293,0,0.7156,7.4623,0.6302,0.4919,0.5103,0.4721,0.4220,0.4978,0.6326,0.5021,0.9048,0.6840,0.4916,0.5245,0.4938,0.0386,0.0451,0.0399,0.0341,0.0526,0.0407,0.5036
slope-on,135,12752859649862783568,291,0,0.7364,4.3316,0.3423,0.4113,0.5734,0.5916,0.5128,0.4075,0.5234,0.6232,0.8209,0.7504,0.5112,0.5048,0.4859,0.0355,0.0624,0.0462,0.0312,0.0510,0.0471,0.5188
slope-on,147,604621032947058228,74,0,0.7658,12.5639,0.2885,0.6255,0.4614,0.5670,0.5821,0.4423,0.4358,0.5213,0.8740,0.5283,0.4662,0.5377,0.5026,0.0470,0.0390,0.0369,0.0335,0.0798,0.0463,0.4859
slope-on,148,5884840458231840523,242,0,0.6998,11.1404,0.3378,0.5210,0.5114,0.4686,0.4603,0.5163,0.5900,0.6596,0.6247,0.7001,0.4967,0.4858,0.4838,0.0703,0.0323,0.0495,0.0525,0.0464,0.0497,0.4908
slope-on,150,6796497215963655913,249,0,0.5533,4.3964,0.3781,0.4966,0.5605,0.6070,0.4489,0.6135,0.3863,0.5499,0.8390,0.6459,0.5078,0.5030,0.4895,0.0329,0.0544,0.0577,0.0557,0.0404,0.0904,0.5135
slope-on,152,16912599664000878465,174,0,0.6682,0.6550,0.1918,0.4246,0.5135,0.4114,0.5289,0.6266,0.4249,0.4643,0.8707,0.7733,0.4747,0.4640,0.5092,0.0430,0.0331,0.0667,0.0550,0.0356,0.0509,0.5187
slope-on,153,10455629679633827042,399,0,0.0140,0.5799,0.2089,0.5497,0.5604,0.5767,0.5785,0.5671,0.5296,0.7443,0.8192,0.7507,0.4788,0.4956,0.4859,0.0605,0.0546,0.0548,0.0369,0.0391,0.0454,0.5112
