schema=1
code_revision=0ef2e4e
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=Legacy
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=false
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=true
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=3
ReproductionNeedFraction=0.7
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,maneuverability,fear,neutral_marker
slope-off,42,9708438584642093981,43,0,0.2685,9.3560,1.8022,0.4748,0.4168,0.4023,0.3177,0.4543,0.6041,0.2643,0.8796,0.8367,0.5119,0.5423,0.4731,0.0256,0.0445,0.0243,0.0561,0.0616,0.0296,0.4858
slope-off,52,4497086965573378743,111,0,0.7157,8.5488,0.4575,0.6373,0.4772,0.4835,0.4240,0.4937,0.5645,0.7667,0.3235,0.8456,0.5175,0.4750,0.4759,0.0291,0.0525,0.0418,0.0473,0.0354,0.0367,0.4991
slope-off,53,10084009191976293930,47,0,0.7807,12.5584,0.4710,0.5141,0.6224,0.4750,0.4161,0.5506,0.6489,0.3912,0.7814,0.7253,0.5332,0.4067,0.4840,0.0403,0.0200,0.0549,0.0432,0.0496,0.0310,0.4905
slope-off,55,3075103043059078342,12,0,0.6861,0.5319,0.3016,0.4179,0.5919,0.4057,0.5741,0.5273,0.5296,0.1141,0.3242,0.9005,0.4058,0.5449,0.4798,0.0771,0.0605,0.1040,0.0450,0.0249,0.0783,0.5550
slope-off,58,830625350775781903,33,0,0.6455,11.0584,0.9144,0.3761,0.4249,0.4153,0.4602,0.4776,0.5559,0.4037,0.6784,0.7579,0.4631,0.4887,0.4749,0.0193,0.0369,0.0162,0.0227,0.0515,0.0684,0.5001
slope-off,69,17765645737366916334,41,0,0.4368,1.2360,0.2850,0.4442,0.4543,0.5080,0.4053,0.5443,0.4031,0.4736,0.6176,0.5888,0.4876,0.4905,0.5219,0.0354,0.0301,0.0224,0.0383,0.0393,0.0324,0.4693
slope-off,74,13615915936648881451,23,0,0.6511,0.1183,0.0805,0.4084,0.4991,0.6637,0.4539,0.3409,0.5706,0.4932,0.6948,0.6928,0.4961,0.5505,0.4038,0.0259,0.0290,0.0635,0.0547,0.0546,0.0160,0.5071
slope-off,80,3341801387829285887,83,0,0.4724,11.1612,0.8328,0.6154,0.4373,0.4765,0.6147,0.5429,0.4485,0.5958,0.7779,0.6630,0.5415,0.4933,0.4719,0.0304,0.0448,0.0369,0.0622,0.0252,0.0735,0.5174
slope-off,98,7390690782223475252,64,0,0.7369,1.6139,0.2974,0.4498,0.4034,0.6153,0.6124,0.5002,0.5570,0.4973,0.4946,0.7255,0.4850,0.5357,0.5051,0.0575,0.0214,0.0544,0.0908,0.0304,0.0305,0.4935
slope-off,101,15308662748870020717,22,0,0.7615,0.0628,0.0435,0.5506,0.5613,0.5572,0.5419,0.4731,0.5727,0.6235,0.5594,0.6700,0.5210,0.4793,0.5148,0.0456,0.0238,0.0377,0.0258,0.0581,0.0256,0.4859
slope-off,107,3974675778635377168,23,0,0.6066,12.8709,0.7475,0.3955,0.4765,0.4151,0.2960,0.4959,0.5092,0.4647,0.4279,0.7743,0.5083,0.4933,0.4889,0.0952,0.0238,0.0249,0.0293,0.0418,0.0404,0.5360
slope-off,114,7236258119637609045,71,0,0.7761,22.3649,0.3675,0.5155,0.5109,0.5689,0.5233,0.5108,0.5194,0.8004,0.5675,0.6345,0.4648,0.5224,0.5072,0.0524,0.0311,0.0264,0.0412,0.0379,0.0263,0.5218
slope-off,118,8321218788904133100,103,0,0.6537,7.1491,0.2972,0.5696,0.4451,0.5688,0.5416,0.5015,0.6056,0.6461,0.7596,0.8169,0.4628,0.4695,0.4785,0.0425,0.0335,0.0402,0.0467,0.0580,0.0410,0.4877
slope-off,120,43047810053393850,38,0,0.6882,0.0665,0.0781,0.6146,0.5382,0.4708,0.4798,0.4287,0.4827,0.2302,0.5113,0.6482,0.4967,0.4514,0.4882,0.0493,0.0153,0.0292,0.0422,0.0370,0.0194,0.5361
slope-off,128,9386274477161768076,108,0,0.5550,17.3138,0.9161,0.5520,0.4582,0.4007,0.5734,0.6226,0.4818,0.4690,0.8083,0.7009,0.5283,0.5295,0.4940,0.0362,0.0296,0.0322,0.0326,0.0512,0.0652,0.4951
slope-off,135,5905962921873266386,68,0,0.7868,5.0849,0.2754,0.4095,0.5045,0.4794,0.5220,0.4015,0.4818,0.8675,0.7801,0.7332,0.5117,0.4643,0.4899,0.0512,0.0918,0.0466,0.0168,0.0489,0.0438,0.5098
slope-off,147,3974326281708564322,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,148,6864354779889349258,67,0,0.5186,12.1140,0.3642,0.5178,0.5626,0.4177,0.3834,0.4308,0.5311,0.7295,0.5821,0.7869,0.5049,0.5042,0.5218,0.0620,0.0349,0.0438,0.0468,0.0318,0.0531,0.5323
slope-off,150,15691235533115058994,67,0,0.6966,4.2026,0.3997,0.3751,0.6451,0.5739,0.4737,0.5527,0.4480,0.5092,0.6055,0.7441,0.5078,0.5229,0.4522,0.0360,0.0248,0.0465,0.0402,0.0511,0.0578,0.5546
slope-off,152,15861757013605971564,23,0,0.7325,0.0000,0.0000,0.6051,0.4341,0.3418,0.4707,0.5681,0.7642,0.0925,0.8463,0.7902,0.4658,0.4952,0.5868,0.0460,0.0608,0.0839,0.0402,0.0260,0.0090,0.5161
slope-off,153,17486966999239848730,132,0,0.6465,0.0525,0.0145,0.5358,0.6098,0.5226,0.5735,0.5727,0.5768,0.7218,0.8014,0.8369,0.5586,0.5157,0.4987,0.0469,0.0357,0.0590,0.0379,0.0316,0.0585,0.4709
slope-off,167,12111421170970616914,9,0,0.5981,3.2696,0.2707,0.5130,0.1789,0.5025,0.3099,0.4557,0.6032,0.5339,0.4053,0.5720,0.4547,0.5049,0.5264,0.0209,0.0527,0.0608,0.0463,0.0143,0.0469,0.4808
slope-off,176,9193237125827369160,96,0,0.6822,10.3482,0.2644,0.4140,0.5741,0.4275,0.4756,0.4149,0.5782,0.6865,0.7268,0.6367,0.4913,0.4982,0.4986,0.0729,0.0430,0.0278,0.0475,0.0457,0.0314,0.4819
slope-off,187,12201426118200438494,19,0,0.6458,0.5251,0.0872,0.3681,0.5599,0.4922,0.4490,0.5221,0.4702,0.4009,0.2398,0.8697,0.5473,0.5947,0.5067,0.0376,0.0894,0.0319,0.0384,0.0597,0.0490,0.5433
slope-off,193,16102215232804488348,140,0,0.6530,11.2289,0.6192,0.5604,0.4469,0.5350,0.4536,0.4674,0.4337,0.6557,0.8086,0.9018,0.4513,0.5429,0.5141,0.0501,0.0360,0.0365,0.0418,0.0426,0.0323,0.5295
slope-off,221,4457776195293215755,28,0,0.7698,0.0400,0.0152,0.4541,0.6023,0.6307,0.4097,0.4607,0.6325,0.2738,0.4350,0.6786,0.4663,0.5076,0.4756,0.0310,0.0243,0.0298,0.0417,0.0369,0.0184,0.4900
slope-off,228,6493220277643634391,19,0,0.7312,21.7739,0.5720,0.3800,0.4595,0.4420,0.3753,0.4263,0.6179,0.3940,0.6834,0.6881,0.4489,0.5496,0.5077,0.0466,0.0588,0.0443,0.0421,0.0311,0.0385,0.5090
slope-off,229,15061339124070252901,138,0,0.7049,17.2645,0.5166,0.5121,0.4376,0.4962,0.4358,0.4264,0.5715,0.7567,0.6204,0.7953,0.5068,0.4999,0.4661,0.0293,0.0391,0.0391,0.0504,0.0391,0.0384,0.5001
slope-off,238,10096691824564137481,34,0,0.6783,0.1210,0.0870,0.5298,0.4695,0.5041,0.8414,0.3810,0.6575,0.3728,0.7755,0.7998,0.5188,0.5449,0.5063,0.0127,0.0373,0.0346,0.0726,0.0349,0.0208,0.5501
slope-off,243,17680554300138812630,26,0,0.5818,16.9818,0.6306,0.5207,0.4115,0.4804,0.5634,0.4590,0.3988,0.4500,0.8439,0.8779,0.4756,0.4871,0.4895,0.0391,0.0305,0.0582,0.0302,0.0871,0.0311,0.5851
slope-on,42,7180111747953963955,67,0,0.7427,6.9114,0.9834,0.5282,0.5353,0.5369,0.5086,0.5452,0.6000,0.7024,0.7771,0.6091,0.5361,0.5405,0.4722,0.0318,0.0264,0.0520,0.0943,0.0639,0.0378,0.4710
slope-on,52,2553180518626503235,84,0,0.7545,3.9821,0.4467,0.5498,0.4269,0.4820,0.4288,0.4941,0.6172,0.7516,0.3944,0.8151,0.4791,0.5100,0.5022,0.0280,0.0605,0.0286,0.0432,0.0191,0.0443,0.4972
slope-on,53,13596672252898624663,25,0,0.6317,13.1004,0.4082,0.6143,0.2607,0.4923,0.5759,0.5512,0.6171,0.3544,0.7376,0.6292,0.4967,0.4753,0.4613,0.0336,0.0583,0.0335,0.0411,0.0395,0.0354,0.5042
slope-on,55,11323979411803670512,20,0,0.5041,0.5538,0.3720,0.5943,0.3834,0.4574,0.3820,0.4835,0.5549,0.1765,0.7413,0.8578,0.4539,0.5050,0.4916,0.0496,0.0397,0.0456,0.0984,0.0404,0.0393,0.5309
slope-on,58,15325287376365849779,28,0,0.7368,11.5893,0.8792,0.5855,0.5641,0.4998,0.3667,0.4953,0.6206,0.6337,0.7035,0.9021,0.4632,0.5009,0.4373,0.0185,0.0535,0.0356,0.0448,0.0324,0.0317,0.4445
slope-on,69,3648974297411262577,30,0,0.6866,1.1734,0.2817,0.4110,0.4538,0.5523,0.5232,0.4923,0.4883,0.6142,0.5873,0.7948,0.4708,0.4696,0.4758,0.0457,0.0203,0.0311,0.0526,0.0323,0.0454,0.4781
