schema=1
code_revision=0ef2e4e
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=Legacy
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=false
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=true
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=4
ReproductionNeedFraction=0.7
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,maneuverability,fear,neutral_marker
slope-off,42,1528133211681063888,41,0,0.7372,6.9504,1.4107,0.5463,0.4611,0.4407,0.2700,0.3765,0.4775,0.4563,0.7191,0.7696,0.5211,0.4872,0.4816,0.0202,0.0467,0.0320,0.0273,0.0538,0.0352,0.4660
slope-off,52,777487782899867131,76,0,0.6985,5.9753,0.4544,0.5136,0.4899,0.4218,0.4842,0.5166,0.5701,0.7497,0.4039,0.8719,0.5151,0.5080,0.5074,0.0365,0.0615,0.0354,0.0228,0.0224,0.0487,0.5109
slope-off,53,3081793628917783440,43,0,0.2009,11.4490,0.4784,0.4771,0.5254,0.5210,0.3997,0.5159,0.5657,0.2004,0.8351,0.7099,0.4885,0.4968,0.4847,0.0276,0.0252,0.0485,0.0446,0.0464,0.0435,0.5003
slope-off,55,4842286033131198547,16,0,0.7668,0.5127,0.3385,0.5487,0.4240,0.4581,0.6383,0.3997,0.4744,0.1460,0.5682,0.9825,0.5269,0.5188,0.5555,0.0598,0.0278,0.0326,0.0625,0.0495,0.0300,0.5682
slope-off,58,17806208990309694822,45,0,0.7410,12.0991,0.8011,0.4728,0.4936,0.4367,0.4232,0.4993,0.4347,0.4656,0.6310,0.8151,0.4838,0.5180,0.4767,0.0283,0.0325,0.0315,0.0437,0.0322,0.0384,0.4988
slope-off,69,5237647985342261992,24,0,0.6261,1.0721,0.3521,0.5728,0.3386,0.5615,0.4799,0.3686,0.4528,0.3707,0.6791,0.6611,0.5567,0.4515,0.4861,0.0361,0.0150,0.0214,0.0321,0.0357,0.0365,0.4858
slope-off,74,16780421614514486998,21,0,0.6216,0.0000,0.0000,0.5590,0.4613,0.5251,0.5000,0.4202,0.6031,0.2821,0.7632,0.8187,0.4851,0.5449,0.4409,0.0209,0.0352,0.0502,0.0585,0.0930,0.0359,0.5147
slope-off,80,5271037978788967008,37,0,0.7294,12.2890,0.8443,0.5388,0.5271,0.5048,0.6071,0.5820,0.5165,0.7052,0.4445,0.6963,0.5553,0.5505,0.5169,0.0392,0.0412,0.0285,0.0755,0.0124,0.0378,0.5664
slope-off,98,6646950716033698000,43,0,0.7304,0.8418,0.2394,0.4090,0.5637,0.5870,0.6784,0.4899,0.4709,0.1174,0.7073,0.4586,0.4400,0.5103,0.4764,0.0617,0.0409,0.0416,0.0669,0.0348,0.0329,0.5164
slope-off,101,7740572932887639855,64,0,0.7545,0.4024,0.0919,0.4778,0.5223,0.4872,0.5386,0.4211,0.6948,0.5448,0.8295,0.7831,0.4996,0.5263,0.5592,0.0454,0.0377,0.0367,0.0412,0.0445,0.0463,0.4991
