schema=1
code_revision=0914369
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=250
FounderProfile=PredationVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.45
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,neutral_marker
slope-on,53,429413585171385789,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,55,11384570247424995879,52,0,0.5573,9.3831,0.5918,0.5460,0.4925,0.4693,0.4964,0.4847,0.4995,0.5307,0.5052,0.4777,0.4884,0.5055,0.4881,0.3563,0.5368,0.6012,0.0930,0.5023
slope-on,58,16085461309435779874,115,0,0.3634,14.7220,0.6208,0.5123,0.6147,0.5076,0.4886,0.6111,0.6073,0.5024,0.5214,0.5144,0.5076,0.5475,0.4577,0.1041,0.6740,0.0683,0.7756,0.4891
slope-on,69,11347974456766081953,232,0,0.6359,2.6680,0.3095,0.5461,0.5251,0.4917,0.5252,0.5206,0.4780,0.4389,0.4922,0.5592,0.4666,0.4924,0.4667,0.2618,0.8383,0.2003,0.9049,0.5156
slope-on,74,13916835850173176910,248,0,0.4880,3.6459,0.3470,0.5221,0.5449,0.4632,0.4939,0.4804,0.5419,0.4970,0.4725,0.5169,0.4826,0.5492,0.3825,0.2535,0.8214,0.4439,0.2304,0.4765
slope-on,80,10132811584284165014,175,0,0.5211,6.3256,0.8781,0.4891,0.4688,0.5369,0.5385,0.4949,0.4948,0.5247,0.4793,0.5019,0.4932,0.4919,0.5302,0.1507,0.8759,0.3411,0.8501,0.5481
slope-on,98,7226096663834158867,136,0,0.6883,4.2613,0.3549,0.5462,0.5083,0.4766,0.4901,0.5471,0.4938,0.5121,0.4977,0.5490,0.4876,0.4971,0.4963,0.1998,0.8512,0.6269,0.2464,0.5124
slope-on,101,17334631578846940386,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,107,3265104980119114132,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,114,1733060806855153524,174,0,0.6070,23.2184,0.3865,0.5158,0.4771,0.5158,0.4836,0.4425,0.4719,0.5291,0.4958,0.5728,0.4641,0.5402,0.4330,0.3325,0.7977,0.3662,0.5014,0.5052
slope-on,118,13519042836838216257,249,0,0.6076,7.3301,0.2774,0.4918,0.5526,0.4874,0.5000,0.4847,0.4980,0.4882,0.5100,0.5246,0.4777,0.4655,0.4779,0.1762,0.7750,0.5745,0.3960,0.5033
slope-on,120,14477977752502207243,249,0,0.5162,5.6224,0.7256,0.4978,0.5389,0.5305,0.5520,0.5104,0.5640,0.5383,0.4931,0.5332,0.4783,0.4813,0.4855,0.2315,0.8485,0.4077,0.2620,0.5284
slope-on,128,2065048382097550416,102,0,0.6015,11.5087,0.6581,0.4935,0.4883,0.5026,0.4813,0.4855,0.4818,0.5029,0.5064,0.5020,0.4817,0.4921,0.4617,0.3863,0.7169,0.3135,0.6130,0.4792
slope-on,135,17091760742415199078,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,147,7537062689521603089,250,0,0.6806,9.7452,0.3206,0.5017,0.4900,0.5100,0.5600,0.4514,0.4872,0.4958,0.5011,0.5200,0.4942,0.4903,0.4552,0.0974,0.3842,0.4086,0.5931,0.4921
slope-on,148,11788042648244819239,249,0,0.6763,11.2969,0.3636,0.5373,0.5029,0.4657,0.4313,0.5300,0.5214,0.4685,0.5159,0.4751,0.4433,0.5401,0.4904,0.1253,0.7973,0.8742,0.5151,0.4692
slope-on,150,18245001225558390283,73,0,0.7402,6.4461,0.4676,0.4147,0.4367,0.5680,0.5448,0.4701,0.4271,0.4181,0.4995,0.5162,0.4045,0.5136,0.4889,0.0914,0.8073,0.5507,0.5135,0.4919
slope-on,152,8928924454431042211,248,0,0.6792,0.9533,0.2077,0.5473,0.4808,0.4996,0.4823,0.4759,0.4996,0.5237,0.5121,0.5035,0.4871,0.4890,0.4939,0.1506,0.7124,0.5600,0.4014,0.4987
slope-on,153,12753571275920432197,71,0,0.6211,0.1750,0.0673,0.5223,0.5332,0.4607,0.4101,0.5462,0.5420,0.5230,0.5401,0.5267,0.5182,0.4868,0.4750,0.3897,0.9060,0.4461,0.5190,0.4314
slope-on,167,9810491228100917838,38,0,0.5872,4.7271,0.3714,0.4558,0.5058,0.5152,0.4545,0.5369,0.4646,0.5317,0.5180,0.5225,0.5053,0.5516,0.4730,0.3590,0.7380,0.4962,0.2768,0.5614
slope-on,176,10685375138486075953,182,0,0.6720,11.0361,0.2839,0.5223,0.5457,0.4908,0.4858,0.4981,0.4910,0.4937,0.5027,0.5213,0.4368,0.5654,0.4918,0.2636,0.8188,0.5378,0.1766,0.4963
slope-on,187,8114806626717362918,8,0,0.7605,1.1477,0.0686,0.5767,0.4873,0.4133,0.4936,0.5433,0.5068,0.5683,0.4635,0.4100,0.5121,0.4563,0.4186,0.3783,0.2885,0.0431,0.2232,0.3941
slope-on,193,6118125138199034063,103,0,0.6710,8.4889,0.7352,0.4970,0.5732,0.5164,0.4675,0.6013,0.5013,0.5350,0.4570,0.4986,0.4208,0.5015,0.4848,0.1890,0.6282,0.4414,0.5250,0.5085
slope-on,221,7398964455895578990,248,0,0.5296,6.3075,0.4854,0.5225,0.5044,0.5087,0.4967,0.4889,0.5061,0.5210,0.4989,0.4967,0.5181,0.4552,0.4703,0.2572,0.6604,0.1830,0.7100,0.5253
slope-on,228,2755204231443025982,249,0,0.6456,22.0805,0.4145,0.5060,0.4812,0.4842,0.5027,0.5220,0.5224,0.5015,0.4871,0.5105,0.5021,0.5187,0.4909,0.2414,0.6553,0.2554,0.3221,0.5184
slope-on,229,15409645353614694299,8,0,0.7020,16.1187,0.4050,0.5859,0.4612,0.4646,0.4462,0.3673,0.5158,0.4499,0.4608,0.4595,0.5570,0.5618,0.4166,0.4514,0.4688,0.8329,0.2038,0.5713
slope-on,238,10465666959402482566,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,243,14654585503143777680,35,0,0.6270,20.1352,0.5441,0.4232,0.5498,0.5207,0.4737,0.5012,0.4514,0.5869,0.5210,0.5391,0.5233,0.4956,0.4549,0.4515,0.4418,0.4627,0.4085,0.5456
