schema=1
code_revision=3aa3f1a
scenario_id=p6-defense-calibration-lean
scenario_layout_fingerprint=9308476894680922610
scenario_resource_count=30
first_seed=42
seed_count=80
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=100
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,neutral_marker
slope-on,325,8844205337975180697,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,328,16213020678131041934,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,330,6265657408065513099,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,343,7708735912880887840,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,348,9823496943950716248,100,0,0.8001,2.9185,0.3400,0.4502,0.4927,0.4493,0.5002,0.6070,0.4716,0.8754,0.7146,0.8238,0.4434,0.5000,0.4742,0.5022
slope-on,355,13966666162796911567,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,362,14255275227485112093,96,0,0.6842,6.6651,0.2521,0.4295,0.5049,0.4814,0.4945,0.5564,0.4685,0.7051,0.3892,0.4620,0.4111,0.5142,0.4928,0.5005
slope-on,363,1819065833574920228,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,368,3777199300405684795,100,0,0.7724,3.6412,0.3506,0.4830,0.5573,0.4736,0.4970,0.4512,0.6582,0.7363,0.2784,0.9245,0.4830,0.5244,0.4995,0.4964
slope-on,379,17267183264995365351,2,0,0.0088,0.5567,0.1163,0.5123,0.5560,0.4473,0.5966,0.5002,0.5243,0.8326,0.4701,0.7398,0.4658,0.5499,0.5700,0.4585
slope-on,382,16577471952935115909,100,0,0.7978,17.7519,0.4957,0.5290,0.5376,0.4274,0.4815,0.4633,0.6118,0.7706,0.4857,0.8465,0.4384,0.4764,0.5008,0.5031
slope-on,393,11370612428182037375,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,417,14621437935898680268,100,0,0.7557,1.9766,0.4057,0.3637,0.5835,0.4670,0.5234,0.5876,0.5956,0.7815,0.3555,0.8591,0.4436,0.5269,0.5078,0.5131
slope-on,419,13616516582713031696,97,0,0.7504,0.3452,0.1217,0.4818,0.4261,0.4027,0.5932,0.4141,0.5479,0.7626,0.6042,0.5887,0.4417,0.5181,0.5470,0.4740
slope-on,420,16291718587834404363,95,0,0.5845,0.0000,0.0000,0.4987,0.4578,0.4284,0.6677,0.3711,0.4230,0.6832,0.7056,0.5546,0.4312,0.4780,0.4964,0.4802
slope-on,434,1780893439947537381,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,437,1706310050694027337,91,0,0.7299,1.4301,0.2375,0.3829,0.5014,0.5016,0.4798,0.4981,0.5163,0.6742,0.4245,0.7490,0.4987,0.5259,0.4424,0.4594
slope-on,458,10249347141905871980,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,462,5720318162374661450,71,0,0.7997,7.0338,0.4086,0.5850,0.5292,0.4054,0.5619,0.4188,0.5595,0.7899,0.6742,0.7193,0.4373,0.4832,0.4746,0.4946
slope-on,466,5225083417746763336,99,0,0.7932,0.5016,0.2122,0.4759,0.5771,0.4006,0.5051,0.5386,0.5469,0.6868,0.6778,0.7559,0.4714,0.4961,0.4785,0.4842
slope-on,468,17433906416172642913,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,469,1428573205948839954,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,475,13282727532601284003,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,492,8676356525400668812,33,0,0.0846,4.5853,0.6250,0.5396,0.5623,0.4960,0.5227,0.4994,0.5138,0.8617,0.8534,0.8469,0.4836,0.4618,0.4919,0.4655
slope-on,501,5775161419241723116,100,0,0.7330,1.8372,0.2044,0.4655,0.5448,0.4848,0.5341,0.4751,0.5009,0.8492,0.3024,0.8948,0.4478,0.4627,0.4982,0.4769
slope-on,509,18178115143654119313,1,0,0.8516,1.9739,0.2010,0.4041,0.8042,0.2086,0.6490,0.3726,0.5382,0.9375,0.3832,0.7978,0.4684,0.4470,0.4353,0.4694
slope-on,517,15271579658103147619,1,0,0.7801,3.7907,0.5060,0.6408,0.3829,0.3811,0.6174,0.3900,0.5499,0.8236,0.1149,0.7650,0.4960,0.5104,0.3743,0.5789
slope-on,520,16888906847060314339,62,0,0.0107,12.4099,0.5179,0.3926,0.5154,0.4333,0.5119,0.4978,0.5149,0.7970,0.6800,0.6747,0.4149,0.5045,0.5205,0.4819
slope-on,524,481057634524519553,100,0,0.6923,8.7455,0.6443,0.3515,0.5670,0.4026,0.5154,0.5911,0.4577,0.7172,0.4586,0.7710,0.4436,0.5215,0.5130,0.5136
slope-on,531,1559458174990991555,50,0,0.5961,7.7360,0.5068,0.5877,0.4819,0.5747,0.5820,0.4230,0.6844,0.9066,0.6030,0.6214,0.4398,0.4881,0.5117,0.4693
slope-on,541,5650803286474561302,38,0,0.7137,6.3553,0.2630,0.5859,0.4854,0.4218,0.4964,0.5736,0.3420,0.8091,0.7092,0.6047,0.4465,0.4789,0.4734,0.5053
slope-on,543,3689142336138910312,2,0,0.0319,14.9986,0.9595,0.4478,0.4092,0.4684,0.5440,0.6742,0.5406,0.6850,0.9489,0.4550,0.4599,0.4891,0.5077,0.4362
slope-on,548,14443246698326278891,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,554,5727112529728641359,99,0,0.7432,10.0156,0.9504,0.4484,0.5855,0.3453,0.4954,0.5979,0.5368,0.8437,0.6221,0.6013,0.4475,0.5225,0.4786,0.4969
slope-on,565,333578491673904578,99,0,0.7305,0.0038,0.0067,0.5598,0.4096,0.4952,0.4410,0.4948,0.5427,0.8237,0.4230,0.7291,0.4325,0.4872,0.5139,0.5273
slope-on,579,17341899302091277286,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,582,272467270827318961,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,587,14120579763898885085,100,0,0.8012,0.4394,0.1787,0.4438,0.4872,0.3607,0.5148,0.4929,0.4352,0.7620,0.5444,0.9231,0.4706,0.5019,0.5027,0.5182
slope-on,594,17747373032864163470,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,598,9136533145706221830,100,0,0.7833,5.1367,0.3413,0.4161,0.4415,0.3198,0.5023,0.4882,0.5147,0.7956,0.1999,0.8938,0.4525,0.4956,0.5269,0.5003
slope-on,604,10233131124635929452,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,611,10622014265429932380,100,0,0.7798,2.2052,0.2433,0.5249,0.5244,0.5841,0.5464,0.4635,0.5428,0.7786,0.6068,0.8678,0.4075,0.4855,0.5127,0.5278
slope-on,618,8628663468514582378,100,0,0.7917,3.0295,0.3487,0.4659,0.4006,0.4414,0.4701,0.5370,0.6404,0.8661,0.6669,0.8694,0.4447,0.5012,0.5107,0.5093
