schema=1
code_revision=3ea7884
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PredationVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=false
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.45
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,neutral_marker
slope-on,53,15567897368164671147,77,0,0.0673,13.8858,0.4599,0.4779,0.5108,0.4705,0.5380,0.4668,0.5116,0.5050,0.5290,0.5032,0.5029,0.4772,0.4634,0.4702
slope-on,55,6265573136972290258,62,0,0.6051,8.6941,0.6014,0.4937,0.4903,0.5167,0.5048,0.4922,0.5428,0.5029,0.5114,0.4912,0.4818,0.5081,0.4699,0.5391
slope-on,58,3778755967488864312,68,0,0.7019,11.8288,0.7539,0.5387,0.6253,0.5215,0.5697,0.5123,0.4739,0.5197,0.5127,0.5349,0.5079,0.5358,0.4803,0.4719
slope-on,69,12168828768655855316,164,0,0.6130,4.1664,0.4456,0.5504,0.5101,0.4667,0.5107,0.5019,0.5196,0.4455,0.4566,0.4875,0.4487,0.4540,0.4791,0.4664
slope-on,74,10288048926822989031,57,0,0.6918,3.5616,0.5949,0.4999,0.5337,0.5006,0.5040,0.5117,0.5429,0.4861,0.4931,0.5223,0.4634,0.5387,0.4598,0.5020
slope-on,80,7161766790664710691,171,0,0.6685,16.9669,0.8507,0.4811,0.4716,0.5363,0.4928,0.5331,0.4866,0.4913,0.4713,0.5380,0.4811,0.5064,0.4748,0.5314
slope-on,98,9938186182691083580,422,0,0.1239,2.3820,0.2824,0.4865,0.5093,0.5439,0.5076,0.4922,0.4801,0.5007,0.5169,0.4865,0.4532,0.5046,0.4831,0.4538
slope-on,101,1385711888009251537,117,0,0.6820,1.9270,0.2739,0.4903,0.5349,0.4812,0.5437,0.4365,0.4877,0.4727,0.5265,0.5285,0.4993,0.4928,0.5026,0.4976
slope-on,107,12694772973113102329,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,114,5537049594713699019,159,0,0.1017,24.9524,0.3967,0.4939,0.4756,0.4796,0.5163,0.4817,0.4796,0.5321,0.5208,0.5646,0.4740,0.5032,0.4460,0.5359
slope-on,118,5070648440880117737,66,0,0.2025,8.3619,0.2935,0.4797,0.5424,0.4794,0.4978,0.4811,0.4819,0.5448,0.5744,0.5223,0.4821,0.4255,0.4835,0.4785
slope-on,120,3098374467212874632,73,0,0.5530,5.9217,0.7311,0.5360,0.5511,0.5408,0.5441,0.5208,0.4930,0.4826,0.4891,0.5396,0.5104,0.4975,0.4900,0.5547
slope-on,128,768720048658304140,234,0,0.6435,13.1775,0.6641,0.4761,0.5109,0.5268,0.4668,0.4985,0.4949,0.5122,0.4915,0.5086,0.4984,0.5166,0.5055,0.4837
slope-on,135,17925183721579072471,166,0,0.6240,4.4579,0.3270,0.4987,0.4792,0.4702,0.4866,0.4782,0.4805,0.5047,0.4840,0.5346,0.5500,0.4591,0.4564,0.4979
slope-on,147,16447370353507405460,27,0,0.5750,12.1733,0.3347,0.4614,0.4628,0.5035,0.5394,0.4906,0.4482,0.5077,0.5206,0.5294,0.4955,0.5381,0.5195,0.4937
slope-on,148,8872590278183986637,20,0,0.5878,12.3109,0.3077,0.5064,0.5350,0.4386,0.4168,0.4971,0.4650,0.3726,0.4843,0.4890,0.4831,0.5510,0.4908,0.5354
slope-on,150,18433829358567445722,215,0,0.5174,6.0080,0.4385,0.4856,0.5398,0.4955,0.5166,0.5125,0.4860,0.4805,0.4981,0.4802,0.4924,0.5232,0.4808,0.5052
slope-on,152,2445390699708512171,346,0,0.6447,1.0306,0.1208,0.5149,0.5173,0.4955,0.4651,0.4964,0.5126,0.5115,0.5348,0.4891,0.4771,0.5005,0.5030,0.5319
slope-on,153,17901085724454960284,379,0,0.4693,0.5006,0.1672,0.5108,0.5210,0.4594,0.4741,0.5335,0.5265,0.4942,0.5191,0.5290,0.4882,0.4939,0.4803,0.4831
slope-on,167,15524226825209648278,271,0,0.6612,4.7283,0.3912,0.4874,0.4656,0.4793,0.4489,0.5019,0.4752,0.5403,0.4898,0.4984,0.4995,0.5294,0.5038,0.5028
slope-on,176,14390346110493804408,26,0,0.1227,9.0141,0.2572,0.5139,0.4996,0.4834,0.4544,0.5110,0.4503,0.5627,0.4806,0.5239,0.4635,0.5262,0.4872,0.5155
slope-on,187,4847143288096870204,241,0,0.7552,3.5098,0.3726,0.5813,0.4723,0.4772,0.5107,0.5341,0.4769,0.5383,0.4847,0.4886,0.4855,0.5065,0.5747,0.4566
slope-on,193,11292591429611749201,365,0,0.6037,11.9480,0.3950,0.4990,0.5402,0.5153,0.4767,0.5320,0.4890,0.5393,0.4346,0.5203,0.4521,0.5110,0.4607,0.5439
slope-on,221,2591950700198549561,345,0,0.3906,5.4165,0.5385,0.5276,0.4635,0.4578,0.4733,0.5076,0.4876,0.5142,0.4968,0.4830,0.5014,0.4590,0.4469,0.5185
slope-on,228,5649344531050139048,1,0,0.0000,15.3531,0.3113,0.5404,0.5304,0.4079,0.4160,0.4329,0.6954,0.4246,0.5920,0.4987,0.2482,0.5411,0.5485,0.5185
slope-on,229,13151713001803926673,127,0,0.6145,18.7666,0.4567,0.5264,0.5126,0.4317,0.5011,0.4368,0.4909,0.4346,0.4662,0.5041,0.4884,0.5522,0.4444,0.5151
slope-on,238,11449294984859600310,37,0,0.6990,1.2468,0.1472,0.5344,0.4555,0.4129,0.5667,0.4949,0.5443,0.5979,0.4781,0.4657,0.5093,0.5470,0.4883,0.5775
slope-on,243,8970692152958299303,223,0,0.3789,21.0745,0.5244,0.4652,0.5320,0.5170,0.4728,0.5333,0.4183,0.5560,0.5036,0.4764,0.4883,0.4993,0.5093,0.5065
