arm,seed,sample,sample_count,tick,population,extinct_at_end,at_cap,peak_population,starvation_deaths,dehydration_deaths,age_deaths,health_deaths,predation_deaths,starvation_deaths_interval,total_deaths_interval,plant_patches,seed_eligible_patches,plant_biomass,plant_growth_cumulative,plant_offtake_cumulative,plant_mortality_cumulative,mean_energy_fraction,behavior_hash
graded-seeding,61,5,9,13333,312,0,0,499,3,0,222,0,0,3,107,23,3,223.0763,23026.8105,15580.9795,7652.7256,0.3799,16458469578971911489
graded-seeding,61,6,9,16000,127,0,0,499,84,0,377,0,0,81,236,23,21,1538.197,28651.7656,19372.0996,8173.1968,0.7954,11238084322059781385
graded-seeding,61,7,9,18666,249,0,0,499,84,0,457,0,0,0,80,23,19,1431.5674,33964.1758,22216.3848,10743.8926,0.8304,10934983915666752631
graded-seeding,61,8,9,21333,499,0,0,499,84,0,515,0,0,0,58,24,2,190.4119,42273.3789,30333.5215,12177.8994,0.62,6628885137808728688
graded-seeding,61,9,9,24000,111,0,0,499,408,0,620,1,0,324,430,24,23,1648.4457,46971.75,33555.5117,12197.2402,0.8241,17037185718783470747
graded-seeding,62,1,9,2666,40,0,0,494,0,0,2,0,0,0,2,21,19,1396.0273,2888.29,495.9215,1428.3513,0.7477,5221466591384245752
graded-seeding,62,2,9,5333,54,0,0,494,0,0,30,0,0,0,28,24,23,1678.2345,6060.3848,1529.8762,3284.2827,0.7977,15670524049160893462
graded-seeding,62,3,9,8000,103,0,0,494,0,0,65,0,0,0,35,24,21,1622.4569,9667.4238,3121.8608,5355.2056,0.7777,10383562727275302166
graded-seeding,62,4,9,10666,201,0,0,494,0,0,127,0,0,0,62,23,21,1546.8267,14836.5967,5935.5283,7786.2363,0.8281,16061648610768346213
graded-seeding,62,5,9,13333,419,0,0,494,0,0,230,0,0,0,103,24,15,1068.5967,22463.4375,12021.9043,9805.1367,0.7867,1579555977568949548
graded-seeding,62,6,9,16000,494,0,0,494,0,0,485,0,0,0,255,23,1,85.2356,31966.1934,21295.4004,11021.3584,0.5909,17752932487614725835
graded-seeding,62,7,9,18666,45,0,0,494,269,0,678,1,0,269,463,24,24,1720.9221,35460.9258,22946.4238,11229.2754,0.8532,16436769963404013662
graded-seeding,62,8,9,21333,69,0,0,494,269,0,709,2,0,0,32,22,21,1552.6472,38361.6641,23651.584,13594.4375,0.858,6310648346215470118
graded-seeding,62,9,9,24000,276,0,0,494,269,0,738,2,0,0,29,21,17,1296.3865,43054.8516,26174.0977,16023.4092,0.8401,6157065601007413808
graded-seeding,63,1,9,2666,36,1,0,293,0,0,6,0,0,0,6,23,18,1379.6171,2899.2363,536.5392,1415.0853,0.7451,3135818777826121249
graded-seeding,63,2,9,5333,62,1,0,293,0,0,39,0,0,0,33,23,22,1577.7887,6108.2456,1688.9583,3273.5122,0.8061,7104321746199175819
graded-seeding,63,3,9,8000,130,1,0,293,0,0,83,0,0,0,44,22,17,1217.2388,10338.6328,3999.28,5554.0479,0.7691,2310814967563762392
graded-seeding,63,4,9,10666,237,1,0,293,0,0,168,0,0,0,85,22,13,1007.4135,16395.041,8599.0117,7220.8599,0.7817,6154063703986742919
graded-seeding,63,5,9,13333,293,1,0,293,7,1,304,0,0,7,144,23,0,3.3435,22545.3301,14990.4199,7985.2563,0.1742,14517634780507996428
graded-seeding,63,6,9,16000,18,1,0,293,202,2,382,2,0,195,276,24,23,1636.8021,25518.9355,16186.6406,8129.2549,0.8334,14676320518233271680
graded-seeding,63,7,9,18666,1,1,0,293,202,2,399,2,0,0,17,24,24,1726.6818,27487.0039,16351.9492,9842.1807,0.8765,17148632645495209699
graded-seeding,63,8,9,21333,0,1,0,293,202,2,400,2,0,0,1,24,21,1582.5587,29284.8711,16352.8086,11783.2959,,13317715896850244078
graded-seeding,63,9,9,24000,0,1,0,293,202,2,400,2,0,0,0,24,22,1643.4728,31186.4004,16352.8086,13623.9189,,7808181244039261794
graded-seeding,64,1,9,2666,35,0,0,494,0,0,4,0,0,0,4,18,17,1214.495,2830.323,467.7629,1580.0654,0.7687,16914304794904611535
graded-seeding,64,2,9,5333,53,0,0,494,0,0,31,0,0,0,27,24,24,1714.8214,6087.9634,1515.2123,3289.9221,0.7505,3223487473720559716
graded-seeding,64,3,9,8000,87,0,0,494,0,0,67,0,0,0,36,22,21,1515.6421,9221.3418,2850.6482,5286.9644,0.7992,11101719498614468792
graded-seeding,64,4,9,10666,267,0,0,494,0,0,115,0,0,0,48,22,18,1410.7483,14344.1533,5587.3877,7777.6587,0.8637,5543709606821090725
graded-seeding,64,5,9,13333,494,0,0,494,23,0,229,0,0,23,137,24,0,44.0364,20915.5273,12284.3398,9018.8848,0.4979,14301203551052975762
graded-seeding,64,6,9,16000,134,0,0,494,263,0,416,3,0,240,430,23,23,1649.1021,27124.6328,16601.8516,9304.9229,0.8293,18233503800485135260
graded-seeding,64,7,9,18666,326,0,0,494,263,0,496,3,0,0,80,23,18,1364.532,32898.9648,20531.2051,11436.5195,0.8147,4316025551143566867
graded-seeding,64,8,9,21333,386,0,0,494,337,0,617,3,0,74,195,24,0,2.3991,39653.5195,27519.8105,12563.5684,0.0562,2061491570326177306
graded-seeding,64,9,9,24000,62,0,0,494,622,0,690,6,0,285,361,22,20,1492.985,43619.6563,29204.2852,13354.8477,0.8153,7591270435303229140
graded-seeding,65,1,9,2666,39,0,0,331,0,0,2,0,0,0,2,20,19,1403.483,2852.7175,448.161,1433.074,0.776,1804390818868760352
graded-seeding,65,2,9,5333,44,0,0,331,0,0,35,0,0,0,33,22,21,1525.4929,5879.2124,1342.6603,3442.9888,0.7997,2596042474218894051
graded-seeding,65,3,9,8000,36,0,0,331,0,0,72,1,0,0,38,24,23,1685.6847,8743.9961,2040.8408,5449.4233,0.7721,17120676053099033054
graded-seeding,65,4,9,10666,67,0,0,331,0,0,93,1,0,0,21,22,20,1454.1709,12179.7959,3135.3228,8022.4517,0.7695,1966888989333016475
graded-seeding,65,5,9,13333,137,0,0,331,0,0,133,1,0,0,40,21,20,1423.3599,16451.9238,5298.9854,10162.1328,0.815,1944277270428219902
graded-seeding,65,6,9,16000,331,0,0,331,0,0,191,1,0,0,58,23,15,1111.9554,23548.2656,10629.6982,12240.2617,0.7739,12965379764218170062
graded-seeding,65,7,9,18666,138,0,0,331,194,2,300,5,0,194,309,24,0,18.3092,27212.0801,14852.6543,12776.3115,0.1329,18288558415861551225
graded-seeding,65,8,9,21333,41,0,0,331,246,2,367,9,0,52,123,16,11,821.9143,31177.3555,16511.8926,14279.3076,0.8,6622286690217592296
graded-seeding,65,9,9,24000,126,0,0,331,246,2,387,9,0,0,20,23,19,1343.0966,35125.2969,18093.6113,16123.749,0.791,9425752264474542837
